	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.1176	0.1591	0.1337	0.0397	-0.153	-0.4503	-0.2447	-0.1952	-0.0739	-0.3609	-0.0018	-0.0018	0.2005	0.0868	0.1239	-0.0038	-0.0319	-0.1569	0.1233	-0.0086	-0.2526	-0.2526	-0.407
-4	0.121	0.4068	0.1955	0.0919	-0.1759	-0.1554	-0.2738	-0.2759	-0.1516	-0.2464	-0.3028	-0.3028	0.1001	-0.0614	0.0012	0.2429	-0.0079	-0.0208	0.1342	-0.0851	-0.1773	-0.1773	-0.5276
-3	0.7781	0.3061	-0.0515	0.0454	0.2979	-0.1352	-0.1766	-0.5773	0.0018	-0.4246	-0.2862	-0.2862	0.1296	-0.3962	0.2319	0.0142	0.0526	-0.1007	0.2314	-0.3572	0.0122	0.0122	-0.3424
-2	0.4727	0.1013	0.0498	0.1291	0.198	0.012	-0.1346	-0.3336	0.1583	-0.1927	-0.2121	-0.2121	0.036	-0.1511	0.2037	0.0219	-0.2784	-0.1329	0.1388	0.0221	-0.1116	-0.1116	-0.2963
-1	0.333	0.0482	-0.0662	-0.0409	0.1305	-0.1579	-0.1551	-0.357	-0.1417	-0.3873	-0.4456	-0.4456	0.3066	-0.1395	0.2883	0.1217	0.1094	0.0502	0.2536	-0.1412	0.0764	0.0764	-0.0774
1	0.2057	0.1873	-0.2118	-0.1341	-0.0869	-0.1424	-0.4695	-0.4344	-0.1904	-0.1604	-0.4485	-0.4485	0.1408	-0.0349	0.0225	0.1251	0.1311	0.2411	0.3994	0.1344	0.3005	0.3005	0.2924
2	0.1868	-0.0786	-0.0967	-0.1205	0.3192	-0.0931	-0.1392	-0.4722	-0.1875	-0.3512	-0.0637	-0.0637	0.478	0.036	-0.0086	-0.17	-0.0634	0.0214	0.5279	0.0245	0.1414	0.1414	0.0551
3	-0.0087	0.145	-0.1405	-0.0171	0.0266	-0.1103	-0.2584	-0.1925	-0.2034	0.0383	-0.1487	-0.1487	0.3331	-0.0431	-0.2149	-0.1431	-0.1265	-0.0658	0.374	0.4	0.2978	0.2978	0.0119
4	0.1253	0.0778	0.1964	0.0169	0.0108	-0.2714	-0.3568	-0.2014	0.0389	-0.2266	-0.1796	-0.1796	-0.0433	0.0985	-0.1747	-0.4871	-0.2259	-0.1886	0.5439	0.5476	0.5895	0.5895	0.0707
5	0.0201	0.1223	-0.3062	-0.26	-0.2437	-0.0591	-0.3621	-0.3838	-0.1744	-0.1956	-0.1785	-0.1785	0.6197	-0.0114	-0.2488	-0.1114	-0.0199	-0.0836	0.5283	0.3023	0.3036	0.3036	0.5095
