	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.03	0.08	0.2173	0.0665	-0.1577	-0.2298	-0.281	-0.4582	-0.4427	-0.2932	0.4633	0.4633	0.0602	0.1777	0.4209	0.5268	0.0312	0.0392	-0.3826	-0.3976	-0.3675	-0.3675	-0.0688
-4	0.0638	0.0652	0.2432	0.0166	-0.2598	-0.2714	-0.3254	-0.4825	-0.3045	-0.0755	0.2192	0.2192	0.041	0.1774	0.484	0.5701	0.121	-0.1139	-0.3731	-0.3255	-0.462	-0.462	-0.1393
-3	-0.1995	-0.0807	0.0243	-0.2402	-0.0367	-0.1353	-0.3472	-0.2725	-0.3723	-0.2857	0.2346	0.2346	0.2063	0.5401	0.4328	0.5769	-0.0585	0.0741	-0.476	-0.4809	-0.5605	-0.5605	-0.2366
-2	0.2421	0.103	0.1162	-0.0168	0.1449	-0.1458	-0.4547	-0.4722	-0.3322	-0.3394	-0.3151	-0.3151	-0.4216	0.3064	0.5285	0.7049	0.0641	0.3091	-0.4688	-0.4183	-0.6151	-0.6151	-0.4875
-1	-0.0424	-0.5138	0.0967	-0.3574	-0.1207	-0.2603	-0.1244	-0.0927	-0.0622	-0.2772	0.1736	0.1736	-0.1741	0.192	-0.3034	-0.3106	-0.0978	1.0197	0.4295	-0.35	-0.4294	-0.4294	-0.2061
1	-0.5634	-0.6451	0.6895	0.1326	-0.0386	0.1895	0.7782	-0.066	-0.3559	-0.0417	0.6996	0.6996	0.0003	0.102	-0.2921	-0.0539	-0.126	-0.2406	-0.6689	-0.5893	-0.3349	-0.3349	0.0423
2	-0.4383	-0.668	-0.0032	0.0741	-0.3287	-0.1331	0.3704	0.1404	0.5044	0.3325	0.054	0.054	0.2896	-0.0202	-0.3063	-0.2439	-0.1706	-0.1661	-0.2944	0.4428	0.4583	0.4583	0.998
3	-0.6919	-0.6596	-0.3924	-0.0522	-0.7329	-0.427	0.5462	0.7056	0.6391	0.6571	0.4639	0.4639	0.5183	0.2096	-0.4425	-0.3512	-0.4352	-0.4052	-0.4801	-0.4825	-0.3235	-0.3235	-0.13
4	-0.4116	-0.687	-0.2205	-0.0514	-0.8376	-0.5612	0.3275	0.0099	-0.0214	-0.0261	1.4435	1.4435	0.5257	0.2493	-0.428	-0.3099	-0.3104	-0.4146	-0.1787	-0.0527	0.1316	0.1316	0.5209
5	0.0773	-0.5126	-0.5665	0.2452	-0.6957	-0.5849	0.0356	0.5786	0.2735	0.1156	1.8701	1.8701	0.1872	0.0433	-0.6835	-0.4499	-0.7419	-0.77	-0.8337	-0.8645	-0.5438	-0.5438	-0.6149
