	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.2488	-0.148	0.2197	0.1082	-0.0664	-0.3573	-0.1085	0.0311	-0.174	-0.1397	0.2335	0.2335	0.3309	0.2068	0.2583	0.391	-0.2263	-0.1756	-0.4325	-0.3737	-0.4764	-0.4764	-0.236
-4	0.1847	0.3458	0.257	0.1522	-0.1105	-0.1754	-0.0946	-0.151	-0.4003	-0.1922	0.0799	0.0799	0.1978	0.0156	0.0361	0.3305	-0.1071	-0.2011	-0.3366	-0.2523	-0.1336	-0.1336	-0.2505
-3	0.1529	0.1943	0.2588	0.1268	0.0121	-0.0696	0.0576	-0.0056	-0.2058	-0.1801	0.1273	0.1273	0.0253	0.0872	-0.0844	0.2975	-0.2065	-0.1053	-0.3517	-0.2573	-0.1709	-0.1709	0.0737
-2	-0.0006	0.4826	0.0653	0.1655	0.0633	0.0411	0.1234	0.1191	-0.3382	-0.1573	0.0128	0.0128	-0.0069	0.1919	-0.0327	0.1129	-0.3637	-0.0263	-0.2964	-0.128	-0.0378	-0.0378	-0.0388
-1	0.5355	1.0209	0.0568	-0.117	-0.0707	0.1219	0.0152	-0.2132	-0.5051	-0.4132	-0.4747	-0.4747	0.0309	-0.0812	0.0336	0.238	-0.2723	-0.2613	-0.4043	-0.2429	0.0538	0.0538	0.8693
1	0.4299	0.7138	-0.2116	-0.2799	-0.1169	-0.1264	0.47	0.3728	-0.5343	-0.2562	-0.3327	-0.3327	-0.0124	-0.2983	0.0021	0.2383	-0.21	-0.3696	-0.5363	-0.2627	-0.2037	-0.2037	-0.2677
2	0.1901	0.1176	-0.0263	-0.1907	0.0761	0.0887	0.0926	0.0496	-0.0967	-0.0966	0.1656	0.1656	-0.0561	-0.0819	0.3961	0.3254	-0.2841	-0.1967	-0.4066	-0.3679	-0.4555	-0.4555	-0.2002
3	0.1189	0.0128	-0.2988	-0.2716	-0.1168	-0.4094	-0.049	0.3088	-0.0388	-0.018	0.6277	0.6277	0.9402	-0.1345	-0.268	-0.0919	-0.5847	-0.459	-0.458	-0.5993	-0.5338	-0.5338	-0.5141
4	-0.1124	0.2418	0.1545	0.2848	0.3803	0.043	-0.0035	0.1372	-0.1079	-0.0493	0.019	0.019	0.2148	0.147	0.1222	0.1686	-0.346	-0.3485	-0.1692	-0.2638	-0.2544	-0.2544	-0.1791
5	0.0323	0.0377	-0.0788	-0.2667	-0.0569	-0.0281	-0.123	0.0051	-0.133	-0.0953	0.0455	0.0455	0.1625	0.1729	0.0014	0.3619	-0.2295	-0.1446	-0.1005	-0.0302	-0.6544	-0.6544	-0.3426
