	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0377	0.1377	-0.065	-0.0153	-0.0258	-0.166	-0.3898	-0.4248	-0.4597	-0.3202	0.1864	0.1864	0.023	0.309	0.1924	0.1538	-0.0958	-0.0692	0.3143	0.1385	0.8287	0.8287	0.7353
-4	-0.157	0.1344	-0.1355	0.2905	-0.2053	-0.1733	-0.5134	-0.6137	-0.5296	-0.3275	-0.0653	-0.0653	0.4265	0.1584	0.0179	0.1313	0.0308	-0.1056	0.4844	0.4626	0.8958	0.8958	1.4013
-3	-0.3561	0.0399	-0.1532	0.1921	0.1117	-0.1417	-0.7511	-0.7397	-0.4562	-0.454	0.0148	0.0148	0.0151	0.2845	-0.2302	0.0155	0.0691	0.2292	0.7285	0.7305	1.0335	1.0335	1.6422
-2	0.1123	0.1459	-0.1765	-0.0479	0.1839	0.0513	-0.6107	-0.7445	-0.6591	-0.5231	-0.3275	-0.3275	-0.4664	0.0961	0.0101	0.1733	0.1868	0.2189	0.808	0.6505	0.5043	0.5043	1.2022
-1	-0.9308	-1.1644	-1.0115	-0.5248	-1.1136	-0.5042	-0.4212	-0.0772	-0.6469	-0.8388	-0.1208	-0.1208	-0.6226	0.2353	-1.2106	-1.1279	-0.3031	0.2136	1.8374	1.2993	1.3517	1.3517	1.3449
1	-1.2676	-1.0655	-0.6802	0.2182	-0.5781	-0.0196	0.9524	0.4257	-0.1957	0.0071	1.2023	1.2023	0.7075	0.4635	-0.551	-0.193	-0.0634	-0.9066	-1.0645	-1.0368	-0.0792	-0.0792	1.3683
2	-0.8012	-1.1889	-0.5365	-0.2587	-0.1151	0.1478	-0.3837	-0.5197	-0.2175	-0.2056	0.4689	0.4689	0.396	0.2264	0.2697	0.6119	-0.1112	0.2495	0.5744	-0.1528	1.0237	1.0237	1.4692
3	0.0286	-0.6605	-0.7275	0.0151	-0.5194	-0.5868	0.1197	0.5443	0.7035	0.6765	0.9954	0.9954	0.3429	-0.5149	-0.6779	-0.4565	-0.5486	-0.4062	-0.6526	-0.7815	-0.3435	-0.3435	-0.1852
4	0.4889	-0.2427	-0.3268	-0.1671	-0.0477	-0.2698	-0.5536	-0.497	-0.3455	-0.3227	-0.0278	-0.0278	-0.0222	0.3834	0.4739	0.548	-0.1845	0.0866	0.1352	-0.2924	0.1154	0.1154	-0.7163
5	0.3515	-0.1341	-0.4698	0.0683	-0.269	-0.2532	-0.4676	-0.6458	-0.2444	-0.3464	0.1757	0.1757	0.1644	0.227	0.3479	0.3226	0.1305	0.1565	0.0174	-0.1007	-0.054	-0.054	-0.5594
