	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.0151	0.018	-0.0259	-0.0733	-0.3837	-0.3779	-0.0509	0.0527	-0.0877	0.2411	0.2751	0.2751	0.1855	0.0243	-0.177	-0.0223	-0.0943	0.2312	0.133	-0.1303	-0.0673	-0.0673	0.126
-4	0.0377	0.042	0.0574	0.0245	-0.4636	-0.6034	-0.1113	0.0146	0.1416	0.0383	0.1741	0.1741	0.2714	-0.0228	-0.4429	-0.0533	0.0101	-0.2813	0.2539	0.4986	-0.1586	-0.1586	0.3388
-3	-0.0483	-0.361	-0.497	-0.107	-0.2974	-0.4243	-0.2557	-0.3234	-0.2997	0.1475	0.5123	0.5123	0.7647	0.0036	-0.6349	-0.4569	-0.1641	0.1421	0.2892	0.7754	-0.2412	-0.2412	0.2035
-2	0.2564	0.0577	-0.0525	-0.0097	0.1961	-0.2044	0.1036	-0.1948	0.3812	-0.3292	-0.0982	-0.0982	-0.1491	-0.1994	-0.4976	-0.3743	-0.0507	0.2753	0.1907	0.3063	0.0082	0.0082	0.1925
-1	-0.9268	-1.6983	-1.1744	-0.7617	-1.4158	-0.3445	0.6358	1.478	1.535	0.6361	0.9745	0.9745	0.0889	0.3798	-1.7664	-1.8402	-1.0398	-0.7649	-1.4141	-1.2654	-0.1348	-0.1348	0.3329
1	-2.465	0.1403	0.4772	-0.0924	-0.1705	-0.2995	0.6598	0.229	0.0486	0.5158	-0.0681	-0.0681	1.2721	-0.6055	-1.3293	-0.932	-0.055	-1.1005	-0.5778	0.4441	0.1282	0.1282	0.2834
2	-0.6527	-0.8732	-0.2018	0.0711	0.0669	0.3469	0.3416	0.2485	-0.1782	0.0718	0.3954	0.3954	0.7404	-0.5593	-0.1955	0.3377	-0.1152	-0.2737	-0.8326	0.1708	0.5319	0.5319	0.6558
3	-0.8554	-0.3979	0.0876	0.1749	0.1946	-0.0805	0.3741	0.5049	-0.3209	-0.1117	0.4951	0.4951	0.8472	-0.0077	0.0193	0.6989	-0.4695	-0.175	-1.5363	-1.7286	-1.4844	-1.4844	-1.2086
4	-0.3728	-0.1084	-0.4069	0.0585	-0.418	-0.1257	-0.0835	0.0192	-0.1277	0.4594	0.1352	0.1352	0.7446	0.0272	0.2273	0.6144	0.0967	-0.361	-0.6657	-0.5981	-0.9352	-0.9352	-0.731
5	0.2999	-0.0875	-0.1346	0.0096	-0.405	-0.293	-0.1651	-0.3298	0.0721	0.308	0.5475	0.5475	0.5886	-0.1378	0.0665	0.3237	-0.2934	-0.0761	-0.4047	-0.5653	-1.0892	-1.0892	-0.5477
