	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.048	0.2591	0.1312	-0.0907	0.0688	-0.0403	-0.3762	-0.4428	-0.3343	-0.2716	0.0328	0.0328	0.25	0.1658	0.1681	0.1897	-0.0433	-0.0807	0.127	-0.0888	-0.1989	-0.1989	-0.2768
-4	0.149	0.0942	0.0982	0.1307	0.1028	-0.2536	-0.5148	-0.5514	-0.462	-0.2391	0.0647	0.0647	0.254	0.0551	-0.1356	0.2054	0.1508	0.0577	0.115	0.2908	0.0208	0.0208	0.0203
-3	0.0944	0.1022	0.0227	0.0065	0.2715	0.0917	-0.4743	-0.6609	-0.5006	-0.4731	-0.0566	-0.0566	0.132	0.1451	-0.2221	0.015	0.1975	0.4945	0.3809	0.2327	0.22	0.22	0.3962
-2	0.0963	0.3094	-0.0397	0.0235	0.2889	-0.0164	-0.5749	-0.7454	-0.215	-0.2183	-0.2539	-0.2539	0.126	0.0362	-0.0261	0.1375	0.385	0.3939	0.0313	0.0716	-0.0002	-0.0002	0.0763
-1	-0.3983	-0.5163	-0.2385	-0.0277	-0.2672	-0.0974	-0.2481	-0.2913	-0.5361	-0.7547	-0.3892	-0.3892	-0.3383	-0.0476	-1.0191	-0.8621	-0.1951	0.3881	1.5831	1.0064	1.1539	1.1539	1.2462
1	-1.1347	-1.4737	-0.1814	-0.213	-0.5207	-0.4536	0.725	0.2307	-0.1899	0.0816	1.149	1.149	1.1799	0.5308	-1.1975	-0.5878	0.0534	-0.89	-1.1913	-1.0089	-0.6757	-0.6757	0.0573
2	-0.0816	-0.9092	-0.3726	-0.0918	-0.2379	-0.148	-0.3094	-0.6344	-0.0031	0.28	0.2233	0.2233	1.1688	-0.0231	-0.2867	-0.191	0.0222	0.2231	-0.0372	-0.2616	0.2584	0.2584	-0.1131
3	-0.3717	-0.6381	-0.4786	-0.0065	-0.1272	0.1953	0.257	0.6196	0.7766	0.5893	0.2439	0.2439	0.452	0.2544	-0.3322	0.0359	-0.1799	-0.515	-1.2214	-1.5487	-1.3534	-1.3534	-1.4395
4	0.0293	0.1115	-0.1004	0.019	0.1515	-0.0414	-0.288	-0.5658	-0.2537	-0.1794	0.0977	0.0977	0.3882	0.0134	0.3638	0.3774	0.2896	-0.0513	-0.1492	-0.542	-0.9224	-0.9224	-0.7785
5	0.2824	0.1337	0.1162	0.0465	0.4875	-0.0601	-0.4817	-0.5988	-0.3753	-0.232	-0.194	-0.194	0.0372	-0.0491	0.3147	0.5413	0.1801	0.2905	-0.2524	-0.2471	-0.5512	-0.5512	-0.4643
