	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.2484	0.1738	0.0725	-0.2659	-0.1154	-0.3458	-0.2061	-0.2262	0.0251	-0.0921	-0.0106	-0.0106	-0.2049	-0.1184	0.0401	0.0774	0.1329	0.1983	0.1508	0.0373	-0.0211	-0.0211	0.0658
-4	0.3472	0.4157	0.0511	0.0284	-0.3272	-0.4651	-0.4377	-0.2437	-0.1775	-0.0625	-0.2254	-0.2254	-0.363	-0.2079	-0.1555	-0.0189	0.329	0.0421	0.3924	0.5158	0.1216	0.1216	0.2923
-3	0.1821	-0.0618	-0.0117	-0.0136	0.1131	-0.1368	-0.3364	-0.6536	-0.5055	-0.3125	0.1696	0.1696	-0.0183	-0.211	-0.5734	-0.2805	0.1143	0.4732	0.5665	0.6452	0.3185	0.3185	0.5478
-2	0.4627	0.2406	0.0689	0.3536	0.2367	0.0388	-0.207	-0.4271	-0.3238	-0.4945	-0.8417	-0.8417	-1.0195	-0.1336	-0.3361	-0.3037	0.3802	0.3483	0.5126	0.5857	0.2556	0.2556	0.3461
-1	-0.9988	-1.771	-0.9412	-0.4965	-1.075	0.1332	0.7177	1.7154	1.7364	0.315	0.1749	0.1749	-0.9962	-0.6379	-1.8297	-1.7446	-0.6166	-0.818	-0.4613	-0.3011	1.1441	1.1441	3.175
1	-2.5947	-0.3097	0.7929	0.2891	0.4634	0.4778	0.7999	0.6835	-0.4862	0.3587	-0.9872	-0.9872	0.3516	-1.1496	-1.993	-1.589	0.3295	-1.1854	-0.2855	0.8867	1.2012	1.2012	0.363
2	-0.1967	-0.7241	0.016	0.1315	0.3427	0.4378	0.508	0.1129	0.0052	-0.03	0.0292	0.0292	0.1501	-0.7119	-0.3804	-0.122	0.0277	-0.1216	-0.3933	0.3494	1.3633	1.3633	1.3166
3	-0.814	-0.3239	-0.239	-0.0366	-0.2078	-0.5072	0.3104	0.3258	0.1404	0.2014	0.6101	0.6101	0.6143	1.0261	-0.6459	0.5557	0.1296	-0.8409	-1.6283	-1.777	-1.7559	-1.7559	-0.9884
4	0.1596	0.1512	-0.2418	0.0134	-0.0973	-0.095	-0.155	-0.4708	-0.2367	0.083	-0.1912	-0.1912	0.7867	0.1317	-0.182	0.3438	0.2538	-0.3513	-0.4234	-0.0604	-0.4472	-0.4472	-0.2313
5	0.3801	0.1102	-0.0908	-0.0985	0.1424	0.0273	-0.3445	-0.389	-0.3927	0.0499	0.1526	0.1526	0.2177	0.0186	-0.13	0.2689	-0.0697	-0.0149	-0.1473	-0.0626	-0.7305	-0.7305	-0.221
