	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.296	0.3428	0.1165	-0.4619	-0.0468	-0.2199	-0.4094	-0.3888	-0.4729	-0.2943	-0.242	-0.242	-0.3349	-0.0319	-0.0879	-0.0439	0.1601	0.1209	0.5433	0.434	0.4312	0.4312	0.4837
-4	0.26	0.419	0.1862	-0.0435	-0.2642	-0.2868	-0.4408	-0.2636	-0.3137	-0.132	-0.364	-0.364	-0.3516	-0.1862	-0.4499	-0.3036	0.1232	-0.0594	0.7499	0.745	0.2696	0.2696	0.4977
-3	-0.1246	0.1247	-0.1825	-0.0093	0.1193	0.0636	-0.6889	-0.7215	-0.4533	-0.2299	-0.0063	-0.0063	-0.0718	0.0748	-1.0884	-0.6925	-0.1108	0.4577	0.7637	1.0589	0.2138	0.2138	0.6348
-2	0.434	0.4964	0.2282	0.1088	0.2168	0.1025	-0.393	-0.6694	-0.5517	-0.7249	-1.1018	-1.1018	-1.0645	-0.3611	-0.7455	-0.5002	0.2065	0.3825	0.7128	1.0221	0.6892	0.6892	0.2259
-1	-0.5025	-1.1205	-0.7111	-0.3434	-1.1396	0.6257	1.2081	1.692	0.8449	-0.0068	-0.6262	-0.6262	-0.8272	-0.7566	-1.7229	-1.6274	-0.7645	-1.2464	-0.2002	0.6628	1.4894	1.4894	-0.1915
1	-2.1703	1.6621	1.0981	0.0093	0.2078	-0.1461	-0.495	-0.8426	-1.1256	0.1498	-1.1122	-1.1122	-0.0649	-0.7298	-2.3395	-1.5798	0.2129	-0.8953	0.4095	1.0002	-0.3549	-0.3549	0.2841
2	0.3666	-0.3408	0.3087	0.4275	0.5764	0.8293	0.2445	-0.2089	-0.3832	-0.2688	-0.3233	-0.3233	-0.6688	-0.5868	-0.2246	0.3317	-0.0635	-0.1949	-0.8513	0.2323	0.7281	0.7281	0.8876
3	-0.8233	-0.3735	-0.7315	0.074	-0.7184	-0.4653	0.364	1.1489	1.3061	-0.1089	0.9231	0.9231	0.9119	-0.2828	-0.7423	0.3787	-1.2727	-1.158	-2.0802	-2.1315	-1.9707	-1.9707	-1.016
4	-0.2615	0.3541	-0.2089	0.176	-0.1184	-0.1491	-0.3975	-0.4716	0.1704	0.2165	0.1852	0.1852	0.0633	0.2594	0.4283	0.7735	-0.0025	-0.3283	-0.8354	-0.6375	-1.4244	-1.4244	-0.6688
5	0.2388	0.1656	-0.0964	-0.0263	0.0789	0.1298	-0.3477	-0.4879	-0.2615	-0.0926	0.0329	0.0329	-0.0276	0.112	0.4749	0.8311	-0.2011	-0.1046	-0.5819	-0.6899	-1.0819	-1.0819	-0.6372
