	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0297	0.2296	0.0747	-0.0409	-0.236	-0.2788	-0.309	0.0145	-0.0338	0.0811	-0.0412	-0.0412	0.0552	-0.0266	-0.2673	-0.1556	0.0664	0.1581	0.2845	0.1713	0.129	0.129	0.1764
-4	0.1095	0.1627	0.1425	0.0094	-0.3334	-0.5912	-0.2769	-0.1195	-0.0615	-0.1046	0.0719	0.0719	0.0955	-0.1762	-0.3256	-0.4024	0.188	-0.0391	0.3895	0.7003	0.2666	0.2666	0.7007
-3	-0.0424	0.1413	-0.2892	0.069	0.0047	-0.0042	-0.3435	-0.3138	-0.2519	0.0167	-0.0169	-0.0169	-0.0277	0.1018	-0.6979	-0.3927	-0.2201	0.4302	0.3706	0.8022	0.33	0.33	0.8551
-2	0.0683	0.1241	0.0027	-0.0094	0.1339	-0.1018	-0.1574	-0.0989	-0.1263	-0.3956	-0.5233	-0.5233	-0.2797	0.1382	-0.4446	-0.1498	0.2417	0.3323	0.1989	0.5641	0.2384	0.2384	0.6616
-1	0.0684	-1.2264	-0.0863	-0.2889	-0.6927	-0.208	0.3696	0.8848	0.5114	0.0841	0.5377	0.5377	-0.3054	0.6085	-1.4869	-1.6928	-0.4542	-0.0244	0.1628	0.2503	0.1888	0.1888	1.8302
1	-1.631	0.307	0.7696	-0.1106	0.5077	0.1846	0.1707	-0.2654	-0.4934	-0.0456	-0.9522	-0.9522	-0.5845	-0.6285	-1.6899	-1.516	0.5634	-0.4125	0.3989	1.3233	0.6317	0.6317	0.9978
2	-0.2066	-0.6332	-0.174	-0.1154	-0.1248	-0.0597	-0.1059	0.0463	0.2027	-0.0398	0.3475	0.3475	0.9311	-0.2685	-0.6295	-0.4413	-0.1882	0.2334	-0.1337	0.36	0.1637	0.1637	0.333
3	-0.1675	-0.7233	-0.2076	0.1482	-0.2856	-0.2533	0.4221	0.788	0.0831	0.1669	0.495	0.495	0.8966	0.9461	-1.4748	-0.8708	-0.6035	-0.2591	-0.9396	-0.7114	-0.4714	-0.4714	0.0078
4	-0.1962	-0.0888	-0.1093	0.0929	-0.3838	-0.3676	-0.1173	-0.1341	-0.1948	0.3683	0.1443	0.1443	0.1921	0.1686	-0.0878	0.1604	0.1494	-0.1151	-0.2552	0.5062	-0.8661	-0.8661	-0.2369
5	1.0621	-0.1807	0.1023	0.2238	-0.002	0.0718	0.2454	0.1839	0.3863	0.1069	0.3638	0.3638	-0.1024	-0.1006	-0.7848	-0.473	-0.242	-0.4973	-0.7564	-0.7286	-0.8818	-0.8818	-1.0852
