	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.0149	0.0589	-0.0157	0.0057	0.1556	0.2015	-0.318	-0.2013	-0.131	-0.1677	0.1829	0.1829	0.1428	0.1291	0.215	0.212	-0.0707	-0.06	0.034	-0.1253	0.1548	0.1548	0.1538
-4	0.1493	0.2535	0.0674	0.0547	0.1606	0.4979	-0.2452	-0.181	-0.1616	-0.1831	0.1096	0.1096	0.0887	-0.0471	0.0868	0.1701	-0.0377	-0.1678	-0.0108	-0.0056	0.0676	0.0676	0.0733
-3	0.08	0.3263	-0.1793	0.0481	0.5289	0.7891	-0.333	-0.31	-0.1326	-0.2716	0.1425	0.1425	0.0165	0.0682	0.1833	0.3099	0.101	-0.0288	-0.0784	-0.1103	0.1111	0.1111	0.8616
-2	0.0533	0.3066	-0.1786	0.0551	0.4974	0.9139	-0.316	-0.3883	-0.2849	-0.2259	0.357	0.357	0.1026	0.0834	0.2293	0.3658	-0.167	0.0568	-0.1788	-0.1365	-0.2191	-0.2191	0.1528
-1	0.0989	0.4697	0.0239	-0.0057	0.6272	0.6868	-0.2347	-0.1586	0.0547	-0.111	-0.2228	-0.2228	0.1643	-0.0624	0.0569	0.1576	-0.0729	-0.0789	-0.1282	-0.1301	0.1189	0.1189	0.6465
1	-0.0663	-0.1112	-0.2075	0.0194	0.5626	0.9955	-0.1233	-0.0247	0.0617	0.4597	0.1448	0.1448	0.5715	-0.0003	-0.158	0.0024	-0.1968	-0.1212	-0.3289	-0.2252	-0.1614	-0.1614	-0.0541
2	-0.289	-0.3609	-0.2443	-0.1648	0.3687	0.9123	-0.2445	-0.4101	-0.233	-0.223	0.4716	0.4716	0.7797	0.1201	0.1208	0.1304	-0.1065	-0.0801	0.1532	-0.1594	0.0707	0.0707	0.0842
3	-0.0884	-0.1273	-0.1469	-0.0582	0.4527	0.8299	-0.2822	-0.1687	-0.2493	0.0749	0.2729	0.2729	0.1844	0.0273	-0.1586	0.0146	0.1295	-0.0389	0.0338	0.3486	-0.1917	-0.1917	0.0378
4	0.125	-0.0307	-0.0609	-0.1464	0.3929	0.6382	-0.2726	-0.1045	0.1793	0.0447	0.1727	0.1727	0.1557	0.0234	-0.0163	-0.0437	-0.1819	-0.1611	0.0915	-0.011	0.1071	0.1071	0.0108
5	0.0537	0.1463	-0.1055	-0.1197	0.0285	0.0654	-0.4539	-0.3225	-0.1671	-0.033	0.1884	0.1884	0.2354	0.031	0.1074	0.182	-0.013	-0.0227	-0.0704	0.0705	0.0188	0.0188	0.1285
