	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0905	0.084	-0.2397	-0.2207	-0.2206	-0.2103	-0.3434	-0.0043	-0.1267	-0.0675	0.016	0.016	-0.025	-0.0549	-0.0244	0.1648	0.1201	0.1682	0.4098	0.0711	0.1358	0.1358	0.5665
-4	-0.0291	0.04	0.0189	-0.1269	-0.2868	-0.6336	-0.3448	-0.2877	-0.1744	-0.1919	0.0644	0.0644	-0.0488	-0.1275	-0.2133	-0.0332	0.191	-0.0425	0.4932	0.8941	0.2414	0.2414	0.7249
-3	-0.1294	-0.0128	-0.165	0.0208	0.008	-0.0395	-0.6168	-0.6114	-0.3251	-0.2288	0.1341	0.1341	-0.1502	0.0692	-0.4929	-0.1537	-0.1178	0.4887	0.6029	0.8198	0.453	0.453	0.6401
-2	0.1411	0.2414	0.1451	-0.0211	0.2187	-0.2183	-0.4366	-0.4416	-0.2538	-0.6187	-0.5207	-0.5207	-0.6664	-0.0935	-0.3216	-0.1638	0.2154	0.4178	0.5476	0.7699	0.2214	0.2214	1.0873
-1	0.1549	-0.8696	0.099	0.1322	-0.4154	-0.363	-0.0499	0.2583	-0.0537	-0.4273	-0.481	-0.481	-1.1498	-0.2102	-2.2503	-2.0644	-0.5933	0.8745	1.7156	0.6874	1.0735	1.0735	2.6899
1	-1.6832	-0.773	0.7615	0.2176	-0.186	-0.4048	0.595	0.3568	0.1057	1.2761	0.7488	0.7488	0.7768	0.5074	-2.2093	-2.4935	-0.6313	-1.6474	-1.0793	-0.2553	0.834	0.834	0.852
2	-0.7635	-1.874	-0.6686	-0.1393	-0.602	-0.5966	0.1774	0.1994	0.6659	0.7365	0.5633	0.5633	1.4998	-0.2555	-1.2919	-0.765	-0.4483	-0.4351	-0.6766	0.5045	-0.2096	-0.2096	1.5304
3	-1.7814	-1.445	-1.374	-0.1241	-1.2396	-0.929	0.273	0.954	0.4312	0.5134	1.0021	1.0021	2.2001	0.6465	-1.7012	-1.2059	-1.5027	-1.7957	-1.8051	-1.9737	-2.0148	-2.0148	-1.1162
4	-0.3289	-0.2449	-0.2897	0.0569	-0.1789	-0.2172	-0.1954	-0.2458	-0.5269	0.0155	0.5396	0.5396	0.6331	0.2543	-0.5595	-0.3232	0.16	-0.3452	0.1637	0.746	-0.353	-0.353	0.9506
5	0.6945	-0.2686	-0.3336	0.0236	-0.2503	-0.5071	-0.525	-0.1356	0.0337	-0.0723	1.3438	1.3438	0.7521	0.044	-0.6248	-0.1298	-0.5681	-0.3885	-0.4981	-0.575	-0.5056	-0.5056	-0.8041
