	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.0185	0.1685	-0.1529	-0.5168	-0.1734	-0.1792	-0.1282	-0.1377	0.0887	0.0093	0.0879	0.0879	-0.0131	0.063	-0.0116	0.038	0.0612	0.1897	0.0589	-0.0247	0.1851	0.1851	0.3237
-4	-0.1134	0.2583	-0.0418	0.1231	-0.233	-0.3941	-0.2976	-0.0214	-0.0084	-0.0601	0.0226	0.0226	0.1321	-0.1981	-0.2615	-0.0707	0.2299	0.0099	0.2491	0.4917	0.3279	0.3279	0.9313
-3	-0.3311	0.0067	-0.3891	-0.0609	-0.0167	-0.0774	-0.2321	-0.4611	-0.0546	-0.0932	0.3441	0.3441	0.1066	-0.2258	-0.6024	-0.2788	-0.1917	0.1422	0.5658	0.9099	0.7651	0.7651	1.1397
-2	-0.1171	0.1978	-0.0693	0.0584	-0.1187	-0.0502	0.0496	-0.1016	-0.0394	-0.2574	-0.0143	-0.0143	-0.1362	-0.0951	-0.5701	-0.2776	0.0911	0.1091	0.3318	0.6575	0.7624	0.7624	0.6954
-1	-0.6974	-0.8188	-0.475	-0.4732	-0.5286	-0.3018	0.376	0.7002	0.3533	-0.0203	0.1618	0.1618	-0.4181	-0.2412	-1.0708	-0.9813	-0.2365	0.1003	0.9119	0.9324	0.9949	0.9949	1.6307
1	-1.3391	-0.9258	-0.4458	0.2488	-0.4017	-0.0848	0.999	0.5845	0.6105	0.2218	0.7911	0.7911	0.6653	0.2352	-1.1152	-0.8498	-0.1157	-0.7615	-0.8362	-0.2002	0.2839	0.2839	2.6679
2	-0.4865	-0.9872	-0.5486	-0.1823	-0.1078	-0.1948	-0.0291	-0.023	-0.092	-0.1147	0.6571	0.6571	1.0818	-0.1784	-0.3576	-0.2565	0.0236	0.0427	0.0585	0.2482	0.4407	0.4407	1.7167
3	-0.4735	-0.6875	-0.7287	-0.3665	-0.7172	-0.5568	0.3353	0.8971	0.5957	0.3306	1.1316	1.1316	1.0966	-0.2057	-1.0763	-0.5796	-0.2846	-0.6212	-0.8093	-1.0208	-1.0138	-1.0138	-0.0689
4	0.2344	-0.0848	-0.2024	0.1216	-0.3076	-0.2443	-0.3101	-0.3877	-0.3218	0.295	0.1299	0.1299	1.0782	0.0241	-0.0125	0.2405	-0.0605	-0.247	-0.3691	-0.3396	-0.4057	-0.4057	-0.1045
5	0.0048	0.0856	0.5908	1.4463	-0.2362	-0.0831	0.1112	-0.1873	0.1809	0.3186	-0.0626	-0.0626	0.1877	0.6848	-0.2003	0.3579	-0.5576	-0.5851	-0.9415	-0.799	-0.9599	-0.9599	-0.2868
