	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0926	0.2224	0.1118	0.1379	-0.0455	-0.4739	-0.4437	-0.2022	-0.2756	-0.2061	-0.0452	-0.0452	-0.1497	0.1966	0.2604	0.3897	-0.1027	-0.0183	-0.0514	-0.0281	-0.3693	-0.3693	-0.3011
-4	0.1841	0.212	0.1791	0.077	-0.301	-0.3076	-0.5708	-0.3126	-0.2314	0.0114	-0.0657	-0.0657	-0.0422	0.1936	0.343	0.2552	-0.0376	-0.2512	-0.0117	-0.1572	-0.6437	-0.6437	-0.4455
-3	-0.0805	-0.0271	0.068	0.0588	0.1184	-0.0803	-0.5246	-0.3201	0.1235	-0.0264	-0.0138	-0.0138	-0.0275	0.217	0.2707	0.6348	0.1003	0.0293	-0.4598	-0.4255	-0.7174	-0.7174	-0.3887
-2	0.0319	0.1648	-0.2259	-0.0256	0.1743	0.0292	-0.7211	-0.6505	0.0852	-0.0167	0.3166	0.3166	0.039	0.1682	0.1776	0.2486	-0.0032	0.4839	-0.2777	-0.3739	-1.1422	-1.1422	-0.353
-1	-0.4842	0.0194	-0.127	-0.1299	0.043	-0.2039	-0.4976	-0.3207	0.2694	0.1725	0.2537	0.2537	1.0284	0.3598	-0.1911	0.069	-0.1272	-0.3292	-0.8256	-0.3247	-0.9582	-0.9582	0.039
1	-1.369	-1.5009	-1.513	-1.1329	-0.9116	-1.3918	-1.1348	-0.1711	0.8468	-0.0678	1.2592	1.2592	1.6239	1.6256	-1.4227	-1.1494	-1.1177	-0.8231	-2.1285	-2.532	-2.0463	-2.0463	-2.01
2	0.7012	0.3912	-0.8892	0.0252	0.3484	0.054	-1.079	-1.1519	-0.7947	-0.3523	-0.1797	-0.1797	0.0559	0.4975	0.0669	0.327	0.7188	0.6347	-0.2815	-0.7801	-0.773	-0.773	-1.1862
3	0.3703	0.1668	-0.4059	-0.0974	0.3415	0.0093	-0.7773	-0.8091	-0.4079	0.1613	0.1039	0.1039	-0.0981	0.2448	0.1726	0.4236	0.3611	0.3122	-0.3592	-0.2583	-0.7386	-0.7386	-0.5283
4	0.1806	0.1318	-0.06	0.1533	0.2407	0.0906	-0.3749	-0.3322	-0.0835	0.0032	0.0643	0.0643	0.2315	0.0873	0.2732	0.3685	-0.1282	0.0344	-0.2007	-0.495	-0.3877	-0.3877	-0.4676
5	0.0689	0.1138	-0.3011	-0.064	0.0002	-0.0281	-0.5088	-0.5317	-0.1728	-0.123	0.1266	0.1266	0.1954	0.0758	0.4905	0.5777	0.0862	0.0909	-0.3838	-0.3655	-0.4852	-0.4852	-0.4737
