	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0788	0.3979	-0.0278	-0.0019	-0.2028	-0.394	-0.3303	0.1933	-0.0294	-0.1512	0.2079	0.2079	0.3282	-0.1	-0.0124	0.0469	-0.0166	0.1067	-0.1185	-0.2482	-0.2665	-0.2665	-0.2693
-4	0.0803	0.4582	0.2007	0.1871	-0.286	-0.3922	-0.3631	0.0167	-0.0605	-0.2284	0.1217	0.1217	0.0756	-0.153	-0.1555	-0.2516	0.1559	-0.1176	0.0473	0.4728	-0.1957	-0.1957	0.0775
-3	0.1678	0.075	-0.3148	0.0399	0.0022	-0.0869	-0.1949	0.1835	-0.1322	-0.1074	0.4722	0.4722	0.3876	0.0708	-0.713	-0.4706	-0.2561	0.1221	0.053	0.2457	-0.1561	-0.1561	0.0835
-2	0.4025	0.4084	0.2694	-0.0133	0.3832	-0.0586	-0.2375	-0.1532	-0.2684	-0.4954	-0.5968	-0.5968	-0.573	-0.1519	-0.2507	-0.158	0.238	0.1572	0.0518	0.3705	-0.24	-0.24	0.0637
-1	-1.2682	-2.1473	-0.7794	-0.9219	-0.9536	0.049	0.1362	1.1976	0.9015	-0.2358	0.042	0.042	-0.52	-0.6492	-2.0976	-2.067	-1.2998	1.2624	1.0648	0.4666	0.7013	0.7013	0.8368
1	-2.6724	0.18	0.9691	0.0926	0.0062	-0.1473	0.7141	0.2562	-0.451	0.184	-0.7655	-0.7655	0.1644	-0.8043	-2.2438	-1.846	0.3941	-1.3481	0.086	1.3806	0.4217	0.4217	0.5828
2	-0.4361	-1.2237	-0.2396	0.0019	-0.1743	-0.0155	0.3725	0.312	-0.0384	-0.1308	0.4643	0.4643	0.8234	-0.1362	-0.7951	-0.381	-0.0686	0.0165	-0.0105	0.4071	0.8637	0.8637	1.9759
3	0.3362	-0.6197	-0.2564	0.1365	-0.5366	-0.3282	0.7676	0.9613	0.4736	0.3662	0.3896	0.3896	0.5751	0.6469	-1.7515	-1.096	-0.3241	-0.6157	-1.1782	-1.2758	-1.6445	-1.6445	-0.6697
4	0.6222	0.3331	-0.2298	-0.0328	-0.322	-0.2092	-0.2972	-0.3208	-0.2845	-0.0239	0.0563	0.0563	0.441	0.2527	-0.4395	-0.2267	0.0179	-0.2246	0.0785	0.2131	-0.2773	-0.2773	-0.1618
5	0.543	0.4442	-0.2472	-0.3354	0.2645	0.214	-0.857	-0.7826	-0.7058	-0.1096	-0.6074	-0.6074	-0.4673	0.1574	0.0347	0.4001	0.1017	0.1393	0.1931	0.2003	-0.3898	-0.3898	-0.0325
