	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.1347	-0.0955	-0.1272	0.0407	0.4563	0.0648	-0.1948	-0.1713	-0.2872	-0.2352	-0.0228	-0.0228	0.3725	0.1186	0.2367	0.4359	-0.1736	-0.164	0.1267	0.0569	0.0793	0.0793	0.1501
-4	-0.272	-0.1772	-0.0767	-0.0663	0.33	0.2224	-0.2918	-0.2045	-0.3346	-0.3249	0.1329	0.1329	0.3894	0.0085	0.0453	0.4304	-0.0991	-0.1991	0.0723	0.501	0.0576	0.0576	0.2196
-3	-0.2321	-0.2542	-0.1635	0.0059	0.5353	0.2518	-0.2886	-0.3557	-0.2146	-0.237	-0.0207	-0.0207	0.1483	0.1067	0.2673	0.8619	0.1249	-0.0283	-0.1429	-0.092	0.0892	0.0892	0.2637
-2	-0.2458	-0.1031	-0.2032	0.1257	0.6284	0.4185	-0.1351	-0.1176	-0.1697	-0.2799	0.1517	0.1517	0.1857	0.0717	0.1799	0.445	-0.0061	0.2808	-0.1642	-0.1272	-0.2507	-0.2507	-0.0067
-1	-0.1346	0.2039	-0.1408	0.1424	0.5321	0.434	-0.2303	0.0014	-0.2973	-0.2881	0.2325	0.2325	0.0026	-0.0443	0.0034	0.383	-0.0035	-0.0775	-0.1037	0.2813	0.3688	0.3688	0.3215
1	-0.3615	-0.1491	-0.1502	-0.0914	0.5178	0.3769	-0.3503	-0.2403	-0.4394	-0.3915	0.5205	0.5205	1.0817	0.3007	-0.0937	0.2112	-0.2148	-0.0946	-0.281	-0.3411	-0.0904	-0.0904	0.3751
2	-0.3476	-0.3827	-0.2604	0.0148	1.1547	0.894	-0.3136	-0.3153	-0.2674	0.0174	0.1681	0.1681	-0.0417	0.2063	0.6672	0.7741	-0.0166	-0.0006	-0.2623	-0.3363	-0.2463	-0.2463	-0.2682
3	-0.1373	-0.3587	-0.1819	-0.0864	1.4725	1.3087	-0.2234	-0.2314	-0.1828	-0.0603	0.1053	0.1053	0.3016	0.0914	0.3907	0.6844	-0.0396	-0.1358	-0.2668	-0.1926	-0.4438	-0.4438	-0.1969
4	-0.1761	-0.1373	-0.1857	-0.0059	1.1353	0.8219	-0.3264	-0.2525	-0.1813	-0.2033	0.092	0.092	0.1219	0.1345	0.3977	0.6545	-0.0145	-0.0684	-0.1293	-0.0928	-0.0151	-0.0151	0.3338
5	-0.1913	-0.185	-0.1635	-0.0243	0.4778	0.3369	-0.2942	-0.2646	-0.1907	-0.1662	0.0642	0.0642	0.2053	0.091	0.3878	0.7469	0.0247	0.0225	-0.2512	-0.2986	-0.2762	-0.2762	-0.0325
