	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.0752	0.0289	-0.1777	-0.3504	-0.1212	-0.4079	-0.1736	-0.3401	-0.1189	0.0187	-0.0894	-0.0894	-0.2236	0.1787	0.0861	0.1959	0.2676	0.2709	0.3311	0.083	-0.0009	-0.0009	-0.1614
-4	-0.016	0.0483	0.1313	0.0476	-0.3758	-0.6765	-0.3495	-0.2228	-0.0665	-0.0824	-0.0389	-0.0389	-0.0271	-0.0485	-0.1136	-0.166	0.3567	0.0101	0.4922	0.5972	0.04	0.04	0.0221
-3	-0.0564	-0.1255	-0.1183	-0.0908	0.1438	-0.359	-0.3682	-0.4238	-0.2969	-0.1016	0.3961	0.3961	0.0722	-0.0829	-0.5512	-0.371	-0.0487	0.3219	0.5031	0.7213	-0.1057	-0.1057	0.1076
-2	0.1742	0.1543	0.078	0.1926	-0.0866	-0.2249	-0.3543	-0.4431	-0.1517	-0.3118	-0.7737	-0.7737	-0.7629	0.0625	-0.1278	-0.1815	0.2827	0.2527	0.5248	0.8639	0.3292	0.3292	-0.0668
-1	-1.3957	-1.9277	-1.3209	-0.2676	-1.2902	-0.3206	0.766	2.3454	1.5261	0.3336	0.4108	0.4108	-0.747	-0.8487	-1.8414	-1.866	-1.1813	-1.2075	-1.1109	-1.1409	-0.3476	-0.3476	1.0435
1	-2.8011	-0.8237	0.7689	0.2178	0.2826	0.0688	0.65	0.2738	-0.0962	0.6585	-0.5627	-0.5627	0.4595	-0.7808	-1.7619	-1.2752	0.4082	-1.1027	-0.3938	1.0938	0.9324	0.9324	0.1099
2	-0.5771	-0.9568	-0.0675	0.2383	0.3907	0.1804	0.0484	-0.3666	-0.1234	-0.2173	0.0959	0.0959	0.3872	0.0574	-0.1016	0.728	0.1003	0.2638	-0.4905	-0.2547	0.7286	0.7286	0.3828
3	-0.4711	-0.8166	-0.8305	0.0204	-0.577	-0.5108	0.3391	0.8043	0.4855	0.3263	0.7226	0.7226	1.1214	0.2618	-0.3587	0.3971	-0.6361	-0.5304	-1.5014	-1.7338	-1.745	-1.745	-1.3205
4	-0.02	-0.2846	-0.5274	-0.0207	-0.1988	-0.2918	-0.3488	-0.3415	-0.1691	-0.029	0.1661	0.1661	0.5956	0.6321	0.2949	0.6882	0.0695	-0.1577	-0.4628	-0.5681	-0.929	-0.929	-0.5499
5	0.1043	-0.1186	-0.2405	-0.3487	-0.005	-0.1135	-0.6073	-0.6502	-0.2552	-0.065	0.1464	0.1464	0.4551	0.3057	0.3003	0.4445	0.0477	0.0074	-0.2003	-0.0984	-0.8289	-0.8289	-0.3597
