	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.2734	0.2448	0.0243	-0.1002	-0.0421	-0.1865	-0.1465	-0.1186	-0.1222	-0.0066	0.0098	0.0098	-0.0564	-0.2011	-0.1363	-0.0801	0.0202	0.1064	0.191	0.1036	0.0496	0.0496	0.2747
-4	0.2968	0.1139	0.171	-0.0417	-0.1815	-0.4066	-0.237	-0.2937	0.0453	-0.0127	0.134	0.134	0.2572	-0.2478	-0.3817	-0.2052	0.1604	-0.0812	0.2924	0.2422	-0.0614	-0.0614	0.3439
-3	-0.1149	0.0985	-0.1149	0.0015	0.0515	0.0196	-0.3356	-0.3613	-0.2529	0.0492	0.0725	0.0725	-0.0081	-0.0574	-0.6905	-0.5753	-0.2877	0.3343	0.4156	0.9077	0.0238	0.0238	0.5901
-2	0.2901	0.0074	0.1147	0.0389	0.1621	-0.0033	0.1792	-0.0545	-0.1193	-0.2561	-0.479	-0.479	-0.2237	-0.1137	-0.7257	-0.7954	0.0639	0.1115	0.3805	0.69	0.2528	0.2528	0.5302
-1	-0.8734	-1.756	-0.5603	-0.4544	-1.0006	0.3297	0.8713	1.4077	0.9856	0.257	0.5746	0.5746	0.1427	0.1705	-1.6591	-1.5087	-0.7592	-0.8256	-0.3964	-0.3881	0.2662	0.2662	0.4698
1	-2.6436	-0.2655	0.6833	-0.1603	0.1617	0.1609	0.4308	0.3334	-0.3444	0.1636	-0.8176	-0.8176	0.0156	-0.5998	-1.8722	-1.4697	0.2626	-0.8906	0.3433	1.4699	1.1764	1.1764	1.0863
2	-0.4316	-0.7785	-0.231	-0.0015	0.0909	0.3385	0.1019	0.0971	0.1001	0.0151	-0.0346	-0.0346	0.2139	-0.3536	-1.1479	-0.656	-0.2232	0.2258	0.4554	0.9007	1.2831	1.2831	1.6124
3	0.004	-0.0525	-0.4249	0.3769	-0.3507	0.01	0.6807	1.1293	0.6392	0.3846	0.5043	0.5043	0.3459	-0.2568	-1.7831	-1.333	-0.2389	-0.9059	-0.6286	-0.7325	-0.7878	-0.7878	0.028
4	0.346	0.201	-0.0461	0.0467	-0.0418	-0.115	-0.1784	-0.3007	-0.3306	0.1809	-0.1171	-0.1171	0.1242	0.1514	-0.4424	-0.2	0.0641	-0.2903	0.1212	0.4977	0.0951	0.0951	0.5561
5	0.6721	0.2329	0.0531	0.1136	0.0036	0.0004	-0.1588	-0.2118	-0.1205	0.0226	-0.0062	-0.0062	-0.0867	-0.1574	-0.4867	-0.3803	-0.1662	-0.0613	0.1365	0.3004	-0.0415	-0.0415	0.1029
