	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.1252	0.03	-0.1142	-0.2568	-0.2578	-0.3686	-0.2591	-0.0015	0.1536	-0.1663	0.2012	0.2012	0.6107	-0.0058	0.0112	-0.0257	0.0356	0.0434	-0.0755	-0.2374	-0.228	-0.228	0.1984
-4	0.0865	0.0097	0.046	-0.1886	-0.3483	-0.6151	-0.1465	-0.0385	0.4192	-0.2567	0.3748	0.3748	0.5608	-0.2201	-0.1236	-0.2401	0.1182	-0.2922	0.0884	0.0694	-0.2336	-0.2336	0.174
-3	0.0356	-0.2293	-0.2743	-0.1164	-0.1493	-0.1763	-0.0083	0.1472	-0.0079	-0.0345	0.4007	0.4007	0.5703	-0.0606	-0.5685	-0.3113	-0.161	0.0808	0.101	0.2232	-0.1281	-0.1281	0.2853
-2	0.2012	0.0581	0.1448	0.18	0.3606	-0.3134	0.0601	-0.0901	0.1779	-0.42	-0.212	-0.212	-0.0503	-0.314	-0.1543	-0.2477	0.3161	-0.0866	0.2117	0.05	0.0603	0.0603	0.1441
-1	-1.1856	-1.3641	-0.9005	-0.5608	-0.9282	-0.2065	0.0619	0.8709	0.8096	-0.2733	-0.0043	-0.0043	-0.2367	-0.906	-1.3894	-1.2817	-0.8187	1.1253	1.4202	0.256	0.909	0.909	1.526
1	-1.5019	-0.148	0.7023	0.0611	-0.3016	-0.5275	0.6681	0.2421	-0.0263	0.2289	-0.1367	-0.1367	0.622	-0.9158	-1.2971	-1.0814	0.3589	-0.8477	0.1366	0.9192	0.6101	0.6101	0.928
2	-0.8182	-1.2386	-0.6661	-0.0605	-0.5467	-0.43	-0.1445	0.0222	-0.1387	-0.1275	0.529	0.529	1.4341	-0.48	-1.0894	-0.7356	-0.3426	0.068	0.7878	0.7758	1.081	1.081	2.9043
3	0.5056	-0.9277	-0.4914	0.4375	-0.6663	-0.7632	0.887	1.229	0.6995	-0.0154	0.4803	0.4803	0.939	-0.5355	-1.3119	-0.9847	-0.3669	-0.9612	-0.8003	-0.8794	-0.4427	-0.4427	0.5294
4	0.3265	0.1837	-0.3332	0.0581	-0.1898	-0.2083	-0.3594	-0.3194	-0.4078	-0.0724	0.211	0.211	1.1602	-0.0023	-0.5448	-0.305	-0.005	-0.3049	0.0485	0.0876	0.0678	0.0678	0.9212
5	0.6046	-0.0279	0.0644	0.3585	0.0841	-0.2497	0.0624	-0.113	0.2554	-0.1762	0.5055	0.5055	0.5552	-0.4043	-0.6144	-0.625	-0.3213	-0.37	0.0608	-0.088	-0.0794	-0.0794	0.1004
