	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.0054	0.1094	-0.181	-0.1495	-0.1683	-0.0912	-0.3495	-0.0802	-0.1046	-0.0046	0.0597	0.0597	0.2632	0.0529	-0.355	0.0348	0.0542	0.3025	0.2237	0.0444	0.0427	0.0427	0.2954
-4	0.1608	0.0735	0.0235	-0.0423	-0.3167	-0.5748	-0.3374	-0.2574	-0.0915	-0.1782	0.4125	0.4125	0.7271	-0.0547	-0.4695	-0.3396	0.1366	-0.1052	0.1079	0.4011	-0.0593	-0.0593	0.53
-3	-0.1925	-0.067	-0.3366	0.0036	0.0214	-0.0189	-0.524	-0.3641	-0.3324	-0.0305	0.1673	0.1673	0.3255	0.2026	-0.5328	-0.2274	-0.1978	0.4758	0.3762	0.5832	-0.071	-0.071	0.5626
-2	-0.0948	0.0746	-0.0839	-0.0513	0.1533	-0.1566	-0.4038	-0.227	0.0162	0.0261	-0.3011	-0.3011	-0.0141	-0.0788	-0.3019	-0.1989	0.2384	0.3174	0.2841	0.4257	-0.2545	-0.2545	0.4025
-1	-0.0865	-0.79	-0.5639	0.1628	-0.5428	-0.1963	-0.0726	0.4038	0.2279	-0.178	-0.0506	-0.0506	-0.7046	0.5063	-1.8712	-1.5196	-0.2022	1.0808	1.1614	0.1007	-0.028	-0.028	2.0463
1	-1.9029	-0.4923	0.4232	0.4036	-0.4432	-0.1263	0.8827	0.7352	0.2619	0.8369	0.7308	0.7308	0.5833	-0.0302	-2.0857	-1.8746	-0.0228	-1.1827	-0.9185	-0.0952	0.6219	0.6219	1.3027
2	-0.5387	-1.1921	-0.5469	0.2945	-0.4287	-0.0669	0.0813	0.3518	0.268	0.4863	0.3329	0.3329	1.0404	-0.4513	-0.7941	-0.0245	-0.1167	-0.0714	-0.3392	0.3568	-0.0562	-0.0562	1.2221
3	-0.1766	-0.1671	-0.4133	0.4491	-0.4646	-0.2037	0.4596	1.013	0.9386	0.7109	0.866	0.866	0.7704	-0.5029	-1.8861	-1.2551	-0.8781	-1.0741	-0.8851	-1.1522	-1.1538	-1.1538	-0.1775
4	0.2025	0.3238	-0.3956	-0.0036	-0.2705	-0.235	-0.3504	-0.157	-0.4454	0.0571	-0.0711	-0.0711	0.4584	0.1243	-0.6046	-0.3162	0.0127	-0.1537	0.4846	0.6032	0.1056	0.1056	0.8023
5	0.5027	0.104	-0.137	-0.1577	-0.3428	-0.484	-0.4281	-0.4184	-0.0248	0.0417	0.3145	0.3145	0.5192	-0.0124	-0.3534	-0.1797	-0.0833	0.0044	0.2473	0.1688	-0.0625	-0.0625	0.0139
