	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.3271	0.3477	0.0978	0.0838	-0.1556	-0.3095	-0.3749	-0.3544	-0.4692	-0.4684	-0.2213	-0.2213	-0.5826	0.0534	0.0501	-0.0825	0.214	0.0896	0.3967	0.4015	-0.0088	-0.0088	-0.0031
-4	0.309	0.4215	0.0445	-0.0565	-0.1596	-0.139	-0.4583	-0.6408	-0.8081	-0.3951	-0.4601	-0.4601	-0.7203	-0.1678	-0.144	-0.2204	0.2552	0.2263	0.858	0.6101	0.195	0.195	-0.0824
-3	0.2128	0.1815	-0.0031	0.1208	-0.007	-0.1084	-0.8093	-0.8542	-0.9052	-0.7421	-0.1737	-0.1737	-0.3764	-0.004	-0.6675	-0.6443	0.2469	0.3215	0.884	1.1688	0.4285	0.4285	0.2982
-2	0.7995	0.4292	0.0466	-0.1652	0.0909	-0.2004	-0.6812	-0.9562	-0.674	-0.7332	-0.8921	-0.8921	-1.1753	-0.3253	-0.5292	-0.726	0.2495	0.3161	1.0098	0.9914	0.4853	0.4853	0.266
-1	-0.9137	-1.3985	-0.9707	-0.5322	-0.7979	-0.0775	0.533	1.9171	1.2915	0.487	0.0037	0.0037	-1.1171	-0.3702	-1.556	-1.8889	-0.9614	-0.6485	-0.5604	-0.2695	0.8888	0.8888	0.7841
1	-1.9756	0.3525	0.6554	0.4293	0.288	0.475	0.6531	-0.0273	-1.1731	-0.3429	-1.1098	-1.1098	-0.2704	-0.7038	-2.5146	-2.2702	-0.0297	-0.8906	1.4681	1.3414	1.9765	1.9765	0.3206
2	-0.1	-0.4637	0.1952	0.053	0.4953	0.7137	0.0165	-0.3547	-0.468	-0.3434	0.1845	0.1845	0.0857	0.1084	-0.2374	0.1918	0.2158	0.3757	0.029	0.198	1.1453	1.1453	0.7412
3	-0.1393	-0.0916	-0.2017	-0.1403	0.0996	-0.3069	-0.1521	-0.14	0.1609	0.3127	0.6086	0.6086	0.7153	0.464	-0.6775	0.0169	-0.0934	0.3133	-1.2909	-1.5351	-1.2982	-1.2982	-0.9529
4	0.7053	0.2395	-0.2592	0.0369	-0.0468	0.1204	-0.2627	-0.2606	-0.1824	-0.0476	0.0374	0.0374	-0.1533	0.099	-0.0205	0.1787	-0.0889	0.0752	-0.1029	-0.3272	-0.6907	-0.6907	-0.7483
5	0.297	0.1932	-0.3502	-0.0378	-0.159	0.0024	-0.3522	-0.3966	-0.1509	-0.185	0.3374	0.3374	0.3812	0.1392	0.0737	0.2711	0.1052	0.1386	-0.4622	-0.5321	-1.173	-1.173	-0.6926
