	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.3159	0.2192	0.0762	-0.214	-0.1454	-0.3126	-0.0693	0.0597	0.1217	0.0946	0.0396	0.0396	0.1942	-0.1023	0.0113	-0.1352	-0.0692	-0.1291	-0.1261	-0.1999	-0.2815	-0.2815	-0.1129
-4	0.4115	0.2494	0.2634	-0.0809	-0.2452	-0.56	-0.1164	-0.2155	0.1603	-0.0247	0.2929	0.2929	0.2914	-0.3432	-0.2324	-0.106	0.126	-0.3519	-0.0537	0.0266	-0.1971	-0.1971	-0.1059
-3	0.5004	0.1541	0.0494	-0.068	0.175	-0.0242	-0.0637	-0.3309	0.1987	0.1245	0.1318	0.1318	0.1108	-0.1433	-0.4509	-0.2336	-0.2435	0.0271	-0.1224	-0.167	-0.5055	-0.5055	-0.0987
-2	0.1741	0.2805	0.0482	0.1451	0.4151	0.0722	-0.1033	-0.0875	0.0613	0.0434	-0.3031	-0.3031	-0.1682	-0.1278	-0.2789	0.0325	0.0839	0.0766	-0.1436	-0.3038	-0.5257	-0.5257	-0.4128
-1	0.7019	0.5252	0.4433	0.3708	-0.298	-0.2098	0.4339	0.3112	0.3152	0.2315	0.1451	0.1451	-0.4036	-0.2395	-1.4586	-1.2708	-0.5979	-0.4172	-0.1415	0.1154	-0.2366	-0.2366	1.3997
1	-1.4286	-1.3764	-0.476	-0.273	-0.9049	-0.301	0.8501	1.0702	1.0269	1.0433	1.1064	1.1064	0.9742	-0.2014	-1.8055	-0.9754	-0.5157	-1.7912	-2.5498	-2.0792	-1.5173	-1.5173	-0.7184
2	0.632	-0.3429	0.0354	0.0528	0.5138	0.1235	-0.2652	-0.5249	-0.1994	-0.1338	-0.3099	-0.3099	-0.3556	-0.8764	0.9134	1.0916	-0.1634	0.0556	-1.6058	-1.3145	-1.5498	-1.5498	-1.381
3	-0.4048	-0.1859	-0.416	0.3136	-0.2583	0.2592	0.7388	1.247	1.0887	0.4297	0.032	0.032	-0.0698	-0.4859	-0.4883	-0.0221	-1.0176	-0.4102	-2.0642	-2.3614	-2.4146	-2.4146	-1.8825
4	-0.1688	0.2535	-0.0679	-0.0548	0.2138	-0.0649	-0.1731	-0.2614	-0.1934	0.1536	0.1168	0.1168	-0.0181	0.0679	0.3259	0.5333	0.0422	-0.1808	-0.6947	-0.3401	-1.2769	-1.2769	-0.4442
5	0.495	0.2494	0.0819	0.196	0.2698	0.2568	-0.2554	-0.3518	-0.1746	-0.1573	0.1266	0.1266	-0.0429	-0.1416	0.2095	0.4167	-0.2303	-0.1158	-0.611	-0.6242	-1.0438	-1.0438	-0.719
