	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.1795	0.1279	0.001	-0.2046	-0.3637	-0.2841	0.0742	0.093	0.1239	0.3059	0.1948	0.1948	0.1068	-0.031	-0.3841	-0.2269	0.237	0.1894	-0.0885	-0.1523	-0.1855	-0.1855	0.6281
-4	0.0192	0.4878	0.3329	0.0377	-0.4491	-0.59	-0.0232	0.1374	0.1377	0.251	0.1817	0.1817	0.1648	-0.4344	-0.7011	-0.6899	0.1821	-0.3915	0.2114	0.3435	-0.0796	-0.0796	0.8718
-3	-0.1242	-0.0219	-0.2178	-0.0911	-0.114	-0.3108	-0.0856	-0.2811	-0.208	0.2417	0.5295	0.5295	0.3982	-0.276	-1.1854	-0.9	-0.5103	0.0328	0.6002	0.9185	0.7243	0.7243	1.1728
-2	0.2764	0.3378	0.0697	0.0933	-0.0701	-0.1267	0.1113	0.0269	0.3059	-0.1246	-0.2322	-0.2322	-0.0772	-0.1252	-0.6904	-0.607	0.1353	-0.0265	0.0118	0.3491	0.2787	0.2787	1.143
-1	-0.7385	-1.867	-0.9498	-0.61	-1.2122	-0.3506	1.1319	2.0089	1.2681	0.0749	0.3735	0.3735	-0.26	-0.4788	-1.8742	-2.1344	-1.2805	-0.6944	-0.3778	-0.819	0.6101	0.6101	3.1844
1	-1.5889	-0.4075	0.5356	0.286	0.3694	0.1255	0.9081	0.0937	-0.2284	0.8614	-0.1972	-0.1972	-0.0284	-1.087	-2.2617	-2.1886	-0.0737	-1.5928	-0.3423	1.4034	1.8654	1.8654	1.7989
2	-0.6372	-1.4251	-0.9019	-0.0885	-0.2874	-0.2053	0.3364	0.38	0.6439	0.4386	0.6585	0.6585	1.8855	-1.234	-1.7643	-1.3995	-0.858	-0.2378	-0.4836	-0.3324	0.4375	0.4375	0.3402
3	-1.4713	-1.5147	-1.2246	0.3094	-1.0529	-0.6301	1.3326	1.7024	0.5394	1.1301	0.403	0.403	1.385	-0.4119	-2.2535	-1.986	-1.4239	-1.8714	-2.0894	-1.7882	-1.5319	-1.5319	-0.4892
4	-0.2432	0.013	-0.2915	-0.0387	-0.1148	-0.267	0.1316	0.3187	-0.3302	0.7465	0.1013	0.1013	1.098	-0.0641	-0.7559	-0.0808	-0.2213	-0.812	-0.6858	0.0028	-0.6239	-0.6239	0.1852
5	0.5264	-0.3062	0.2387	0.0549	-0.3585	0.0485	0.3418	0.3019	0.437	0.6007	0.7718	0.7718	0.4896	0.3082	-1.3421	-0.8989	-0.5797	-0.7541	-1.0892	-1.4188	-1.7013	-1.7013	-1.4867
