	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.0962	0.0323	-0.0981	0.0153	-0.123	-0.4835	-0.257	-0.0796	-0.191	-0.2467	0.1405	0.1405	0.6988	0.1243	0.1915	0.4211	-0.2212	-0.1493	-0.4403	-0.299	-0.5081	-0.5081	-0.4262
-4	0.0797	0.1077	0.0755	-0.0154	-0.061	-0.287	-0.3085	-0.3797	-0.2634	-0.2562	0.0339	0.0339	0.507	-0.0697	0.379	0.4928	0.0003	-0.1762	-0.3003	-0.3909	-0.0595	-0.0595	-0.5836
-3	0.0326	0.0554	-0.1443	0.0786	0.2041	-0.0814	-0.2889	-0.5848	-0.2097	-0.3201	0.2761	0.2761	0.3354	-0.0668	0.2184	0.5073	0.1712	0.3625	-0.3627	-0.5553	-0.6556	-0.6556	0.4243
-2	0.1231	0.028	-0.0936	0.1586	0.0983	0.1132	-0.2172	-0.2294	-0.2824	-0.2639	0.1148	0.1148	0.3884	0.0265	0.4125	0.3944	-0.2415	0.3339	-0.445	-0.5367	-0.5901	-0.5901	-0.1724
-1	0.1579	0.3929	-0.0642	0.0791	0.0488	-0.1166	-0.3043	-0.4097	-0.3554	-0.334	-0.236	-0.236	0.4678	0.0889	0.3515	0.6115	-0.1712	0.0091	-0.3017	-0.5733	-0.5075	-0.5075	0.6898
1	0.1498	0.2853	-0.2138	-0.1737	-0.069	-0.1478	-0.4889	-0.3786	-0.4376	-0.3183	-0.1866	-0.1866	0.4256	0.0907	0.4322	0.6737	-0.0568	0.1254	-0.3653	-0.4584	-0.4086	-0.4086	-0.3933
2	-0.237	-0.4369	-0.2027	-0.1469	-0.0856	-0.0874	-0.03	-0.2309	-0.2236	-0.1101	0.2626	0.2626	0.4511	0.095	0.5764	0.7063	-0.1194	-0.121	-0.5942	-0.5791	-0.9629	-0.9629	-0.6096
3	-0.0442	-0.0675	-0.0827	-0.056	0.0441	-0.1081	-0.355	-0.2988	-0.2713	-0.0063	0.2763	0.2763	0.6193	0.1444	0.4856	0.4758	-0.2096	-0.0818	-0.7378	-0.5997	-0.9453	-0.9453	-0.5382
4	-0.2006	-0.0155	0.1124	0.024	0.1659	0.043	-0.1402	-0.148	0.0041	-0.0389	0.2949	0.2949	0.716	0.1356	0.4515	0.3156	-0.4352	-0.3276	-0.7063	-0.8786	-0.7477	-0.7477	-0.7126
5	-0.1688	-0.0137	-0.284	-0.3593	-0.2587	-0.2301	-0.407	-0.4195	-0.2774	-0.2584	0.2353	0.2353	1.1536	0.0852	0.5482	0.5173	-0.2363	-0.2553	-0.8352	-0.9101	-1.2896	-1.2896	-0.9491
