	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0208	0.203	0.0744	0.1288	-0.0846	-0.1564	-0.2666	0.0691	0.0938	0.0156	0.453	0.453	0.2899	-0.0092	-0.4184	-0.445	-0.2529	-0.2423	0.1038	0.2089	0.0219	0.0219	0.7981
-4	0.0375	0.2933	0.2095	0.1166	-0.2752	-0.4849	-0.3615	-0.1314	-0.217	-0.2083	0.1634	0.1634	0.0164	-0.2022	-0.2996	-0.4001	0.1015	-0.5045	0.3771	0.9903	0.0403	0.0403	1.5028
-3	-0.0826	-0.1277	-0.2315	-0.1766	-0.0621	-0.1228	-0.3791	-0.3702	-0.3895	-0.2647	-0.3395	-0.3395	-0.2195	-0.2539	-0.2061	-0.0347	-0.3734	-0.15	0.3696	1.5743	0.4336	0.4336	1.0987
-2	1.0313	0.0993	0.4238	-0.1425	0.5566	0.2199	0.8536	0.1886	-0.3935	-0.8409	-0.852	-0.852	-0.797	-0.548	-0.6015	-0.4393	-0.0711	-0.3855	-0.4023	-0.0626	-0.3452	-0.3452	0.7698
-1	-1.3403	-1.4661	-0.2952	-0.0458	-0.9082	-0.1114	0.7211	1.2862	0.3084	-0.1512	0.4613	0.4613	0.2101	0.2637	-1.083	-1.2912	-0.5343	-0.5578	-0.0355	0.8345	0.0298	0.0298	2.2396
1	-2.1176	-0.956	0.4938	0.6104	-0.3457	-0.3162	0.7439	0.7727	0.1768	0.1327	0.3915	0.3915	1.4318	0.0419	-1.3224	-0.9331	-0.0174	-1.4663	-1.0534	-0.232	0.2939	0.2939	1.6803
2	-0.762	-1.044	-0.1927	-0.3593	-0.0327	-0.2709	0.039	0.1008	0.1125	-0.2528	0.4417	0.4417	0.925	-0.1303	-0.7223	-0.4009	-0.338	0.0909	0.4605	0.5438	0.9009	0.9009	2.8127
3	0.0341	-0.6267	-0.4584	-0.315	-0.447	-0.5377	0.6759	1.0283	0.0975	0.0168	1.0052	1.0052	1.3307	-0.1505	-1.3625	-1.121	-0.7193	-0.9738	-0.8213	-0.9858	-0.7811	-0.7811	0.0665
4	0.1051	0.2257	-0.028	0.0444	-0.2039	-0.1861	-0.2664	-0.3974	-0.4231	0.0784	0.1339	0.1339	0.4227	0.2837	-0.2956	-0.219	-0.0119	-0.193	0.1163	0.4387	0.1663	0.1663	0.4434
5	0.4798	0.1833	0.4034	0.2459	0.1941	0.0983	-0.3796	-0.2025	0.0229	-0.094	0.0969	0.0969	0.0464	0.1751	-0.5484	-0.4795	-0.0677	-0.0383	-0.2616	-0.0773	-0.1177	-0.1177	0.7127
