	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.0315	-0.0023	0.038	-0.1703	-0.185	-0.3162	-0.311	-0.2008	-0.2785	-0.2522	-0.1455	-0.1455	-0.3841	0.1286	0.3552	0.2548	0.1667	0.1803	0.1807	0.0445	0.0998	0.0998	0.0221
-4	-0.0639	0.1086	-0.004	-0.1047	-0.2402	-0.1905	-0.3659	-0.3734	-0.4307	-0.2291	-0.2278	-0.2278	-0.3564	0.1028	0.0763	0.0721	0.2509	0.1844	0.4929	0.3527	0.2601	0.2601	-0.1079
-3	-0.2617	-0.0413	-0.0635	0.0563	0.0713	-0.0053	-0.6291	-0.695	-0.4801	-0.3598	-0.1468	-0.1468	-0.3273	0.1821	-0.2112	0.2198	0.3142	0.5369	0.4705	0.617	0.3449	0.3449	0.3389
-2	0.3074	0.184	0.0903	0.038	0.0901	0.0764	-0.6183	-0.6669	-0.5045	-0.317	-0.5452	-0.5452	-0.7954	-0.1496	-0.0338	-0.0121	0.2424	0.4522	0.6434	0.6122	0.3031	0.3031	0.4342
-1	0.0989	-0.7178	-0.0764	-0.1652	-0.2243	-0.0819	-0.4013	-0.2475	-0.1273	-0.4145	-0.586	-0.586	-0.7956	0.1066	-1.5126	-1.3723	-0.1342	1.0474	1.2739	0.7272	0.7292	0.7292	1.5018
1	-1.2406	-0.6499	0.2685	0.2667	-0.2608	-0.2066	-0.1421	-0.237	0.2503	1.1248	0.4815	0.4815	0.2808	0.8839	-1.3244	-1.5009	-0.0024	-0.6954	-0.4785	0.0941	0.6484	0.6484	0.0907
2	-0.3283	-1.4435	-0.5213	-0.2834	-0.3759	-0.3207	-0.0823	-0.1831	0.4001	0.5278	0.2549	0.2549	0.5543	0.0962	-0.5435	-0.3287	0.0289	-0.1345	-0.1159	0.5708	0.0811	0.0811	0.7171
3	-1.42	-1.2372	-1.1418	0.1094	-0.9755	-0.4331	0.5196	0.7873	0.6798	1.0394	0.5929	0.5929	1.1787	0.454	-1.2078	-0.5892	-0.8739	-1.0472	-1.5495	-1.6368	-1.6315	-1.6315	-1.3471
4	-0.1649	-0.1033	-0.3409	-0.039	-0.0336	0.0995	-0.2349	-0.2718	-0.3097	-0.0362	0.0907	0.0907	0.0179	0.3128	-0.1417	-0.1228	0.0544	0.1842	0.4343	0.3304	-0.1175	-0.1175	0.162
5	0.4579	-0.2552	-0.5102	0.063	-0.5053	-0.3564	-0.4686	0.047	-0.0212	0.0898	1.0665	1.0665	0.4369	0.2709	-0.5288	0.0887	-0.2053	-0.2445	-0.7787	-0.7972	-0.7762	-0.7762	-0.9616
