	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.1968	0.0642	0.0442	-0.0025	0.0163	0.0139	-0.3699	-0.2904	-0.2358	-0.4265	-0.1203	-0.1203	0.488	0.1781	0.5489	0.6081	-0.1635	-0.2311	-0.5493	-0.4676	-0.5754	-0.5754	-0.3982
-4	0.2515	0.3479	0.2141	0.0025	0.0268	-0.1461	-0.3535	-0.5333	-0.2944	-0.3392	-0.2219	-0.2219	0.2108	-0.0106	0.5486	0.6341	-0.0175	-0.1082	-0.4806	-0.6376	-0.4802	-0.4802	-0.6725
-3	0.4114	0.3079	0.0612	0.1164	0.5003	0.2208	-0.3866	-0.6619	-0.2089	-0.5803	-0.1893	-0.1893	-0.0596	0.1833	0.6745	0.6682	0.1786	0.1262	-0.867	-0.9182	-0.8903	-0.8903	-0.7394
-2	0.3336	0.1142	-0.2282	-0.0037	0.2213	0.3637	-0.1726	-0.2861	-0.217	-0.2234	-0.0952	-0.0952	0.0672	0.2371	0.5988	0.6812	-0.1349	0.1031	-0.8526	-0.8352	-0.8204	-0.8204	-0.6029
-1	0.3552	0.1134	0.0206	0.0424	0.3761	0.1721	-0.485	-0.3541	-0.1584	-0.1165	-0.2888	-0.2888	-0.0202	0.0745	0.6247	0.7263	-0.0834	0.1413	-0.7525	-0.7008	-0.6817	-0.6817	-0.2047
1	0.3007	-0.0313	-0.0353	-0.3446	0.3973	0.0326	-0.6273	-0.5248	-0.4356	-0.2825	-0.1669	-0.1669	0.1339	0.4169	0.7219	0.8401	0.0683	-0.0617	-0.773	-0.8479	-0.6902	-0.6902	-0.6974
2	0.3935	0.0887	-0.0507	0.0443	0.3032	0.6281	-0.251	-0.3443	-0.1029	0.0199	0.1426	0.1426	0.2946	0.1487	0.5553	0.3595	-0.3682	-0.2332	-0.729	-0.5902	-0.6934	-0.6934	-0.5283
3	0.4164	0.1324	0.1091	-0.0984	0.359	0.2676	-0.3592	-0.4272	-0.3316	0.1441	-0.0209	-0.0209	0.2892	0.3277	0.3863	0.3814	-0.2678	-0.1866	-0.6185	-0.6551	-0.886	-0.886	-0.727
4	0.4903	0.5698	0.3808	0.0129	1.136	0.9661	-0.4876	-0.5327	-0.1667	-0.1536	-0.0822	-0.0822	0.0219	0.4743	0.5111	0.2467	-0.6002	-0.4651	-0.7926	-0.5302	-0.695	-0.695	-1.0086
5	0.1781	0.0925	-0.2481	-0.3152	0.4138	0.3411	-0.537	-0.9165	-0.4163	-0.4147	-0.2515	-0.2515	0.354	0.1736	0.7869	0.9988	0.1622	0.0993	-0.9216	-0.8524	-1.3014	-1.3014	-0.9469
