	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.1244	0.2335	0.083	0.0021	-0.2855	-0.3423	-0.4889	-0.1773	-0.1446	-0.1954	0.2273	0.2273	0.2634	0.1474	-0.1286	-0.0437	-0.1486	-0.024	-0.0113	0.0826	0.2435	0.2435	0.2446
-4	0.1114	0.2689	0.1569	-0.0225	-0.2505	-0.1165	-0.3746	-0.3492	-0.1438	-0.1229	0.0895	0.0895	0.306	0.0034	-0.187	0.0232	-0.0332	-0.2182	0.1279	0.1288	0.3625	0.3625	0.2331
-3	-0.1071	-0.0571	-0.1272	0.0272	0.1202	0.0534	-0.4428	-0.2629	-0.0135	-0.0981	0.0705	0.0705	0.3569	0.0138	0.1004	0.5007	0.0624	-0.0904	-0.0125	-0.1544	0.258	0.258	0.3164
-2	0.0687	0.0323	0.0173	-0.0358	0.2858	0.1654	-0.3361	-0.4744	-0.0382	-0.1165	0.0793	0.0793	0.2778	-0.0086	0.1238	-0.0623	-0.2251	-0.0242	0.2445	0.232	-0.0596	-0.0596	0.3553
-1	0.0518	0.6564	-0.0205	0.1212	-0.011	-0.2353	-0.5273	-0.1548	0.0477	0.1484	-0.2443	-0.2443	0.0858	-0.2077	-0.648	-0.3757	-0.1756	-0.1432	0.5784	0.2664	0.0761	0.0761	1.0936
1	0.1454	0.5715	0.1893	0.1885	0.0866	0.0482	-0.3676	-0.4185	-0.1645	0.0719	-0.2055	-0.2055	-0.0012	-0.2017	-0.3479	-0.2099	-0.2012	-0.0637	0.4046	0.3385	0.2318	0.2318	0.324
2	0.3964	0.3171	-0.0314	0.2019	0.1238	0.3449	-0.3601	-0.3396	-0.2199	-0.1401	0.131	0.131	0.0274	-0.0602	-0.2421	-0.0876	-0.1637	0.0449	0.3712	0.0652	0.2942	0.2942	-0.0384
3	0.4207	0.1613	-0.006	-0.0389	0.1891	0.3077	-0.2758	-0.3297	-0.3119	-0.0763	0.1051	0.1051	0.342	-0.027	-0.1157	-0.0332	-0.2278	-0.1554	0.0464	0.2169	0.202	0.202	0.2406
4	0.4497	0.203	0.0802	-0.0021	0.1741	0.1806	-0.3937	-0.3301	-0.2255	-0.1461	0.1629	0.1629	0.2351	0.2844	-0.2571	-0.1413	-0.4093	-0.2452	0.2649	0.0761	0.2704	0.2704	-0.0138
5	0.2905	0.2395	-0.1494	-0.2019	-0.0487	0.1191	-0.3672	-0.3407	-0.0877	-0.1835	0.1806	0.1806	0.2721	0.0627	-0.1378	0.0725	-0.2216	-0.1521	0.0348	0.2392	0.1004	0.1004	0.2856
