	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.2499	0.2618	-0.019	-0.0609	-0.0337	-0.1772	-0.3494	-0.2274	-0.1648	-0.0525	-0.2076	-0.2076	-0.2045	0.0637	0.21	0.2542	0.0883	0.2563	0.0124	-0.1946	-0.2271	-0.2271	-0.0591
-4	0.3791	0.4359	0.2001	0.0746	-0.2082	-0.3672	-0.3169	-0.2762	-0.2466	-0.211	-0.179	-0.179	-0.1715	-0.0498	0.0585	0.0773	0.2866	-0.0647	0.0362	0.2468	-0.1596	-0.1596	0.1581
-3	0.3413	0.2425	0.0	0.0871	0.265	0.1244	-0.4058	-0.6081	-0.4117	-0.2069	-0.288	-0.288	-0.3884	0.1306	-0.003	-0.0606	0.0848	0.2143	0.1356	0.3511	-0.0339	-0.0339	0.2687
-2	0.1234	0.3766	-0.0266	0.0933	0.3518	0.1804	-0.2044	-0.3725	-0.2207	-0.515	-0.6138	-0.6138	-0.6231	0.1214	0.1939	0.0535	0.2987	0.3181	-0.0967	0.0551	-0.2757	-0.2757	-0.0674
-1	-0.2839	-0.9332	-0.1631	-0.2185	-0.2356	0.0971	0.2092	0.7018	0.9075	0.1288	0.3007	0.3007	0.0063	0.4811	-0.4753	-0.6113	-0.2564	0.0397	-0.5987	-0.837	-0.5906	-0.5906	0.0841
1	-1.2798	-0.2935	0.717	0.1167	0.3257	0.268	0.4584	-0.0129	-0.092	0.3279	0.0927	0.0927	0.3199	0.1634	-0.9056	-0.7444	0.1818	-0.8789	-0.5653	0.255	0.0565	0.0565	-0.1337
2	-0.6066	-1.239	-0.5523	-0.2905	-0.3237	-0.0055	0.2774	0.1686	0.4395	0.2895	0.3516	0.3516	0.9824	-0.2103	0.1404	0.1769	-0.0554	-0.1497	-0.8652	-0.3831	-0.169	-0.169	0.3578
3	-0.2109	-0.4945	-0.6622	0.029	-0.4779	-0.3081	0.3296	0.657	0.2449	0.2389	0.5286	0.5286	1.0272	0.4422	0.0447	0.2683	-0.3314	-0.6748	-1.6347	-1.991	-2.201	-2.201	-1.6239
4	0.2401	0.267	-0.1427	-0.0484	0.02	-0.2339	-0.1905	-0.3284	-0.102	0.0505	0.1448	0.1448	0.2124	0.2166	0.2363	0.3594	0.0916	-0.2471	-0.5537	-0.4562	-1.3376	-1.3376	-0.8376
5	0.6978	0.3356	0.0507	-0.0296	0.0809	-0.026	-0.2673	-0.4004	-0.2065	-0.2036	-0.1756	-0.1756	-0.0795	-0.0664	0.4708	0.4139	-0.0949	0.0199	-0.579	-0.7559	-1.216	-1.216	-1.3243
