	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.2547	0.0723	0.0252	-0.2872	-0.1851	-0.4611	-0.0629	-0.1437	-0.08	-0.0868	-0.0408	-0.0408	0.0959	-0.119	-0.0073	-0.0595	0.1667	0.1447	0.3122	-0.006	-0.1901	-0.1901	0.1582
-4	0.1178	0.3515	0.0887	-0.0365	-0.1547	-0.585	-0.2322	-0.1547	-0.0539	-0.204	0.1466	0.1466	0.0741	-0.1978	-0.3516	-0.3188	0.3227	-0.0938	0.4309	0.3524	-0.1614	-0.1614	0.0614
-3	-0.0815	-0.2428	-0.3877	-0.1231	-0.0471	-0.3324	-0.1081	-0.0005	-0.1091	-0.1221	0.4152	0.4152	0.5497	-0.3095	-0.9375	-0.7298	-0.1004	0.0423	0.5401	0.8188	-0.0566	-0.0566	0.1596
-2	0.416	0.2301	0.2164	0.1292	0.5177	-0.1159	-0.1873	-0.3768	-0.3798	-0.5691	-0.6547	-0.6547	-0.6069	-0.2777	-0.339	-0.4175	0.2284	0.3352	0.4041	0.5589	0.076	0.076	0.2037
-1	-1.5442	-2.1587	-1.0433	-0.8434	-1.0895	0.0459	0.5662	1.012	0.8849	-0.3976	-0.0919	-0.0919	-0.2046	-1.0171	-2.2712	-2.0272	-0.9931	1.0454	1.3088	0.6288	0.827	0.827	1.104
1	-2.5486	0.1427	0.7855	-0.0603	-0.0123	-0.3838	0.8262	0.2976	-0.4115	0.4102	-0.7617	-0.7617	0.0966	-1.1759	-2.5936	-2.1859	0.2651	-1.2859	0.2275	1.5315	0.7104	0.7104	0.8049
2	-0.4497	-1.1902	-0.047	0.0356	-0.0696	0.1327	0.8287	0.4795	-0.0615	-0.2543	0.3405	0.3405	0.4945	-0.6759	-1.2255	-0.6952	-0.1817	-0.1089	0.199	0.625	0.9863	0.9863	2.0063
3	0.3477	-0.6208	-0.1783	0.104	-0.3793	-0.139	0.9422	0.7834	0.3898	0.256	0.443	0.443	0.765	0.368	-1.8749	-1.2072	-0.3927	-0.6311	-1.0806	-1.2038	-1.187	-1.187	-0.1984
4	0.2117	0.2684	-0.1547	0.1267	0.0432	-0.0752	0.0274	-0.2924	-0.2108	0.1254	-0.1177	-0.1177	0.6033	0.1412	-0.5169	-0.3753	-0.035	-0.3297	0.1537	0.0991	-0.2211	-0.2211	0.3525
5	0.5477	0.2416	0.2133	0.0853	0.1517	0.071	-0.0988	-0.1698	0.0777	-0.099	-0.0936	-0.0936	0.0612	-0.0028	-0.5343	-0.4025	-0.2048	-0.2288	0.0184	0.0895	-0.6448	-0.6448	0.137
