	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0401	0.0555	0.0698	-0.134	-0.2636	-0.3864	-0.1763	0.0264	0.0389	0.1021	0.0866	0.0866	0.2979	-0.199	-0.313	-0.3921	0.13	0.1289	0.3476	0.1261	0.1545	0.1545	0.279
-4	-0.0134	0.1939	0.1187	0.0554	-0.4722	-0.5799	-0.3161	-0.1176	0.3106	-0.0123	0.5266	0.5266	0.326	-0.6404	-0.7807	-0.7359	0.2474	-0.2864	0.3749	0.6882	0.1888	0.1888	0.5363
-3	0.3136	-0.0914	-0.3782	-0.0576	-0.1443	-0.2809	-0.5234	-0.3182	-0.2602	-0.0112	0.1242	0.1242	0.2026	-0.5089	-1.2265	-1.1536	-0.1246	0.1263	0.8244	1.2609	0.3089	0.3089	0.5791
-2	0.1927	0.2627	0.0311	0.4945	0.2152	-0.0527	0.0286	0.0728	-0.0105	-0.655	-0.308	-0.308	-0.0342	-0.3715	-1.0306	-0.9323	0.0485	0.1853	0.5247	0.7052	0.4206	0.4206	0.2609
-1	-0.3386	-1.1688	-0.7936	-0.37	-1.2768	0.2843	1.1812	1.7824	1.0594	-0.0263	0.3483	0.3483	-0.3014	-0.9848	-2.2546	-2.321	-1.1096	-1.3931	-0.2546	0.1392	1.1508	1.1508	0.4378
1	-2.1435	1.2296	0.755	-0.0749	0.0692	-0.3315	0.3771	0.2033	-0.2827	0.0605	-0.4006	-0.4006	0.244	-0.3098	-2.1867	-1.69	0.1407	-0.6716	-0.0949	0.7115	-0.1096	-0.1096	0.447
2	-0.1337	-0.5062	-0.0645	0.3515	0.393	0.4162	0.2607	0.1825	-0.3141	-0.0964	0.166	0.166	0.2841	-0.7058	-0.5529	-0.1204	-0.054	-0.0843	-0.574	0.6557	0.7489	0.7489	0.9822
3	-0.6479	-0.5981	-1.0208	-0.1692	-0.9784	-0.762	0.4814	1.3941	0.5594	-0.1587	1.6842	1.6842	1.1455	-0.5568	-1.1754	-0.0378	-1.5077	-1.5256	-2.0746	-1.9525	-2.0402	-2.0402	-1.334
4	0.0835	-0.1155	-0.3298	0.074	-0.038	-0.2328	-0.2802	-0.1536	-0.1351	0.1271	0.1035	0.1035	0.6899	0.2866	0.3165	0.46	0.1836	-0.3167	-0.7817	-0.6827	-1.3788	-1.3788	-0.1569
5	0.3558	-0.0006	-0.1022	0.1292	0.076	0.0151	-0.163	-0.0648	0.0568	-0.2379	0.5661	0.5661	0.5878	-0.0172	0.2705	0.4036	-0.3622	-0.6003	-0.9031	-0.96	-1.2007	-1.2007	-1.0385
