	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	-0.1401	-0.0031	0.08	-0.1701	-0.1472	-0.3408	-0.2952	-0.2811	-0.0961	-0.1655	0.1107	0.1107	0.3242	-0.0002	-0.1317	-0.1575	0.3004	0.2136	0.3209	0.136	0.2704	0.2704	0.3897
-4	0.1942	0.1252	0.4268	-0.0281	-0.1804	-0.8977	-0.2582	-0.3414	-0.1028	-0.4021	0.1696	0.1696	0.1723	-0.4014	-0.4479	-0.622	0.5404	-0.2126	0.4474	0.6923	0.4969	0.4969	0.6934
-3	-0.0534	-0.0878	-0.2171	-0.1553	-0.0273	-0.1143	-0.5206	-0.6273	-0.219	-0.2488	-0.1121	-0.1121	-0.3984	-0.3033	-0.5341	-0.7314	-0.0566	0.4506	0.8768	1.2223	1.3994	1.3994	1.2307
-2	0.29	0.0584	0.4976	0.0378	0.048	-0.1979	0.21	-0.4019	-0.2753	-0.8115	-0.7392	-0.7392	-0.8858	-0.1888	-0.9597	-0.9769	0.163	0.1106	0.8127	1.0795	1.2804	1.2804	1.3723
-1	-0.9917	-0.9472	-0.7118	-0.4253	-0.9817	0.0153	0.1519	0.9686	0.2728	-0.1914	-0.6892	-0.6892	-0.9376	-0.3044	-1.7505	-1.588	-0.0663	0.3063	1.3174	1.2829	1.9115	1.9115	1.3081
1	-1.5372	-1.277	0.0023	-1.5913	-0.5603	0.1406	1.3001	0.9514	0.0426	0.1603	0.0917	0.0917	0.1506	-0.1628	-1.9878	-1.6553	0.1306	-1.1416	-0.2196	0.9044	1.4573	1.4573	3.9431
2	-0.5327	-1.4147	-0.5699	0.0276	-0.2539	0.0696	0.2607	0.1863	-0.0441	-0.0361	0.4	0.4	0.9245	-0.4648	-1.3169	-0.7858	-0.3392	-0.1378	0.5194	1.0248	1.1939	1.1939	2.4279
3	-0.6986	-1.2258	-1.0389	0.0597	-0.7365	-0.8299	0.5437	1.2633	0.976	0.5158	1.1655	1.1655	1.4384	-0.402	-2.2428	-1.6104	-1.0737	-1.1868	-1.1751	-1.1659	-0.9323	-0.9323	0.1672
4	0.3576	0.181	-0.2013	0.1817	0.0892	-0.2007	-0.1045	-0.2418	-0.3988	-0.1166	0.2427	0.2427	1.187	-0.0185	-0.6274	-0.3795	-0.2543	-0.6541	-0.1256	0.0988	0.016	0.016	0.4814
5	0.5748	0.1952	0.0934	0.2328	0.1711	0.025	-0.1352	-0.2202	0.0212	-0.0608	0.321	0.321	0.1265	-0.2085	-0.1468	-0.2116	-0.4023	-0.4023	-0.08	-0.0286	0.0112	0.0112	0.1798
