date,epidemic_week,country,covid_19_deaths,covid_19_confirmed_cases,precipitation,temperature,retail_and_recreation_mobility_percent_change,grocery_and_pharmacy_mobility_percent_change,parks_mobility_percent_change,transit_stations_mobility_percent_change,workplaces_mobility_percent_change,residential_mobility_percent_change,percent_fully_vaccinated_people
2020/01/22,2020/01/25,1,0,1,12.509627641730841,-1.854050096339113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/01/23,2020/01/25,1,0,0,25.771083529017076,1.3770558766859349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/01/24,2020/01/25,1,0,1,38.00623951694082,2.977687861271668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/01/25,2020/01/25,1,0,0,21.175578664877484,3.3265048169556737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/01/26,2020/02/01,1,0,3,26.14458235491458,3.0388901734104015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/01/27,2020/02/01,1,0,0,7.839248574303866,3.3938805394990363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/01/28,2020/02/01,1,0,0,10.00845353908077,2.5500809248554885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/01/29,2020/02/01,1,0,1,11.452868165045176,1.3342581888246654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/01/30,2020/02/01,1,0,0,8.05172760818518,1.295876685934485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/01/31,2020/02/01,1,0,2,5.271787990607249,2.25974566473988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/01,2020/02/01,1,0,0,8.146192552834552,3.6092793834296804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/02,2020/02/08,1,0,0,4.936262998993668,5.0177186897880635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/03,2020/02/08,1,0,3,2.839516940623999,6.5161541425818825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/04,2020/02/08,1,0,0,20.1657832941965,4.894527938342954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/05,2020/02/08,1,0,0,41.7036564911108,2.632870905587667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/06,2020/02/08,1,0,1,72.21033210332132,1.4064200385356445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/07,2020/02/08,1,0,0,32.313384770211485,0.8022581888246612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/08,2020/02/08,1,0,0,8.934585709493328,0.2170712909441242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/09,2020/02/15,1,0,0,7.504394498490362,1.6619344894026988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/10,2020/02/15,1,0,0,46.55679302247585,3.3485934489402704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/11,2020/02/15,1,0,1,75.15491445823565,3.62639691714836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/12,2020/02/15,1,0,0,28.73217041261323,2.868285163776498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/13,2020/02/15,1,0,1,74.69882589735016,0.5148053949903699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/14,2020/02/15,1,0,0,6.287084870848675,-3.5717687861271585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/02/15,2020/02/15,1,0,0,1.9487420328748897,-2.34171868978806,6.0,2.0,15.0,3.0,2.0,-1.0,0.0
2020/02/16,2020/02/22,1,0,0,10.480107346527882,2.428801541425821,7.0,1.0,16.0,2.0,0.0,-1.0,0.0
2020/02/17,2020/02/22,1,0,0,6.51834954713179,4.473965317919091,6.0,0.0,28.0,-9.0,-24.0,5.0,0.0
2020/02/18,2020/02/22,1,0,0,26.20771553170097,4.701163776493246,0.0,-1.0,6.0,1.0,0.0,1.0,0.0
2020/02/19,2020/02/22,1,0,0,30.59490103991977,2.2785202312138724,2.0,0.0,8.0,1.0,1.0,0.0,0.0
2020/02/20,2020/02/22,1,0,0,27.656222744045817,-0.6841078998073207,1.0,0.0,4.0,0.0,0.0,1.0,0.0
2020/02/21,2020/02/22,1,0,2,15.985910768198535,-2.060123314065517,2.0,-2.0,4.0,1.0,0.0,0.0,0.0
2020/02/22,2020/02/22,1,0,0,2.335323716873544,0.9504354527938348,7.0,3.0,23.0,5.0,4.0,-1.0,0.0
2020/02/23,2020/02/29,1,0,0,7.413351224421346,4.2406936416185035,7.0,3.0,23.0,5.0,2.0,-1.0,0.0
2020/02/24,2020/02/29,1,0,0,27.613686682321845,5.685641618497121,2.0,1.0,9.0,1.0,3.0,0.0,0.0
2020/02/25,2020/02/29,1,0,0,37.858235491445924,5.133472061657034,4.0,1.0,9.0,2.0,2.0,0.0,0.0
2020/02/26,2020/02/29,1,0,0,12.186782958738515,3.2288477842003784,7.0,2.0,5.0,3.0,2.0,-1.0,0.0
2020/02/27,2020/02/29,1,0,1,13.815833612881422,1.0896184971098264,8.0,3.0,12.0,4.0,2.0,0.0,0.0
2020/02/28,2020/02/29,1,0,0,5.7145253270714775,1.5981579961464316,8.0,3.0,10.0,5.0,2.0,-1.0,0.0
2020/02/29,2020/02/29,1,1,8,2.430258302583033,2.6485163776493263,12.0,7.0,21.0,7.0,4.0,-2.0,0.0
2020/03/01,2020/03/07,1,0,7,6.386715867158707,4.408786127167633,13.0,9.0,18.0,7.0,3.0,-1.0,0.0
2020/03/02,2020/03/07,1,5,23,17.27588057698738,7.061865125240831,7.0,6.0,10.0,2.0,3.0,-1.0,0.0
