	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	82585811.66	87686856.94	77130862.65	70499124.0	77986292.89	69754118.06	61622724.06	55519454.51	58546803.51	69279857.95	72338664.46	119168808.47	53515298.36	87117984.09	82310585.92	88124787.75	95843914.88	96087798.93	93397146.7	83465231.67	68624299.88	68624299.88	159912983.77
-4	86736001.91	87715555.84	77176300.29	70586021.92	78651100.51	60651372.71	63159229.77	57068746.68	55824304.79	61300950.23	50492680.14	105482884.15	53039229.97	75789647.74	71603034.9	78869762.15	104558503.54	86329598.6	100068841.15	103682197.03	76301648.42	76301648.42	92752827.2
-3	91125242.37	86542157.74	67924931.36	74196416.15	94143811.55	78608345.74	53885647.12	36656357.09	47750348.16	53915588.31	56886659.25	137778638.43	54399224.18	74000719.02	49719212.58	55515019.53	83361878.09	99888248.58	97437086.2	108767903.51	62460851.25	62460851.25	86159973.57
-2	103991226.84	103454702.62	73301646.72	73595445.91	92743046.28	76477751.26	55426572.78	39787815.16	70334899.03	46834610.95	45484896.62	118100324.8	43930266.48	58934989.4	51029810.0	46488435.5	89908105.29	96539068.99	102396081.66	109336441.13	78231220.12	78231220.12	74078586.77
-1	22729441.31	18181772.61	26113306.32	29887717.89	23163539.04	56344263.32	74170396.87	118609759.35	102211005.84	57582157.67	85737244.04	109940761.88	64445815.39	46923315.58	13803851.34	14599062.61	30663691.02	27707121.05	35723678.75	33577975.79	79429900.15	79429900.15	70007524.87
1	9905379.63	62446964.66	104176927.65	53793876.17	80481379.96	78416131.86	119781824.33	87146882.19	34885288.2	67124965.69	32935650.04	83443659.68	70726628.88	34902336.36	19420188.54	24869305.05	59162984.69	20785262.78	42133056.02	86802752.76	125342711.17	125342711.17	64022840.2
2	44589419.85	36035207.46	59827339.92	58910273.96	68912334.38	81789756.69	70179073.7	63404433.84	51181717.83	55034654.3	60336326.14	96047482.12	71802381.29	45187111.49	39311223.59	55614154.21	50817370.28	59563830.46	37731508.85	63445000.89	152014137.94	152014137.94	210387984.06
3	51592574.38	46834686.15	45880731.6	48475766.28	59240169.0	45587457.03	61906507.27	54233834.3	49445144.82	62984196.04	109961772.6	97941678.04	98006505.37	125100075.62	42908153.94	83640437.49	52566022.64	44999078.02	18350274.99	16265729.2	21044709.5	21044709.5	30770057.47
4	59054803.15	68587526.76	46684289.41	54906973.27	58326079.54	60744623.39	63015072.22	54252000.9	42019621.99	56527664.95	41577339.54	46885021.88	42767641.74	52290188.78	73100416.07	72151174.32	64759948.1	46100066.82	33886573.58	44698615.71	25167864.97	25167864.97	41077781.66
5	52389338.72	38721525.81	38959886.34	13752370.54	40053112.92	35508830.09	27176283.54	11682806.16	25334272.6	43738995.61	24824191.79	81626290.83	22329862.72	32609764.12	49044434.21	54560365.29	40574535.9	37202730.08	31199056.72	27889278.24	18454873.59	18454873.59	22886679.62
