	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	32374777.32	30839025.61	24539488.99	14972223.62	22720511.71	20179855.71	16277349.15	12214825.83	15642994.26	17546170.01	16110327.36	95648523.72	16815512.66	26105088.21	31730461.4	37288520.03	22191431.08	22486029.97	18897803.19	17178781.76	15510393.99	15510393.99	16715843.79
-4	35724236.59	33457266.16	21676508.81	17925537.59	20550141.59	20115588.7	15256783.72	14712073.48	13617698.7	21883564.8	17063209.62	53887587.26	15917817.75	30175548.18	37604382.03	44426468.6	23674985.96	23098957.33	16140364.9	16983846.69	14353841.1	14353841.1	14371301.48
-3	22722773.6	21623532.88	18577504.31	17190248.91	19182815.61	17945217.99	10960257.31	9351300.89	9229664.36	10575226.67	22345975.33	40415750.38	21872556.93	36148302.43	28492523.03	38753560.48	18164945.3	25669907.27	13702839.85	11220737.59	9239490.92	9239490.92	12151704.68
-2	34721065.36	26678259.74	21652310.07	16714127.71	27019760.83	23050973.22	8318216.33	7065358.94	10034412.34	13351260.6	8010112.2	23050413.43	8564705.93	35418266.09	41312922.98	45403491.61	24628966.99	37089279.75	15809040.23	14202971.76	10892008.94	10892008.94	10578688.91
-1	25435503.11	10016819.6	19503898.99	15116934.74	16055719.43	18084885.01	13619538.02	14269870.35	13439538.37	9628984.16	8387995.29	32312527.24	7106746.57	18512054.85	10600383.79	10642799.57	13446199.17	44185365.46	29752472.87	9454110.05	11451418.05	11451418.05	7690779.51
1	10019094.67	4858247.96	31329723.5	18941935.35	14037028.81	20677985.77	37552037.71	15193757.05	8101204.24	15035881.39	12176941.52	28349260.08	6873387.24	12022643.27	12090914.17	18615996.69	11070782.09	6754961.5	2968673.02	2776552.99	9385875.95	9385875.95	9142833.0
2	8492919.55	4801887.92	10131046.22	8698576.96	14797336.85	15312250.42	17102271.06	14011304.44	18441811.17	16888039.79	9565306.54	13228969.04	16102112.87	11933746.01	8911800.31	10694868.94	12098004.53	13394521.69	9212032.18	21580212.88	20910996.2	20910996.2	26890261.51
3	2828489.23	2732020.94	4711887.12	9214326.11	4281013.69	9149386.91	18013781.55	30462966.69	17908320.57	19337453.45	12706723.35	15801374.69	14553305.38	8322372.94	3230949.2	4530013.96	4663075.52	3369561.53	2856478.87	2610757.81	4616698.09	4616698.09	4051826.84
4	4434233.88	4309045.81	5294236.78	7896383.65	8115502.67	9905231.87	11847572.27	12612625.63	9853472.39	9548815.03	23835397.37	22706864.65	20351866.72	18933411.0	6489077.16	10196994.81	11858682.15	12117100.17	13071042.91	15734455.46	21651483.23	21651483.23	25012313.06
5	9732813.12	6394528.1	5132233.95	6306662.88	5927639.67	6965865.37	17809206.23	24633043.9	14129443.74	10958210.81	23165898.56	37987938.25	12507919.6	8270988.55	6145694.37	8715887.35	5666043.62	7556688.21	4507320.01	3977412.03	6231937.25	6231937.25	3841390.88
