	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	33800774.64	38087877.96	30481490.98	32619637.63	26186356.25	24534581.03	26652257.36	29999447.01	29774107.55	32004584.38	32002511.56	55437865.61	37309392.51	33335825.76	27298763.76	27757808.04	30659379.62	32836161.77	36824442.72	35352143.59	30366233.95	30366233.95	40000530.76
-4	28302946.34	34146467.53	32119406.39	35520138.83	24355058.94	19457800.89	22627016.29	24556857.23	26186528.49	24498810.73	31105745.96	68758515.11	32090385.47	25271794.42	20786442.75	23772155.23	32436359.86	27904865.32	42925187.71	50531147.69	28663874.45	28663874.45	39905001.74
-3	25407445.64	24648999.87	18397376.4	35414465.74	26259531.85	22962228.67	19947791.93	23264734.39	17849147.3	22847846.35	39029493.71	71952852.28	39369270.02	28370570.14	14474972.27	18852795.52	22301515.33	29272195.13	40828968.11	59462337.63	28554182.75	28554182.75	36785342.68
-2	38281597.7	31584134.61	31571855.26	28267924.85	31251994.29	23665662.4	25890837.17	20095222.12	21677436.29	15296800.45	19355527.12	65811513.52	21282996.21	23319504.46	18744464.74	21279656.11	30388724.63	33389763.39	36847953.4	48466759.33	34407939.76	34407939.76	44551233.08
-1	8529008.54	5282994.27	9901940.83	12464963.21	9209933.42	25194840.42	24156234.74	63365997.58	33562494.55	15237425.59	18662099.14	58426369.43	15130825.26	14673003.33	5431974.98	6284334.19	8779031.14	41907442.57	43291475.6	44236156.44	69244994.99	69244994.99	57382102.2
1	6298482.99	15371514.39	31336725.5	21648460.29	18240858.05	15994856.14	36474488.52	36114875.29	17484280.49	29399877.53	16690432.47	33057584.83	28461818.02	13395559.43	5712861.49	6822880.69	22954051.75	8249812.79	21014726.98	56619114.42	41697426.36	41697426.36	100597041.7
2	18295213.35	9788766.96	18072140.52	25480043.78	20694624.59	19981981.0	21369104.05	20657552.6	20825999.32	18363498.29	32173194.84	51745087.96	49437769.13	19575616.37	11818905.36	16899013.34	19235304.34	25717321.25	34756598.36	42973997.2	52598306.25	52598306.25	164542290.45
3	23375728.22	12034637.1	15932132.3	23173444.7	10220641.0	12778850.42	44262152.95	61164589.46	35986775.41	25812099.75	34193002.97	45073301.65	33586671.66	17252592.73	6748024.37	9547265.48	11767787.5	9532887.94	7563470.27	7289070.12	9208515.81	9208515.81	24345645.81
4	32071800.32	29574454.32	18640773.9	24432970.91	18928494.19	18301052.15	18649306.59	19715777.04	17914564.67	21730397.47	28196398.96	20860376.27	38074600.86	25537759.05	17762760.83	24123920.11	21453222.17	19294460.81	20962584.81	23425458.6	23407316.62	23407316.62	28038569.47
5	18525960.22	11622860.22	11959325.83	9580469.17	10165400.5	10355704.12	6945694.37	6651428.68	7780442.6	9220056.16	10070434.63	12536374.29	10054928.03	11868759.47	10320317.53	12248440.16	9678974.38	9368184.67	12790971.43	14497846.55	11827318.54	11827318.54	15036401.81
