	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	29037810.58	36514924.08	26765392.22	22437795.22	27057140.34	25438007.62	20569473.16	23215468.64	23748216.06	24246462.18	27717161.6	55757251.85	27923051.94	34749460.38	38299896.45	38586376.2	27417666.25	30321923.33	31371838.1	25638226.25	24456848.23	24456848.23	26294459.56
-4	31321789.45	32012798.71	30339831.09	25898630.49	22825953.32	19270270.48	20231965.78	20674146.63	21650708.26	21713952.4	25382930.65	49040060.42	29968605.01	32019899.22	30343418.14	33591987.57	27602363.03	25107177.64	26775400.25	30472774.2	23614322.5	23614322.5	29480899.9
-3	24375384.96	28680892.45	24644748.95	26412165.43	29924169.08	28594022.28	17460237.92	18382869.77	18071775.66	20405090.02	22458115.69	49780897.51	24038298.04	30582442.68	26763195.64	29468270.82	23511766.55	33754168.75	33235400.74	40270746.3	29064886.47	29064886.47	31622200.36
-2	29455949.49	29691291.24	25783522.75	24320951.82	31104479.74	25515673.89	20438965.57	18446031.95	21198369.6	18329859.64	17455619.89	51191437.54	18951872.92	34732540.73	32279926.84	33729923.7	30413498.85	30943242.36	32194692.21	38581183.82	27299630.91	27299630.91	34001412.34
-1	17448592.73	10838479.77	16540571.31	16684343.96	14584448.59	17231537.6	20776181.02	26334144.34	20115155.96	14743923.64	21150939.98	67925758.21	23045253.34	32233754.36	10697037.61	10591569.62	22348667.67	27783431.49	48861003.95	30083622.09	26840778.58	26840778.58	53084406.32
1	22933250.21	7128499.54	19954252.7	17428155.84	15131012.53	18595655.82	31971201.16	27485701.49	19166811.02	21905278.41	34890939.95	62802106.75	35542339.21	37986968.5	11349968.57	14571834.88	19662196.68	9749559.53	7477345.87	15967848.21	15040118.59	15040118.59	56723976.98
2	14068455.54	8099429.94	13456270.33	18928366.47	15268095.38	19005702.04	23469370.95	21281282.52	28449654.45	32433946.52	36022823.0	46819274.41	50965549.28	22301584.26	12029826.56	17425251.54	17918657.96	23164525.53	22756113.86	35402089.99	32771167.44	32771167.44	64803165.74
3	13266021.84	9865141.62	11037721.15	26440764.23	10863470.52	14672328.03	32176637.74	37707667.94	39103370.66	37237803.17	30550332.47	25966024.55	36559288.72	19688016.66	6034517.03	10974294.28	15455212.99	9730039.0	13367925.46	10260178.54	15262730.96	15262730.96	12272867.01
4	26853548.68	22661878.42	19589476.68	24425458.14	22325821.38	21207677.47	20142123.35	20403412.69	20455946.16	23276590.01	24527716.41	21283607.57	26376937.74	26430605.17	20070316.63	32104589.85	22411702.98	19995122.36	21506212.54	25680037.89	16896284.8	16896284.8	26480403.86
5	45181340.32	40415768.38	30756295.12	32456728.73	31370242.67	30186911.7	32126866.9	25646766.83	28468128.53	30047509.93	30447992.89	51177447.66	29985161.46	28935028.9	25149671.31	27136871.64	25537457.48	30283562.87	31039174.1	29836821.32	23991587.03	23991587.03	25640592.17
