	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	178622032.03	175112609.67	150300727.67	141316228.15	143531832.28	129861833.17	133512838.27	136120565.98	135779396.31	147113394.89	148795663.55	189248207.15	142115780.06	128558224.41	134463112.0	139803157.92	149870373.23	159100200.63	168701568.1	158786123.75	152957298.3	152957298.3	178787050.0
-4	167947455.82	147953095.44	153925585.96	136141301.04	120554959.51	103139468.44	116004153.55	111534691.53	141083851.64	135524416.04	150023242.62	219596445.92	163407233.96	115143264.81	104934235.83	118592500.54	152796965.5	129240721.09	167443418.61	161711845.76	131021278.39	131021278.39	173522830.44
-3	117839749.96	136628329.6	117840836.15	130938647.05	132248516.65	129353584.22	101125923.49	99338011.61	107092955.31	132033328.43	134189625.89	275617180.17	126894286.27	122632154.72	79074043.33	85645419.98	104539769.98	160886151.8	170218584.68	239398578.25	129733551.33	129733551.33	192099936.29
-2	159425284.0	131057537.55	141174120.65	137301474.92	145895738.16	130087855.35	147627675.62	125553376.66	120035283.37	109178075.69	93546891.29	197358933.63	111656800.47	120508408.31	78843948.69	75125059.17	136290325.57	140863547.1	169734642.14	210346823.19	155356854.48	155356854.48	188297570.07
-1	53125370.34	28814116.88	66002713.43	72804527.36	48642616.23	122310641.55	178040418.52	258204845.64	192719400.89	116303358.96	144940367.44	232734808.36	107442544.76	109535444.92	30816659.94	34202208.93	57499960.39	54913895.71	73943446.32	74365784.68	117046306.46	117046306.46	134781271.34
1	17176767.53	89291975.11	172356856.62	98447057.59	120060666.41	119998415.62	144685454.14	135236011.3	84536972.45	120218223.51	60899918.03	172349768.72	108502873.78	70824210.8	29318466.38	38753950.87	128764908.51	57892748.54	136166318.74	297323244.72	242579857.88	242579857.88	227899377.2
2	90086704.0	70830418.13	103522612.33	124406097.95	129404934.59	153631134.59	130393401.33	129956009.25	130233184.4	122779859.78	118622033.57	203372462.4	140920059.37	95090010.34	54829473.78	77108291.7	104082430.98	142085093.51	166595410.06	226837038.18	295684171.73	295684171.73	371490950.85
3	117780626.63	113258929.77	87490658.73	156332585.63	92106761.19	118272155.63	188267764.31	256922135.68	182929359.7	153330433.37	166595657.58	176092045.48	149274347.51	98298614.98	34127822.12	46620882.46	99527672.41	62685119.21	75967759.24	70687934.65	68030755.41	68030755.41	119756819.02
4	164325314.56	148618417.94	125219181.89	136880068.47	125592802.7	119382058.17	114243735.83	104963303.55	102808308.35	146556366.39	119209897.48	113589052.55	140906914.92	143586722.94	95139791.12	112548647.91	135155699.0	105722945.73	140619004.93	182545147.71	138094509.06	138094509.06	190091321.68
5	333260325.45	245795808.13	217002266.16	231950916.88	209672482.38	209216197.64	187356438.76	180595803.51	192390879.4	212458441.03	208253161.82	243151701.23	196956522.3	187540627.45	149265194.43	160691873.42	186394456.74	200457248.26	229912126.0	257574308.42	203224795.01	203224795.01	224623181.93
