	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	102780737.41	114230635.72	94722443.43	78289773.5	94656930.67	78590035.75	74478300.74	90617958.22	87099688.79	92205246.03	93267669.36	170757091.85	101924246.29	111956345.32	109844432.92	141594063.01	124658076.26	115621044.25	116620705.34	115499365.31	87296696.55	87296696.55	103945144.6
-4	120484902.04	119232723.99	106265938.34	84919050.8	90437152.28	78891458.02	80727553.26	84788906.64	82488971.5	84789421.05	105525769.85	151655064.3	132563003.57	112472701.37	109336857.41	118702049.33	118226162.23	107042042.1	115829309.07	103537752.22	90489903.55	90489903.55	133959752.78
-3	101063031.0	95918933.3	82474660.09	75442255.33	100902991.33	86213384.17	69498591.62	66016092.16	70209725.79	80042648.48	75395154.92	135412805.46	86294193.91	100582672.94	93115893.41	111311428.41	104467872.02	122211412.65	117821549.77	117292789.62	80759136.54	80759136.54	111265596.95
-2	103572077.06	116025090.75	90929509.39	88415607.02	114057536.9	94532640.71	74224513.61	73507227.31	86865065.39	74973132.69	73983015.79	188277711.33	77674428.8	125050401.85	100710957.86	118027660.46	121822668.72	126158234.47	98110915.26	106189040.57	82471041.69	82471041.69	106580748.36
-1	65176816.68	46766152.59	65945172.63	64753735.52	61142640.56	76622835.32	91891716.95	98360735.61	78851405.67	71883344.58	117126139.85	222810400.26	87599259.07	172464575.81	46951591.95	49167067.68	97741974.11	138507375.95	128204636.37	86750304.63	59876865.45	59876865.45	92763904.36
1	21460288.33	44413655.93	91228956.58	88090110.95	68607129.24	105571406.73	219649453.74	157850421.01	79502747.61	79872114.18	123633715.75	177763909.29	116429185.26	103295260.01	46449662.89	55320667.62	87375860.05	37386230.12	21744119.68	31208269.4	71788497.7	71788497.7	95214315.55
2	58548257.01	36172582.0	49472368.9	61768582.11	53058481.88	60023321.79	76822710.05	83411833.14	89675706.93	96118905.84	113218798.67	173478938.77	171075714.13	78902699.86	81879689.86	133997222.75	77521050.11	71919320.3	43340472.7	65249884.51	35147995.86	35147995.86	147579313.35
3	69938754.86	50391195.69	50702516.33	69658948.21	59830140.58	58015493.12	129077003.29	173787838.23	128272201.62	106354457.01	125984128.5	86965849.36	116143428.76	79587041.61	63333292.57	89241442.61	58366816.22	63249274.51	27137595.76	20031238.01	22166453.62	22166453.62	32653732.28
4	82432934.91	91982574.03	73401798.37	80986438.18	86880316.92	87474190.35	79886468.39	81452485.51	77465676.26	88688211.68	78003237.98	78799894.07	108883179.87	113248644.48	105830915.34	136399559.38	103565181.04	88484797.32	73953843.9	74111308.22	45760235.05	45760235.05	73334607.28
5	105932748.56	108792145.46	93719791.89	88300890.55	116914599.48	93784560.28	75083023.59	75165508.65	88557730.66	83268295.7	90920072.03	116120915.2	112815084.59	101960663.07	112616413.33	137631832.57	98059157.7	109181023.4	80603274.56	74016322.37	56138266.83	56138266.83	73372447.66
