	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	1652641.99	1698134.29	1661258.71	2508628.7	2489453.62	1897706.97	1585283.12	1611294.19	1486859.32	1541494.6	1785969.23	2835066.16	2348842.48	1969844.06	2137846.46	2454481.11	1608687.63	1619485.41	1981026.21	1887377.05	1916954.73	1916954.73	2013384.24
-4	1445032.4	1543237.33	1654516.24	2240088.73	2193398.96	2035741.68	1425327.64	1514319.18	1383705.73	1393007.07	1913316.51	2605957.18	2285561.34	1755225.67	1800543.73	2351419.83	1629075.12	1519945.73	1834572.58	2469352.92	1815917.1	1815917.1	2031742.14
-3	1470745.43	1448351.47	1542394.23	2331400.22	2503400.25	2056891.84	1414222.83	1349929.9	1488713.77	1465742.2	1702853.4	2506476.19	1914504.07	1860097.06	2078991.95	3139552.89	1883696.92	1693912.03	1564489.73	1620717.49	1837617.55	1837617.55	2073888.46
-2	1429443.44	1578029.45	1472221.57	2485732.07	2620129.04	2265379.57	1543409.15	1562198.19	1506803.59	1396024.0	1882862.45	2366620.76	1927802.59	1781256.31	1919981.12	2307385.72	1687740.55	2059089.74	1512599.83	1551855.6	1424584.14	1424584.14	1687017.19
-1	1499526.91	1896040.68	1493021.58	2442300.57	2380295.18	2223893.68	1403262.11	1647712.3	1339543.88	1348183.77	1934006.67	6072513.17	1649048.32	1596385.16	1650064.19	2146606.44	1642147.16	1560051.47	1531982.71	2000518.18	2125553.27	2125553.27	2057111.74
1	1372274.85	1589921.93	1588720.83	2224356.08	2524289.76	2289347.94	1382963.45	1492525.47	1300145.23	1344085.25	2528974.8	5206293.09	3731455.45	2171620.27	1652152.38	2041069.94	1519181.36	1651150.4	1451001.01	1391808.76	1656005.04	1656005.04	2286549.3
2	1397566.82	1363911.89	1484586.42	2414964.48	3959019.71	3304618.73	1430827.32	1429200.35	1477385.08	1799900.56	1998080.75	2454892.25	1727603.35	2051572.4	2823935.42	3041016.62	1757941.4	1777582.04	1482640.42	1408492.39	1499200.64	1499200.64	1476606.09
3	1615498.18	1385616.59	1566239.89	2249429.84	4930439.68	4401341.97	1521848.95	1513453.51	1565294.65	1704065.45	1911331.12	2957834.13	2189861.73	1892964.35	2329395.4	2855336.12	1728625.83	1617107.72	1476783.77	1554749.84	1306282.31	1306282.31	1550045.85
4	1495609.02	1536363.65	1485660.96	2262053.02	3711804.59	2986957.05	1347581.97	1418475.18	1490196.76	1467672.98	1800974.74	2482460.72	1838749.18	1854793.54	2226135.82	2659799.5	1672841.17	1611507.94	1544869.6	1584472.63	1672183.1	1672183.1	2129646.61
5	1591037.77	1597994.44	1621965.29	2401032.28	2529787.22	2294383.49	1481498.04	1512168.55	1591680.93	1618935.88	1899281.88	2770316.12	2094377.71	1934802.64	2376781.12	3048498.55	1847974.94	1845119.93	1526292.47	1476940.1	1500079.34	1500079.34	1776162.55
