	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	59742318.26	64688749.0	52895877.85	50350790.07	53363931.57	56290874.68	47064551.83	56724891.81	55771032.27	59775433.92	62501551.07	111191789.73	71967984.41	62207744.02	46885569.19	61430331.57	62261126.24	73953929.37	70025658.85	61840285.1	61766774.98	61766774.98	73591689.82
-4	67983853.64	63989650.54	61811371.79	54998751.51	48827192.21	40826755.93	48130546.31	50874587.86	57074217.95	53744327.48	80937205.81	119017795.91	100659763.14	58549007.08	43918573.62	48058639.1	66851703.92	56535450.1	65533051.28	80305138.92	58364188.93	58364188.93	87807473.98
-3	47364580.93	51669751.6	42863054.19	50535387.48	54936310.87	53421839.06	37642991.62	42054801.76	42986913.95	52993238.88	60781147.32	126346391.01	67827579.03	62286636.95	37412787.41	46232773.47	47191381.5	75274801.43	70250659.12	81089826.13	51528786.96	51528786.96	79941159.91
-2	55282872.03	62171510.73	55699864.24	53063321.71	65656739.02	52964653.77	44623395.1	50441503.5	59704233.05	60115384.47	47916455.86	120961926.87	58462326.74	55898425.8	47890113.47	51433981.55	69646688.48	73563896.03	71886756.99	79302186.84	49489884.56	49489884.56	78036337.78
-1	43060285.48	26441620.99	30927037.25	47667164.04	31384762.72	39902525.84	43475816.13	60484990.57	53542530.3	40414317.15	44143650.23	137834776.85	28054584.98	64939830.99	12497218.78	15946703.49	39740086.94	96710169.18	102265619.72	49024174.21	44841612.3	44841612.3	188837621.53
1	12615694.02	33537826.77	63259272.57	58118707.9	34697463.2	43223383.69	86984894.1	78533353.58	56565560.4	84265226.99	78293069.19	112667964.66	70682673.77	46198590.7	11113585.78	12865364.6	46437660.81	20782018.77	24958856.21	44164668.8	72598650.49	72598650.49	116382288.97
2	32287098.9	20526624.95	32102440.59	53570637.29	34844615.67	44776109.99	49618975.35	59853143.85	56477622.72	65703259.8	59074913.71	110720210.66	96467520.13	34303964.95	27048831.99	46113113.56	43255839.61	44635799.75	37075286.69	60059388.26	45109246.12	45109246.12	109418048.71
3	43820736.89	44111047.03	37190079.49	62970536.04	35891106.11	43005691.41	68106235.33	99948286.85	94924599.7	81064421.63	90266378.65	80645694.89	84480529.28	34950834.79	13398365.22	20749269.61	26946788.37	23522875.59	26816163.22	22284638.76	22259052.18	22259052.18	43792576.23
4	57967874.78	63053206.15	38294867.23	46800407.32	41764116.79	42804835.57	39514853.55	45184258.94	36997344.67	52410437.63	47955192.58	46347720.32	69219391.34	54908266.23	33131395.39	40462743.24	50821841.95	45285747.86	70489482.98	76525141.6	54201947.32	54201947.32	87853216.95
5	117427972.18	89075657.94	75373440.38	69193876.32	65353110.16	59258278.54	61597320.82	62014689.78	81466324.28	85307961.8	103066283.87	129215690.66	118775797.8	82167562.11	64870914.66	73172092.21	78230936.64	83134398.15	98374779.79	93163912.76	79367500.72	79367500.72	83683136.61
