	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	83675453.5	100757523.15	77292512.06	76405327.15	65195755.88	65073924.73	51672375.28	57069735.15	53896375.02	55778267.86	66455013.82	161822134.65	73651953.88	71851439.5	76895463.22	89619017.62	66145505.46	68187361.53	55591817.61	53582030.38	53052321.73	53052321.73	68458732.66
-4	93835816.82	88572879.12	86248932.15	73959877.85	59381236.76	54913965.93	56610996.68	55297230.04	56181403.71	64211800.31	75742314.42	257602376.91	90450522.38	72163243.15	86186534.68	98280425.33	84023012.15	69076946.88	53132362.74	53566003.99	51598210.89	51598210.89	64040471.07
-3	83696275.64	72420850.19	63381016.6	60700644.29	69145584.56	63013036.63	50791128.45	45837613.72	56117197.49	56894809.67	55511138.11	141102901.53	67744334.43	59877860.33	65795698.81	81130993.11	63358178.46	63996688.07	48742893.35	41304763.71	44378715.54	44378715.54	55691659.06
-2	100942249.31	74797720.93	74021385.11	58671738.08	69141978.31	58966749.12	56887599.28	44201873.27	41467462.57	41240512.43	44045355.96	169339046.64	45337957.86	59999876.76	53459362.14	62628636.54	72057609.29	61829895.09	54783542.95	59941064.28	57884509.14	57884509.14	42677967.19
-1	42461416.53	29520563.43	34842939.58	28562691.58	32875154.39	49132187.56	49897561.48	85817151.84	90777141.58	66178010.92	49016618.14	141278322.15	34520537.69	83597567.79	68207223.96	95775535.48	60216611.63	36709156.99	18145395.68	16927475.85	25521463.6	25521463.6	35133907.43
1	12718531.95	81767065.88	129408977.0	59257791.47	64347511.21	57608313.23	56736620.46	41513069.1	37416581.93	74691662.26	39178989.61	92564701.41	56569445.37	37411481.56	32125825.77	48679747.39	81838965.91	33518475.5	43711660.96	55201628.12	36499024.19	36499024.19	39760929.11
2	63274996.9	24636138.98	50522139.98	36056428.46	51195107.86	63118901.1	66745132.02	63114450.1	48575766.76	51681788.17	69917754.31	121880507.46	55911345.39	36469206.72	46098104.48	66476641.55	51732520.31	38066337.96	23242518.61	36292471.5	52686244.94	52686244.94	108854412.98
3	39974708.8	22304273.09	29828759.48	26337862.66	24643780.18	42645521.49	108389689.12	143058922.23	105227739.94	48668261.66	46797592.29	42525639.94	93723609.21	23270704.19	14310544.19	16650383.13	19800870.25	16306673.36	11636443.81	9155849.67	14105306.02	14105306.02	22432637.55
4	66517173.67	73293444.78	44753438.41	50302040.3	51688643.99	44025301.96	36262495.36	38062894.29	31804942.31	43803868.46	39833484.66	36214631.37	38494625.16	43115184.26	33163805.89	42635645.53	37411240.29	38701581.82	32103244.27	35791662.01	34898854.17	34898854.17	41116934.61
5	33825159.86	31493996.31	31986707.81	33268425.32	29637485.06	33305014.11	27696502.13	26391231.99	33672305.48	28312016.09	35706914.9	30338316.09	35732324.45	26204649.28	20252486.19	15862637.08	27896601.04	24420975.19	33107839.52	30071881.21	19110796.16	19110796.16	30039931.03
