	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	126464921.94	146583425.57	126084904.83	127189632.61	116847132.71	122324923.9	122963852.41	156561781.28	158417080.48	157847139.97	158533512.93	282854690.17	180775457.5	164866559.75	142285606.36	169618458.3	148634606.24	152920780.36	116036233.18	105295893.9	112398420.12	112398420.12	146121344.07
-4	144287961.15	147417144.31	141849180.88	126575963.38	109511521.87	101839078.53	122190684.22	125215821.12	144985674.56	120060511.19	165860230.11	226716569.56	218621872.73	131515590.72	144888463.64	143509243.31	145831694.72	113769697.83	122719028.22	116018916.57	101718990.88	101718990.88	158570166.21
-3	134809398.46	133299326.38	105658461.75	127668728.43	126947879.01	121388841.48	96671084.2	102228926.39	112435415.86	120224527.85	118526272.62	201169298.38	133388692.45	135709721.93	119161665.76	135998822.02	138028783.73	140188741.95	120563110.71	142075435.98	86189757.49	86189757.49	139127716.97
-2	158674607.92	129425833.16	121123694.07	121298483.55	121862738.29	108867979.74	113237417.77	111533605.82	118846238.42	118631795.41	101246796.49	231997784.94	121830812.88	119532265.24	99045934.46	122708017.59	134103655.11	126082625.15	112355094.58	96633941.32	82453725.08	82453725.08	103955925.14
-1	97654725.82	62258585.26	76432085.52	81637757.72	72784625.3	99104956.16	107360773.58	142620102.08	123696924.16	93495050.2	143453656.73	374485785.53	95398740.13	153698587.26	53348901.46	57633509.91	111687791.7	156662798.11	138898307.92	100878164.27	70789250.07	70789250.07	114042536.18
1	30280547.06	33151447.54	70136855.56	70469825.52	63897205.67	82716552.4	187626556.96	162215516.35	128074191.22	110113989.81	199970205.86	251525617.05	142356866.02	139228457.41	68195532.22	74937196.95	122219412.84	65442434.25	26621734.88	47946036.08	48548524.07	48548524.07	171086015.01
2	86952166.81	43021411.24	63760259.91	85567288.8	63855335.17	61081871.1	85735805.79	103599896.72	141237338.36	120444231.18	160557925.49	222390043.67	228821858.54	102885561.81	112537600.24	157470211.56	93533506.95	86306230.85	43785511.66	58710608.0	39768071.63	39768071.63	149899648.77
3	86884888.93	70692760.13	51383396.53	96355170.51	56554044.66	74329630.3	151872250.55	195594574.6	143097182.24	105505805.87	151023680.11	103291182.45	125003339.93	91022994.31	96012897.79	111021470.04	59161820.51	70054508.1	28270814.52	18578927.89	22191400.73	22191400.73	38818247.38
4	111180356.54	98385620.77	78788132.88	100122856.09	91390348.23	97406954.18	84220399.68	92587638.77	81162768.17	117253481.08	105447507.05	95487882.66	131551758.31	134353549.98	105431337.39	149504299.28	101050539.41	99117503.3	67674965.67	61536333.68	46874910.38	46874910.38	79128718.95
5	113097940.55	113063657.65	117701156.82	108536432.64	111710468.47	106503908.01	117421380.22	119714610.95	133687559.87	122281586.4	161835175.92	158161568.06	166603889.34	132334564.56	129798889.53	140744790.62	110287920.76	115965658.64	77355862.44	67679975.6	57834775.4	57834775.4	75103709.59
