	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	112873309.8	121878333.74	96484578.0	96858442.33	85700194.02	73301994.67	73377377.18	88817223.58	91971307.77	92614208.24	104463782.55	316166619.02	135010806.75	94645660.73	97111216.16	107637635.71	92454553.35	103462671.14	108235383.96	83275192.74	100292245.26	100292245.26	103092776.13
-4	107762045.46	105554328.08	95191572.26	91433537.57	77525803.16	62776140.41	67531789.15	76445423.12	99069970.77	76484139.45	98521361.15	209736348.55	133449579.15	86054389.84	78918799.42	80628103.65	95446149.86	73556136.89	119275760.05	125146099.98	97088492.41	97088492.41	127659032.96
-3	85355052.7	96527194.46	73570968.94	84271128.09	99542053.51	75859618.09	49622461.44	53074609.46	62311362.75	66759807.21	76517486.71	251566912.95	105236630.99	83507463.47	66202852.07	73798691.52	77060621.64	105226506.36	127281860.93	126984822.1	145593920.55	145593920.55	166736944.25
-2	73495317.11	125586366.02	79657627.32	104413289.79	119996708.82	86099690.52	61743438.83	52396334.58	62537576.29	48202015.65	59466395.16	147246478.85	71832082.07	83262644.94	53623869.61	61753750.01	97081392.14	130898056.45	124109276.7	114376759.63	123423884.46	123423884.46	169204373.67
-1	131588412.49	35055815.73	58327740.24	53778746.78	35941687.88	76302995.69	86964825.22	116641236.31	64007604.86	47383533.88	37737448.73	118775478.97	34904031.41	90921424.92	20123808.58	18267908.94	47285603.47	42912766.82	67274955.96	118997762.67	70258075.56	70258075.56	60653532.99
1	16254352.35	192410850.68	158494387.75	77469182.71	109748656.4	82482665.95	68792504.87	59582111.22	48205295.62	72779702.73	46365491.38	95005989.73	84477099.83	54920069.71	34964424.49	37391265.87	69061596.24	54530289.3	53767320.1	52716010.88	96924155.93	96924155.93	112855676.3
2	61599855.91	65205965.83	77238930.38	77570237.52	83516687.8	87831761.34	66377327.8	66567955.48	66301193.33	74833647.95	82410334.12	135297494.84	108947768.1	62149881.12	69560645.82	89347121.86	72484730.14	74614554.63	43172389.64	69671515.99	81801740.46	81801740.46	83237524.21
3	79200906.32	72213364.87	67711313.58	87493777.39	68716506.95	61971422.04	81451564.4	101607747.8	74328886.03	62799475.28	181352522.86	204357212.07	169268650.89	75458499.89	51738694.75	76332611.03	56536454.53	51854059.0	36141570.26	33647095.75	61284003.4	61284003.4	45554847.08
4	78144904.31	85326235.12	55509890.69	76057755.96	56272163.97	58316006.87	51006643.15	51707508.87	57703983.98	68388149.11	79120333.35	96185534.53	86520573.54	62222414.54	75517227.64	90825662.52	69120176.11	60569870.86	39105129.74	49531381.17	34477003.37	34477003.37	38699786.34
5	123142936.09	112971680.02	90760476.41	93696160.39	139395628.16	133958583.52	89741639.98	89506877.94	104810522.75	94748477.0	157050080.88	230161729.88	191815306.07	118009309.95	160313080.53	175921375.77	119722595.1	143654580.57	113653649.42	110322696.99	121416615.33	121416615.33	118492941.39
