	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	2343767.96	2513461.68	3243083.08	3796172.26	2659770.5	2174027.19	2583246.52	2845641.66	2468576.65	2527955.38	3274318.8	5783067.3	3502934.56	3214295.79	3330997.76	3652015.8	2380749.93	2465807.15	2063631.04	2149426.69	2001729.94	2001729.94	2364730.3
-4	2928779.14	3274686.76	3079267.0	3621243.05	2386918.9	2281843.63	2413230.27	2320842.38	1952536.7	2255406.47	2723636.69	4050795.27	2955548.48	2604844.17	2642192.14	3240340.6	2392493.87	2241628.29	2040545.81	2163426.63	2348942.43	2348942.43	2166112.23
-3	2091509.9	2152395.14	2250818.19	2597566.12	1897015.16	1792611.94	1957788.52	1873965.26	1631176.21	1660400.19	2054810.41	3576633.18	1914550.32	1998498.56	1774305.22	2312070.44	1630346.35	1748784.77	1474207.36	1573934.92	1671016.98	1671016.98	1979768.42
-2	2347583.13	3281562.21	2457299.62	3331143.9	2453933.45	2416423.78	2558307.84	2550629.25	1857778.65	2105985.25	2369582.29	3593449.45	2337419.88	2682656.86	2295906.28	2539701.53	1825201.49	2306248.87	1912483.11	2149258.63	2287788.34	2287788.34	2286297.37
-1	3391634.69	4748106.07	2433797.14	2728615.71	2228037.25	2546242.25	2364656.29	2018412.72	1648666.27	1757118.52	1683817.97	2498265.57	2390524.78	2211825.86	2395003.26	2759649.73	1937440.22	1952322.59	1768051.79	1977389.32	2428744.79	2428744.79	4274483.51
1	3204005.59	3900802.58	2053976.67	2477225.11	2193213.65	2178908.24	3294359.77	3079620.0	1642217.78	1991393.66	1888583.05	2573573.2	2358053.05	1934145.45	2381834.94	2805445.79	2056161.67	1840856.54	1639989.63	1982502.76	2065151.98	2065151.98	1975533.76
2	2694566.53	2562509.31	2319187.79	2616970.03	2489758.31	2511719.62	2518452.82	2444528.37	2208808.13	2208967.32	2649230.86	3370669.97	2271860.91	2231528.62	3108173.84	2959493.02	1939771.06	2060906.85	1781827.7	1830301.92	1722429.57	1722429.57	2055821.38
3	2668937.57	2479644.78	1997972.49	2574877.18	2266709.28	1850571.16	2375677.52	3044352.48	2392525.31	2427359.16	3797595.22	4705461.0	4715963.12	2239085.21	2041204.94	2306149.11	1638872.28	1787990.42	1789325.28	1622334.32	1697671.72	1697671.72	1721087.48
4	2042946.36	2611496.22	2457992.62	3402290.57	2874556.87	2275211.94	2203105.89	2428825.18	2049252.19	2134245.3	2237777.2	2794060.93	2562985.3	2445249.51	2403697.12	2482172.72	1737474.59	1734474.48	1964009.65	1839333.62	1851358.98	1851358.98	1950616.29
5	2654501.47	2664403.95	2457739.98	2728467.96	2495298.72	2545631.46	2383612.78	2604981.26	2367095.3	2429859.09	2678887.4	3209822.73	2905168.62	2926266.81	2598324.27	3335883.15	2214051.99	2348118.5	2421016.96	2541988.68	1649218.15	1649218.15	2046987.34
