	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	25491255.35	26896814.48	27673685.12	26011167.19	20375522.5	16808865.68	24378454.31	23964698.02	29544312.32	28614043.9	33816185.47	46849105.15	31580271.38	22567678.24	23208076.29	22599362.31	28028284.25	26298849.54	24856559.34	19408243.6	19588513.24	19588513.24	25762514.17
-4	22732851.61	23715463.28	26065058.99	23565693.04	15055636.17	13106240.52	18410676.99	21235651.85	23603903.18	20806951.14	28916749.74	47629811.9	28970469.76	20398916.41	17158763.62	20296022.26	22065756.85	18311198.33	15928473.87	19186484.54	12251896.85	12251896.85	20103231.76
-3	16023334.54	18172853.79	17843781.38	19654550.34	20234626.06	17339540.83	16185649.87	16119961.58	19217848.63	21347970.88	21505433.36	48301524.28	23150541.12	19263016.63	15833980.63	16046231.04	16321940.69	20146510.37	20140901.57	18535988.01	13303724.72	13303724.72	24413640.1
-2	12226080.97	19227559.89	14854169.08	19161414.62	19153332.71	18732749.22	16755459.0	18518169.21	19744715.11	16621262.22	17502828.53	39103255.06	16220261.92	20674263.95	14161741.01	17740586.87	18840250.76	24631477.02	15574055.5	26178596.66	13483905.69	13483905.69	19396918.64
-1	7132725.76	6002086.33	8371058.64	14916235.29	6545222.22	6967353.34	17871141.96	22438678.38	24284234.48	14073005.16	20003038.09	75990720.91	15944558.68	22691722.99	3724997.2	3824497.96	11716245.87	32128797.53	13961319.37	32087246.66	19807370.23	19807370.23	83646904.54
1	2522604.8	13908736.01	20136222.4	18844248.53	9666635.11	9379500.19	25849729.02	21898217.48	15437521.52	26325291.03	31693304.77	68570094.76	45284393.25	27968292.48	5288950.68	9012302.07	12795659.29	6831154.16	5686372.38	10321691.27	19188874.81	19188874.81	196941432.15
2	10609203.65	6267380.26	11528705.42	17993622.74	13280815.44	13984131.24	27436219.2	24908634.98	18232173.09	14901427.57	25772716.16	37292051.34	16996467.29	13828405.62	25568923.79	35455794.34	13748858.94	12558051.8	2907266.0	4070898.07	7703989.62	7703989.62	17943444.79
3	20154430.12	14847100.91	11542166.75	20108600.13	9909440.71	14135065.12	24737301.96	26696813.25	18321314.74	20729190.07	24987515.42	26301485.47	24983609.58	14540245.32	16590228.79	34532049.52	8043563.74	10385781.54	3910575.33	2613803.97	3609625.01	3609625.01	9914553.88
4	17520359.37	16911471.07	14384354.68	18891858.01	18695120.26	13875652.9	15483710.19	14532589.67	16316514.76	19723843.05	19015814.15	17168210.41	24394746.01	21557776.19	27455932.52	28258533.85	19922374.81	15257365.61	11967498.65	8651454.01	11130843.17	11130843.17	13130269.09
5	37844982.13	39068031.04	35164316.76	38249818.35	31148328.63	35836635.58	30357575.56	28360895.59	36950492.26	34992829.84	36776837.86	41723203.35	44836317.68	38780647.28	41863978.77	60341828.48	28530254.54	33949138.84	30186025.52	28473691.95	15801192.96	15801192.96	30188721.64
