	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	67438303.97	69406003.52	68193415.61	56217193.2	55903069.89	45494475.8	52460803.39	54294954.57	59055094.32	48401530.2	62081373.73	53673284.4	71428712.71	66015262.28	67734621.43	61996221.62	60798643.69	55754665.72	67704722.29	61788045.24	52176080.12	52176080.12	46881396.34
-4	63077021.63	76895908.61	66421961.83	54390585.36	51344321.57	52078545.89	47977813.88	47906457.84	52215721.13	48895647.01	47021650.49	51032700.41	62168808.73	55584386.57	58049617.94	68639373.29	57685104.04	57171721.38	63656376.6	54678849.38	51296703.11	51296703.11	40236872.65
-3	32647193.42	23538853.55	18371313.95	17287241.07	23404013.06	17335001.35	16844682.25	12759862.87	19062729.11	14184655.62	15613057.54	16135665.56	20827365.62	14465918.85	22357893.73	19226631.15	19744872.69	17754620.86	22350644.12	14862736.16	19199422.99	19199422.99	15016538.84
-2	75082919.1	58041167.05	56007012.96	52063540.67	62065414.63	54556948.52	49287072.57	42935490.6	60379060.23	47339231.87	46706730.18	46771050.92	55471930.06	48726404.56	62312203.32	54934769.31	44610478.87	49344229.14	59571078.51	54939929.4	50078077.91	50078077.91	44058998.63
-1	69344539.07	56924656.6	52585033.47	47084111.29	60266371.32	49344371.02	49442897.74	42984486.37	49904199.13	42091826.37	40425008.64	50951746.59	68089858.94	49978839.93	67231534.38	59898455.33	59388154.03	57001666.73	65634881.4	49919216.05	58048460.79	58048460.79	52177605.81
1	64213865.64	63401544.4	48080232.79	44643893.65	52425237.02	50446429.69	40215039.91	41204815.27	48797046.09	49820926.01	40803876.69	51666465.76	61389176.39	54352490.19	56556199.62	60723318.24	60978267.46	65808026.39	73441185.72	61117643.44	68577752.38	68577752.38	68190366.47
2	63912741.2	53172100.27	52508593.91	45446118.75	70053044.31	52639859.86	50983269.79	40475104.31	49306312.49	44017934.76	53723679.95	57347463.56	78205645.7	57566070.21	55816090.91	49906616.94	53736834.62	56987180.13	80958176.55	57109694.65	61933032.14	61933032.14	58333099.1
3	59839847.45	66568227.81	54614233.46	52346710.39	61323389.15	55770289.86	50328781.45	52680397.04	52285930.39	61822603.22	54305898.06	65326280.28	75836918.63	58431270.1	51871446.97	54515979.83	55147017.69	57518213.59	78017205.52	79434447.25	74001442.25	74001442.25	60700256.84
4	45021651.73	43563625.61	47294630.17	36744784.84	41586802.46	34198255.92	32231790.69	35898092.21	42403199.4	35276991.71	36445308.67	37912992.37	40056132.74	44191733.99	36568972.45	29449138.11	35292549.12	36218543.67	60177995.97	60329450.91	62108489.27	62108489.27	43349174.18
5	60098431.83	64513070.53	47935973.91	43547267.21	50056467.42	56887490.74	46113998.34	45423105.43	52518435.48	51753522.81	52371616.98	55701208.78	91069642.55	58802959.98	49878764.81	54864085.22	58456800.96	55930767.19	85477318.67	73084003.39	73149704.54	73149704.54	84373967.87
