	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	42201121.47	45943225.1	35170675.51	34399606.03	31766328.46	30174634.09	26654907.09	25850602.21	27933959.8	31645040.01	29852084.72	87239012.32	32348846.72	33280280.67	34930662.12	38899726.05	30224030.76	34265428.37	37386840.39	31514353.89	29939435.03	29939435.03	36854348.72
-4	45708331.69	47258908.45	39905334.36	41175283.16	31084722.89	23628602.22	29702012.78	32771688.53	27094732.56	32696411.67	30720223.08	65595320.7	29174036.16	31981536.28	32365693.7	33609239.17	37979400.79	30195344.13	36892508.56	38752178.9	29036174.99	29036174.99	36669163.77
-3	36982432.57	30106615.94	29105622.84	33784348.09	30659556.79	25720210.79	25176305.02	30391709.86	25037164.02	24424271.42	35408438.96	72247644.8	33531684.07	28379612.74	20579442.91	26588413.87	26350902.18	34437183.63	40184734.02	46348383.43	29308370.18	29308370.18	35740867.33
-2	48946696.43	35769780.44	38701347.9	37142962.51	48006527.54	26415423.18	23203032.05	23636789.89	25538443.18	22089333.01	19231895.24	47706653.49	17363502.25	27878006.6	30283952.13	30649678.84	34539546.57	30691650.76	35128538.22	32847965.54	28074300.77	28074300.77	28489136.13
-1	12337058.38	8654732.76	14194665.72	18076985.11	13742693.5	26028980.3	25059237.81	45888372.29	42473532.65	19388321.05	22446886.6	36154696.59	18578384.93	13867035.71	8590962.97	9349441.79	12052156.48	49827082.74	57215870.95	33127468.87	38768555.86	38768555.86	54034683.2
1	7572805.75	24334383.04	47712015.51	30844274.12	24885523.3	19765785.85	41550013.86	24089862.75	18356078.95	32360828.52	15441496.99	27000426.49	22707801.05	11433406.93	9572116.94	10790321.33	32038521.75	11607568.12	23242631.8	49582148.03	34317927.6	34317927.6	32369829.84
2	20794215.09	13687954.79	23554686.85	33438577.27	23729140.81	27842377.37	34667301.59	30058166.45	24184767.51	23149913.86	29038024.4	46878013.76	34550236.01	19800470.17	19119917.3	27331853.7	25989475.66	26664311.99	21616833.62	30134714.35	43047884.72	43047884.72	91005722.93
3	34256602.52	16326528.53	23080977.49	31560891.79	22236321.09	19591327.36	40661810.66	34702491.3	35034803.37	29348473.08	24998478.06	39558085.13	34163622.83	25492944.26	10923932.72	14691538.4	20809879.57	16434622.2	11330488.63	9634448.26	10999571.15	10999571.15	16928795.39
4	33145526.94	29778935.69	21454178.04	28855138.55	24989104.27	25240506.55	20315807.21	17003449.06	20312726.71	24859841.02	26029581.2	25461601.28	35013901.03	29635864.63	23272312.73	29161426.12	26681530.82	24301428.07	24851356.48	25700060.03	21927880.83	21927880.83	24766219.65
5	53982668.35	45440995.91	36707920.37	36173849.75	43891355.72	38940780.69	26606029.08	25095159.29	28636371.58	34723480.3	32663569.33	50448675.61	36848822.26	33083521.51	35658490.76	41958176.05	38046772.66	38281449.67	43751158.25	34736126.13	25338433.09	25338433.09	38612703.54
