	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	26528319.42	26410642.75	21102492.98	21063396.0	21382998.66	21537061.54	19637887.75	24842737.27	22821567.81	23777289.53	25193726.65	93741027.43	24487335.13	23986538.57	24498190.31	27930532.25	27078654.12	27997961.25	33101164.59	26174618.18	27375218.16	27375218.16	36899578.8
-4	24006657.41	25184693.92	24819010.33	22098484.32	20079427.11	15789564.02	19288543.52	20066804.87	21706635.75	21445119.85	25614934.97	54142413.49	23681293.54	22424371.82	21129214.48	23938478.2	27963908.62	23784175.01	34479114.74	45525726.63	28958107.8	28958107.8	40485267.33
-3	21041409.21	22813328.18	20529024.14	23002124.25	23143683.35	22394865.77	15009051.19	15065125.45	18373006.11	19640531.69	25258497.4	51514127.65	20741090.7	24146430.64	16355091.48	20689858.14	21210903.43	32296967.58	34955649.28	40628514.63	31507049.07	31507049.07	35869901.72
-2	25338929.06	27163362.89	25409406.98	22307640.58	26739684.94	19751720.34	16978065.82	16918681.67	19271638.56	14965087.12	16016038.59	43752231.67	14477729.93	21536237.83	18386520.06	20512210.02	26678720.8	30695289.99	33586416.21	39180111.63	26788520.26	26788520.26	48822425.87
-1	22124255.56	10875477.0	21283311.86	21453742.32	14899294.83	15450987.05	19195878.07	23767881.8	19145143.63	14777247.85	14237118.14	69103959.43	8955683.89	17177509.46	4176601.68	4750942.64	13171210.95	36431153.78	65265426.86	31999433.0	41818949.46	41818949.46	128220998.25
1	5891563.81	11072760.65	32075411.65	21672635.67	16631972.21	14291173.66	28579913.47	24228971.04	20359600.94	45821868.11	31794125.31	49366611.37	32417902.53	26895632.48	4091548.24	3359837.07	12215237.47	6039929.3	8954319.29	15851906.15	33727690.0	33727690.0	34152909.36
2	12696001.67	5879938.08	13559984.57	19277569.87	14200307.94	14253532.47	24373315.54	24748713.57	34196344.58	35910097.76	31847604.7	44403056.66	60955204.65	18055611.15	8802684.35	12683015.89	15796743.17	15942347.07	13484405.44	30576848.19	18638672.92	18638672.92	62260064.16
3	6364777.63	8036308.82	8441764.87	19778068.73	9266074.04	11492240.48	26437862.05	42386341.77	29502136.56	31231920.82	43822718.23	37328251.94	100539772.92	34249354.99	6728796.67	9484749.13	7721310.42	6302281.58	6261014.38	5570675.31	5414181.27	5414181.27	10093702.53
4	19796120.08	20983867.94	20341469.78	25480336.18	21965384.13	21390506.98	21715974.65	20971210.91	17258248.14	25134227.5	36143429.68	25581390.3	38563999.55	29657910.79	16872858.94	19875352.43	27782610.7	19574317.23	27854168.4	41702507.09	19469327.11	19469327.11	48058813.48
5	64210070.73	32936889.55	31486361.63	39731088.64	33356420.8	27917102.0	27574029.95	36118447.42	40613686.12	37738422.15	100709194.01	96850935.13	66823711.73	40905378.79	25730659.96	36262789.81	26762646.68	30310466.31	28092074.07	26633807.73	27947091.94	27947091.94	22723055.29
