	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	62701233.71	63372998.27	64005230.12	52131611.44	50799408.21	46654069.8	53966672.34	62109862.16	62650017.96	65456906.26	64755455.28	95810340.8	74967338.04	53125272.45	49088576.08	46471205.98	66732244.12	66682311.55	77597064.82	66550430.13	67874755.92	67874755.92	73991823.44
-4	58221131.29	67219486.55	63802957.52	57283775.71	42361728.88	39312975.69	47201904.25	54162149.97	72880131.45	58263579.2	84649922.22	113352906.11	73661776.8	37698489.84	34204529.33	35283952.98	69757551.86	48183297.43	76202471.72	94684577.76	66978658.85	66978658.85	85224563.38
-3	67563586.64	51029428.81	41828251.22	49002274.64	49189820.21	44746110.34	37824005.01	43604732.94	45394562.6	53943790.16	59251059.25	123946632.27	62563021.61	38206618.28	23233633.43	24437695.15	49868247.28	59337646.84	96267463.32	130283802.77	67344467.31	67344467.31	81217730.37
-2	58583987.04	61497251.38	52376031.78	67745261.2	59506766.64	49420586.21	52287269.89	53913690.97	50889270.25	32555025.91	41405655.28	62947580.56	50058844.62	39622365.04	25091602.51	26860950.1	53013750.43	58286081.3	73745721.86	83574964.41	68611109.18	68611109.18	61422023.44
-1	26687872.76	15010142.71	19468297.05	24495434.49	13927957.86	41097270.83	76527900.37	116089796.35	70331082.77	33136289.2	42962356.92	79735946.93	27383577.91	17051596.37	7071936.99	6753896.05	15639299.08	12848883.13	28287943.55	37163955.41	74927974.07	74927974.07	45710593.37
1	9480092.33	98227851.52	70689508.61	37305204.25	43944204.07	33288434.29	54398387.07	48226222.6	34432716.8	43680331.56	31731440.65	57842000.58	49607212.04	33793185.26	9200882.82	12982305.2	46179649.68	26296862.82	39220347.75	68590056.29	38823572.69	38823572.69	57101756.04
2	37736981.47	29148263.2	39591052.64	49552752.81	54364507.67	55245794.75	49601184.32	46983449.71	33299614.11	38725447.16	46448737.44	61745423.97	50410727.93	25382376.92	28219491.48	38085975.23	39878934.36	39049553.93	27810478.12	65220633.54	69573831.18	69573831.18	81784882.14
3	31066470.42	32158368.71	23989755.59	40610323.92	24705517.01	28703958.29	67958171.12	127936778.96	71733889.84	43605874.04	156434071.56	114013374.94	107685095.61	33092098.29	21552316.47	47418249.18	17118587.01	16906968.73	11555812.85	12576798.03	11834801.14	11834801.14	19308910.29
4	49033351.31	42716800.31	36819864.81	45695032.86	45072439.73	39380536.16	38107546.18	41604155.39	42139069.76	50539020.7	49718718.11	56710861.39	74653001.31	56446764.14	57629831.09	63655316.0	52556208.94	37155531.63	26918598.77	28830748.51	17794670.15	17794670.15	41509011.09
5	99318391.48	77579565.96	72305818.51	79627401.82	81809575.75	78430267.79	69321682.93	74204029.26	80729054.67	65814539.23	114902657.77	144304608.3	116642999.64	76691695.15	93616000.67	102667648.96	60381713.59	51192752.56	41500450.19	39898008.75	33765292.02	33765292.02	37783743.51
