	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	184599423.62	195799351.73	162035743.67	142597020.68	157433356.57	153156603.39	124243384.05	122276618.45	124740360.14	138731949.33	132050121.38	321209359.68	123223246.21	166251360.82	240653990.97	232598167.15	162951319.56	174891932.38	159701774.76	157380751.78	202413882.91	202413882.91	234378405.87
-4	209332671.82	218229050.78	169476811.35	158984693.41	140062782.98	121550129.52	123638106.59	121259862.81	128877616.29	135053449.75	133798149.45	348937074.16	162137609.67	159460790.27	195768511.56	221868777.29	183214094.58	145014268.31	169669624.51	205961024.19	179778252.12	179778252.12	346500063.95
-3	176419109.97	179823766.69	140392203.82	152295644.11	161440500.45	162472254.74	97116549.48	87894050.45	114401796.48	107312448.19	125658583.34	260195406.89	135494321.33	156228914.87	180883130.72	198375681.34	167143003.44	189043982.62	184973246.02	197461953.18	215913088.43	215913088.43	348070746.58
-2	168051585.33	212138941.34	148220420.92	151822639.39	177865753.04	145741934.34	98964002.64	84868417.51	112411668.47	100272399.71	95951357.65	328503578.07	102237054.03	174293571.15	188721876.6	241617265.45	185143529.33	204593355.98	170867121.23	186006480.97	176746867.37	176746867.37	309024276.03
-1	118818340.8	89051272.85	115199546.49	115939331.92	94696774.99	121387665.36	135754046.41	148712879.07	125013088.06	92272369.57	119320013.35	444021589.89	97288308.48	193525840.24	102415243.21	118666078.37	151289914.31	192185590.54	317715852.83	206680560.08	231761673.75	231761673.75	408321118.01
1	87256206.0	82746706.73	115202341.25	124939063.02	96370778.31	127004964.3	242235724.87	165586144.94	143856742.26	158511934.36	216633537.57	417376079.81	176961184.77	185524205.14	127751341.96	154733056.9	172205364.83	85832568.02	40667663.17	56280328.93	86071983.79	86071983.79	286758985.27
2	93375633.02	61857084.06	101601668.41	121667314.86	136611808.67	136992697.93	151961197.49	136280606.75	205817360.79	157798667.56	199177622.05	267372423.64	205660525.94	127445607.16	195539171.47	262454806.61	150240395.41	165445801.33	88813224.0	92015520.24	160941845.25	160941845.25	271394222.48
3	106461988.9	62825929.96	73448605.22	185168139.68	80953459.85	91255988.64	223546440.49	277483591.25	345832928.6	284182376.47	298212152.45	134536327.95	147210779.6	70781952.14	63438948.91	94692994.53	75925157.54	62880211.3	42400986.98	33264285.34	41583473.61	41583473.61	54785067.47
4	212248816.35	165277015.82	135898085.91	149857219.32	160974291.87	162150708.38	137937309.99	120226830.53	148619776.96	163384555.53	180321144.97	122586555.15	179235464.49	155799860.07	249970558.5	262199995.55	167566621.94	141378782.18	109100894.24	99767688.13	88619532.24	88619532.24	86228832.63
5	271393207.15	244737186.13	203625511.05	221396776.05	235475004.45	253881415.06	158165792.17	185637790.47	195718906.93	224672380.16	223523902.98	203049620.55	188207694.46	211008663.57	253459995.47	299331529.73	197618667.0	226126497.29	160829624.94	150150509.7	129921846.87	129921846.87	157652914.06
