	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	186065982.48	213580512.83	151554486.39	109877227.53	132752918.59	132436783.98	130241698.3	152514168.89	143725674.83	153774842.29	151891451.52	285122020.84	151573878.94	169632562.42	174487223.08	198263970.5	174314091.76	160392189.03	129453807.38	127983183.51	111149564.39	111149564.39	110294330.42
-4	155217222.45	194881320.71	165971903.35	119736475.25	124803189.55	118068460.22	123175896.25	130792813.45	140893196.67	127326630.22	135554237.21	279194505.17	125761301.26	129409806.21	164222471.47	170621597.86	154099224.96	129334159.09	126430812.26	156911752.08	100096738.23	100096738.23	126232912.99
-3	164131278.98	163409320.44	113974571.57	101573336.12	161409983.67	136184074.96	102850843.14	94636735.27	103816049.82	110075684.56	119362130.93	238094535.8	103602332.74	131236533.87	142801268.36	147327135.54	126403408.37	168380411.68	117482504.47	151207819.16	108379388.93	108379388.93	138367583.52
-2	151137537.0	190388141.29	133733391.29	108664840.33	196608919.14	151783534.6	144450691.39	125073639.7	104403678.16	87503944.87	82162832.79	263928638.88	73848898.6	150201702.57	165208400.64	155862619.35	168245515.05	158803654.81	103280797.42	122682488.58	100744777.65	100744777.65	94758482.87
-1	52023454.84	30741095.63	70974912.75	51644919.36	65213125.54	86578504.88	127292342.19	252623292.32	204153113.45	105946486.32	151723214.68	323937004.88	115583375.91	177982957.75	72084605.58	55129648.22	59818508.91	110701985.77	35607474.93	34148069.14	42820072.19	42820072.19	108556234.99
1	19634274.91	71797002.22	168730598.24	102110869.55	128193169.93	138263587.05	184333268.24	151680572.19	103829332.99	116515839.04	119895728.29	248050051.4	171297707.83	117371613.64	38082959.43	48870614.39	109280950.18	37680616.36	72752052.72	127442932.72	128162239.58	128162239.58	185844630.23
2	82686530.56	36329084.47	83573776.22	65247753.87	88542227.54	103534901.8	132520791.86	144700702.99	146624226.4	124666465.8	157501897.88	257877661.22	266303501.71	107448336.04	79559330.47	93054245.7	88155347.0	89259106.6	52862486.08	104095947.95	102700594.45	102700594.45	236580384.76
3	90904848.28	53677797.95	53033131.68	71378207.27	64453188.24	80478225.13	147912040.81	236376628.73	237474219.88	158417776.87	163550886.58	119060945.08	164087296.65	106763958.8	29490743.62	43260224.05	83371601.93	46476983.47	40872601.21	33351140.53	31366320.29	31366320.29	40946094.84
4	142173698.5	154972723.31	107183775.73	88409132.52	98532268.99	93549099.92	81990355.24	84039441.95	92589003.9	112518785.14	113148896.89	89641787.94	127370687.13	146346201.04	93576993.05	102287175.99	130081615.49	88761900.62	96259736.08	117644492.21	67094247.48	67094247.48	72606674.43
5	88938502.46	72108989.23	38008969.94	18479527.11	47105180.62	45225140.07	23946409.82	17791086.31	21876125.99	27525141.25	34986450.21	42941748.94	28829214.09	31679200.44	36322253.11	25521001.8	45575813.58	49947910.17	42474509.6	40132773.72	29642969.64	29642969.64	32641126.85
