	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	655585150.3	690497394.21	615985183.8	445515375.96	511028236.29	491864960.42	464602588.32	464138332.08	466297113.2	487539435.75	458842817.72	809629460.1	471318250.15	523243651.22	572844954.81	591230217.23	508952579.44	556215658.9	524767897.6	461661175.92	460538779.59	460538779.59	473535091.44
-4	555008956.62	633098914.23	567566535.77	444209770.75	419097299.16	337770286.06	401133857.44	385978430.66	464524655.08	399067200.68	409710798.65	663964493.55	453892627.15	414651926.01	487609413.12	458514646.71	518411650.4	436390913.01	508153311.72	553182358.2	401427724.72	401427724.72	509146205.1
-3	554177331.69	543496258.34	403289143.19	418543826.32	526902244.3	483928353.2	372419387.39	328553249.85	390369215.1	374162192.63	421329360.66	789441032.67	441262236.85	493654877.25	437797732.89	491679766.52	413662088.93	543109913.59	449605829.62	468867526.65	396398676.85	396398676.85	519322561.73
-2	582643247.28	542705479.81	475708959.02	425966969.71	531504251.54	459939397.32	408348161.46	359162225.3	392687627.49	330380778.98	332662062.98	611221007.65	348701663.42	483460039.03	456706156.65	495320691.47	521715738.16	495083454.13	397255160.06	494952795.91	387088657.34	387088657.34	462572295.06
-1	579344516.47	334292258.07	417088804.36	351987122.43	390358296.99	363046180.81	390840544.69	444971468.49	531448921.09	390323678.54	353095468.71	773526304.65	305066235.37	484248986.27	237249797.89	213405701.84	386172352.5	515352675.85	435295603.41	437333234.98	339451723.26	339451723.26	696850436.94
1	169746714.6	265232959.37	533831737.92	359304923.11	480677320.59	477176961.51	541542006.54	508466236.68	522419744.53	518107928.99	405065683.2	621866853.78	419045964.82	407654723.64	190914169.55	247361688.13	416000530.35	209754934.89	183704487.89	360907804.89	305531875.24	305531875.24	401979130.64
2	406871930.12	261266887.55	343680543.05	343945458.63	454723467.4	421789120.8	487271663.37	433388764.48	633062960.22	528304046.7	537400308.98	750876626.96	672852643.63	429462893.51	584188929.54	589637477.54	423102452.07	470065628.8	177991235.74	246414004.97	201361630.91	201361630.91	290640250.85
3	231114226.26	313448643.86	307847885.03	470141350.3	344242611.03	400108389.32	553144994.74	681523747.72	645536717.41	578617500.33	717163727.43	754040926.08	767583200.27	724173811.15	372418733.71	465687419.3	290148200.27	252067535.48	91377498.82	75656937.05	70404889.9	70404889.9	132679795.14
4	461748665.22	519795336.49	455924333.9	452724166.79	465238611.38	413359263.83	469627879.19	411070696.81	436021894.82	507322089.12	566030493.96	432686213.37	469828570.72	537810312.58	601334871.28	622776633.95	539507341.91	418216584.27	290054559.53	366881787.81	145127211.48	145127211.48	251383547.27
5	257597267.3	172445795.5	145652920.3	139077342.9	187270223.0	139982296.6	97427608.83	121480186.3	130199104.4	136691818.0	230373517.7	231512635.5	181220145.7	145615453.2	203230775.5	195098428.4	150040417.8	153585494.7	91379006.14	80168303.98	56212564.32	56212564.32	64006691.35
