	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	3617285.56	4280974.69	3607913.32	5567232.46	3108715.17	3132329.27	3426022.55	4319203.52	4018933.57	4040816.55	3934771.1	5811933.73	4135558.92	3622365.82	3123725.19	3361791.81	3522549.4	3781369.04	5375843.59	5324570.55	5387329.67	5387329.67	6014401.43
-4	3671139.19	4416713.06	3838845.85	5484565.68	3221251.38	2967576.49	3406675.36	3970860.27	4433961.46	3524086.37	4963773.19	6642385.31	5187944.01	3654687.74	2903238.88	2974426.27	4100314.38	3762233.04	6205964.73	6608051.68	7128198.91	7128198.91	8253169.19
-3	2620135.33	3352945.37	2653476.94	3999006.53	2921474.31	2764547.49	2830675.74	2984130.28	3156928.95	4584057.35	4164319.41	5750492.41	4134920.26	5579238.33	2763721.65	3073720.86	3347329.12	4381099.46	7013978.7	8588593.08	7409694.09	7409694.09	6934683.05
-2	4847086.67	3991734.79	4070717.77	4517094.56	3945313.93	2957180.9	3407271.51	3242978.32	3146084.26	2935712.63	3315323.36	6512717.64	3217184.17	3096433.24	2658116.16	2662680.37	3656158.53	5480391.95	6071386.21	6844659.68	8085296.71	8085296.71	5120298.08
-1	1700889.03	1768300.12	1944043.31	2632689.87	1772114.98	2337239.75	2963284.51	3597177.74	2410674.79	1958847.25	2011226.45	3217222.22	1778231.32	1751987.44	1562184.59	1573098.22	1776186.34	2711492.14	17455590.97	4248739.41	23086654.27	23086654.27	4161612.59
1	1534115.5	3295656.08	6003054.13	4689758.08	3339699.01	2665732.26	3856884.32	2999566.72	1999808.65	2524101.05	2405717.09	2678022.37	2762159.53	2194284.34	1595412.79	1629881.22	2771518.52	2117644.4	5257571.08	5606571.99	15372295.56	15372295.56	11543084.8
2	1857861.76	1777359.75	2081481.99	3775847.04	2286440.0	2318622.41	2744260.45	3209897.98	2587013.31	2594458.5	3348757.96	5136875.83	4310567.18	2346278.92	1631822.36	1740811.06	1924688.26	2965549.43	4831133.73	6649828.02	11718388.99	11718388.99	34808579.98
3	4052708.58	1978823.81	2330132.97	3746463.88	1931899.89	2154007.99	4357209.11	5929772.39	4279941.32	2783192.1	3487481.85	3236971.9	3191277.53	2035858.32	1520184.15	1597692.3	1708538.96	1660570.56	1832977.91	1909836.33	2477111.0	2477111.0	3205215.21
4	2791631.74	2987521.34	2205416.35	3368469.43	2222539.3	2135511.09	2444278.9	2525614.42	2073469.48	2714748.3	2517005.09	2650412.5	5743044.28	3050873.87	1945428.41	1986341.38	2157655.08	1987656.14	2542018.47	3109001.36	2870999.43	2870999.43	3545813.85
5	9233262.4	6857018.94	5783639.77	7818491.09	6046923.17	6827626.69	4907388.06	4587730.63	5275934.61	5091436.21	5336409.0	5111418.17	6045467.28	4861882.51	3710392.09	3834600.66	4756498.33	4818962.33	6845749.07	6966727.88	10707237.42	10707237.42	8922432.4
