	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	54263432.35	50744974.21	45954095.87	39580173.85	39410586.4	35099651.87	41545414.39	45433671.41	47427203.61	46546302.66	44804459.61	94716163.19	49871095.67	40606917.79	43935020.24	39692554.98	41550703.36	39859585.57	39942145.5	37951736.48	35864987.11	35864987.11	40309317.77
-4	50126226.82	44798634.62	45233059.06	37526011.28	31794845.72	25562366.08	34764198.58	32456448.46	42114834.47	37046844.68	46170204.39	65156316.23	46121367.62	29708301.72	32078896.55	35015823.84	41126429.73	29528647.51	36307632.95	38388089.18	32873324.37	32873324.37	35018163.83
-3	45299269.98	35632509.46	33136107.35	32170852.56	36151130.02	31488301.25	30637936.2	25458609.63	36749726.43	34906682.65	35085180.59	53869976.51	34578720.91	28992894.88	23426498.25	27233917.17	27047805.2	32627883.62	29416241.24	28520859.1	22555935.81	22555935.81	29905248.51
-2	35988617.72	38741694.62	32980722.53	37146801.7	42530693.34	33535069.53	29693801.83	30020896.05	33282547.57	32872008.22	25853184.37	45559856.42	28387061.03	29194188.87	26289908.57	32623450.72	33806189.12	33637376.09	28875210.93	25839706.55	22156190.74	22156190.74	23960241.01
-1	39609239.41	35043211.89	33108309.94	33159294.33	19805678.85	21053642.95	32894802.88	30212090.49	30296047.0	28588064.21	26925689.72	85850598.98	18408295.66	20625917.39	8859601.89	10091361.72	16088379.22	18234411.39	22074723.91	26377855.81	20666124.59	20666124.59	64246766.9
1	9052747.38	9386278.27	17519494.05	21239848.96	13014808.22	19779950.46	43927921.7	51166328.15	49653052.63	50219941.9	52466299.84	59228020.65	47871895.11	21193654.74	6971304.12	12393496.12	17044185.68	7040566.96	4161670.18	5766775.9	8512812.32	8512812.32	14810846.3
2	43934914.51	22352508.58	29053863.59	30969627.95	40479037.55	30883601.43	23590866.66	19703659.84	24691461.17	25839271.82	22870779.25	40786711.14	22156887.4	15443357.59	53399116.85	60419387.17	25314379.61	29464548.66	9314875.75	11398414.04	9683393.61	9683393.61	10885591.51
3	20619369.97	23996746.72	20459672.44	35729079.63	22822656.12	32669569.29	45553771.39	64791510.69	58057958.36	36767738.23	27909497.79	34802528.06	26007554.69	19492252.39	19459062.11	26883325.37	13483554.7	20542154.94	6527313.04	5312035.57	5119775.59	5119775.59	7403707.2
4	26077668.34	34945454.68	27965868.67	29722895.37	33997512.09	28024873.9	25999289.11	24456917.53	25636820.61	32607814.48	31786653.88	24887696.29	28949552.19	30726025.09	36744922.78	42423352.48	30184394.05	25860962.89	18111022.37	23157734.03	12097467.6	12097467.6	21546023.93
5	56972516.5	48055499.57	42787919.21	48771604.81	48738453.05	48302602.04	33866067.39	31676940.57	35819083.08	36250988.32	44134149.14	58590883.79	39241816.55	36647199.19	46744689.73	53963426.97	34460405.11	37307757.82	26468449.11	26228377.91	19608103.06	19608103.06	24560141.37
