	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	43887997.14	37019938.01	34811825.33	30920713.94	34176596.52	32697912.85	28183775.23	24307110.69	25898427.66	30018201.85	30987409.82	72258922.19	27177046.13	36569278.33	44115530.3	41903820.26	39524764.79	48703553.17	48471652.42	39548978.16	42233182.12	42233182.12	43307615.31
-4	38716002.62	43074221.78	32499090.35	29547650.07	29150075.05	25048968.8	29505390.88	25814419.26	32762415.62	32782999.99	25186364.32	68464279.21	26261861.74	35096592.79	34051381.69	34748938.85	37615770.66	34661413.65	48748138.3	54220121.97	36961109.84	36961109.84	43702274.93
-3	34305294.62	35279036.2	27738085.8	31292147.82	36531625.39	29110442.52	18863566.65	18870762.51	22311844.27	24989383.09	26807468.8	97747713.01	33050793.59	34876283.17	23549073.09	25683498.26	38728713.86	46908933.13	57423505.43	72980878.04	38228346.64	38228346.64	40013869.9
-2	41530546.93	35169556.98	31259194.7	30220243.49	41500517.97	30661888.58	20993603.39	17744895.01	21518183.14	23037270.17	18054015.23	40987951.29	21841994.27	40266450.08	27639795.26	30092902.1	37263563.93	44390831.34	42664810.3	44545524.26	34702068.62	34702068.62	38227945.81
-1	29629148.68	12982072.83	13317768.95	13010741.43	11826901.63	34486982.99	51523902.59	71220180.71	39065594.97	22242818.1	14880537.37	35923022.39	17496588.38	16738617.33	10688098.13	9109076.77	11901656.45	10572501.57	14629664.22	18711602.65	24427212.23	24427212.23	18401327.2
1	12307440.08	75474764.65	42276791.18	24170233.31	30147674.19	28852617.22	23757036.65	15689229.11	15859314.21	29618189.93	19254530.81	30610241.9	41100349.85	21312850.98	11142857.07	14322125.92	23891149.06	17139000.66	21876801.89	35219835.29	32193290.76	32193290.76	58726468.63
2	20129956.79	20863777.95	29840624.01	24796686.84	36134922.8	40035204.62	36170028.65	32003563.74	29964922.88	33089966.42	30088837.3	42799140.14	22660663.62	19735804.49	20037118.88	26433940.58	27909153.08	21981682.0	17668186.6	35472597.75	36877113.57	36877113.57	34472465.63
3	14893879.07	19208725.2	17869773.24	20819442.37	19330414.01	26115657.86	39335010.94	43813344.0	41916758.56	29007057.32	81359956.75	78953293.62	48027471.11	28834890.52	15886947.68	26265507.49	17225935.88	18902690.14	14169689.03	15724328.22	14310277.23	14310277.23	18314094.58
4	22956318.77	29484887.21	24402406.17	35388866.6	27432267.05	29533072.71	24616869.42	23782589.6	25312445.04	37657227.32	36252595.65	36596399.95	32586382.83	32784081.53	30889915.57	39848577.29	34315973.48	26278587.93	22178160.6	25878925.56	19507805.8	19507805.8	24576787.03
5	49834778.28	34803660.63	34867167.19	35904981.78	38999690.34	36525516.04	27223897.46	24527750.26	30560316.04	33868776.48	41029417.26	57529088.71	29860061.28	38784606.65	43332096.89	54938896.37	36550361.16	39548539.42	27630534.68	31518945.11	24501406.67	24501406.67	26874130.04
