	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	17092149.09	18794352.59	19908857.48	17491567.56	17008440.29	14872272.8	15350340.38	15501013.26	17621417.73	16793406.37	20337515.0	31888492.35	23580609.32	18832095.55	17192234.32	16886746.71	23195693.35	21840438.44	23526789.06	20696862.81	22717674.58	22717674.58	24676720.69
-4	18399501.3	17540368.38	21617706.71	16479674.74	14191359.58	8631779.12	13446351.93	12693453.43	14976175.88	12170429.32	18088014.03	31803306.07	18121775.43	12176450.27	11790170.54	10449496.45	23389994.83	13878098.4	21929095.15	25986519.41	22694605.1	22694605.1	26005802.66
-3	14538102.86	14195720.99	12978704.98	14155140.98	14803073.47	13937125.88	10516236.35	9766369.97	12961672.98	12696497.77	13958644.38	36774662.69	11446351.07	12225472.29	10418202.95	9087058.3	14506276.09	20617462.39	27702372.5	35198204.9	39795147.99	39795147.99	35403803.54
-2	16954831.29	14439996.83	19578019.3	14874558.97	14336734.63	12089751.03	16040561.29	10495727.45	11457813.6	7901185.31	8307359.06	26828270.13	7504970.0	12166587.28	7130091.28	7045524.76	15526206.71	14971593.78	24356964.4	29305740.61	33684344.52	33684344.52	35900763.24
-1	5083287.94	5242389.72	6171704.37	7865358.89	5118679.21	10216163.99	11230139.55	19780606.14	12212261.94	8852191.36	6269109.49	24172847.58	5277398.03	8185225.36	3004129.46	3362223.55	9654147.96	12498913.37	25191791.31	24596158.66	38026540.3	38026540.3	25030071.32
1	3611378.53	4325221.91	10497903.66	3634653.82	7107901.28	11553896.12	25809987.53	20267707.45	10795573.21	11712781.53	11168953.42	18551939.21	11635002.61	9362787.6	2642687.63	3327580.12	11474603.08	4750742.17	9001600.95	19618438.84	28780326.17	28780326.17	161212951.47
2	7870992.31	4270919.91	7670912.72	12127428.04	9548965.59	11949176.86	13641571.96	12956212.96	11043943.65	11104974.25	15024640.85	22107084.33	21611563.72	8250353.4	4570703.2	6604444.07	9001087.04	10349324.12	16320838.26	23168682.45	26049872.12	26049872.12	61271232.13
3	6675747.84	4632306.27	5273142.39	11799396.6	6502698.74	6095379.32	15793746.67	26007187.64	21311778.79	15491621.73	24303666.21	17772526.33	29364198.75	8199767.54	2289160.3	3548505.28	5147363.62	4759517.48	4798012.43	4828728.32	5677480.55	5677480.55	12165906.81
4	14668712.51	12978490.14	9957513.25	13567568.99	12178385.91	9961228.91	10648369.77	9681957.94	8683342.56	10559550.01	13545920.55	8972844.99	26065106.03	11302861.9	7411111.71	8800244.73	9598305.5	7275323.41	10494053.08	12259709.76	11576340.92	11576340.92	15983210.69
5	30925511.24	23770997.15	22150567.96	25493208.77	23376213.07	21125709.24	18905469.17	17823505.96	21070333.59	19905029.06	25935904.52	24257625.14	22665357.05	17968548.02	18753087.24	17930331.1	15710059.71	15709770.01	19643063.7	20354972.36	20924045.46	20924045.46	23517409.96
