	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	195718916.49	207396711.66	178959273.85	154044777.32	178144629.39	161832556.02	171827818.03	170555510.14	195231931.14	178176176.08	201729906.89	322925948.52	174364585.38	180952073.18	206014764.47	216430935.59	173121281.81	158013988.96	163628028.25	155723596.91	145540470.79	145540470.79	168684604.01
-4	207599280.54	224097463.5	183842124.58	190555706.59	155849414.91	147038706.08	159503906.46	152386858.32	186443981.37	168555042.58	196620535.3	365515349.84	170735623.44	151679394.22	192835847.77	195680782.04	178524776.01	142690907.31	182712758.14	173123072.12	135890991.89	135890991.89	186797651.1
-3	181462661.7	200788254.72	154792540.44	152775095.69	199225713.91	151211776.53	120941202.46	133003745.56	155690722.61	140280073.53	165459995.11	259007891.84	165591529.98	164661960.71	166834890.75	195752392.6	167424442.07	168503558.02	199713011.2	176444479.96	157798171.49	157798171.49	186897592.09
-2	229675698.95	242898186.99	171479229.67	186941164.83	216542082.94	171080574.5	178711636.22	168244775.82	158790529.46	120473634.74	139509694.4	251634677.32	135360842.89	164781361.75	183206425.96	225359210.34	188724442.16	171861493.58	181436667.44	151871889.57	179079919.64	179079919.64	192519681.2
-1	111258105.71	96287508.81	107651021.54	110542519.68	112548464.06	130147460.62	166811243.79	196445064.52	186429423.9	130849727.51	153210054.7	356777908.8	110377293.25	162390824.0	116654346.87	109536450.59	141407309.99	180644449.84	199689642.4	146884497.53	168404986.32	168404986.32	309796098.86
1	103115358.27	98973616.1	133679510.22	130221165.92	138311238.18	134507662.51	224199922.75	231942052.84	203330833.42	176655435.5	248141349.53	312644106.39	209278561.18	199721882.38	94770001.14	141554471.02	159729662.38	91179485.42	54653840.38	84447144.43	86481299.15	86481299.15	264943688.11
2	151560188.6	128573282.93	132323955.36	143512014.02	148868266.19	124160303.83	162767883.56	157403250.25	180651702.63	155140204.23	146926627.29	203067177.22	188263585.36	141908237.75	178312530.46	204228049.05	156079462.66	176863631.85	125748712.63	120162560.43	153684518.65	153684518.65	280257484.16
3	201037439.54	131303429.18	116634215.46	166520462.57	122117893.89	106899478.28	233144206.58	366743519.1	286845193.19	226680360.16	219552005.03	191994240.93	241777966.57	165962408.93	104913126.74	147860659.14	98965875.84	84407806.18	69628074.51	48175320.29	47511217.87	47511217.87	111614759.48
4	170044444.9	193681980.46	159481377.23	170339344.92	148522732.65	140678943.59	149199560.46	152819568.4	152938772.19	182070007.62	181590733.99	138521105.13	222514723.42	183367787.44	152442057.47	222497783.52	172631587.09	135683508.37	115266132.86	102963831.87	68516324.11	68516324.11	183384332.3
5	615960987.33	490169162.56	417659075.33	276320862.32	490542005.4	458321909.49	227048181.0	185518500.25	245606182.2	280418594.66	228298085.36	317891224.63	225400670.37	403174068.35	649392308.54	687739033.44	455181198.39	483035453.5	339314138.42	342947052.25	250460768.1	250460768.1	285494966.33
