	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	3306268.36	3479799.21	3304491.1	3910365.78	3721130.07	3841427.91	2679776.18	2905546.17	3050653.3	2974025.13	3792244.59	7710329.15	3688135.14	3653345.47	3877436.21	3869506.69	3180930.08	3204475.46	3420257.63	3062710.02	3718947.16	3718947.16	3716460.27
-4	3579100.37	3847158.61	3381601.08	3908261.69	3607334.77	4557291.9	2722868.13	2846643.45	2885193.2	2842512.5	3482060.71	5124423.56	3431975.26	3123577.75	3427357.16	3631096.29	3143938.61	2872989.72	3203198.19	3214696.46	3382001.15	3382001.15	3395431.58
-3	2440871.63	2895378.49	2039406.9	2783826.88	3331995.73	3990469.69	1833332.26	1862741.56	2106479.34	1913045.71	2549050.06	3720842.32	2335808.26	2421016.36	2622142.09	2862566.55	2476671.15	2263598.11	2187118.63	2139306.56	2494100.12	2494100.12	4196150.26
-2	3270328.05	3898081.23	2784809.29	3817717.48	4449211.72	5938154.2	2531759.96	2408079.03	2586874.49	2694903.08	4036749.53	6307838.43	3383969.97	3339290.77	3694650.59	4061462.34	2807274.36	3278291.28	2784335.88	2867189.06	2707610.67	2707610.67	3503783.78
-1	2941287.67	3803345.34	2792331.44	3189380.0	4242039.44	4420880.07	2334064.2	2460418.96	2852627.83	2543043.36	2353358.19	3666751.09	3077577.02	2630202.18	2856890.83	3063405.05	2611026.69	2600313.22	2512896.64	2509655.29	2982386.2	2982386.2	4299046.28
1	2844462.02	2757268.94	2579273.47	3519542.07	4398848.95	5938233.32	2734267.26	2927813.05	3108399.78	4096038.03	3292790.86	4141120.86	4425922.51	2977760.82	2669422.1	2983347.7	2598510.41	2738397.71	2371180.47	2547946.23	2663142.4	2663142.4	2868600.58
2	2503396.4	2381706.33	2582123.0	3181216.96	3949347.18	5756665.57	2581784.12	2301916.78	2602450.69	2620532.86	4241292.1	5335058.77	5251019.43	3324265.21	3325697.45	3348061.82	2841031.09	2893405.84	3401281.73	2738819.3	3212361.8	3212361.8	3242408.53
3	3007583.11	2927576.22	2888105.59	3580742.43	4376450.57	5684055.88	2629481.93	2844866.34	2690299.27	3368075.95	3863593.44	4544295.56	3633709.65	3258712.17	2864711.18	3230284.21	3497925.08	3112612.43	3273469.73	4071766.41	2799742.73	2799742.73	3282627.69
4	2927733.96	2628124.36	2573778.98	2828214.99	3525197.71	4178457.37	2222420.65	2497078.97	3040034.19	2769179.61	3026178.94	3197174.19	2990593.96	2728665.87	2654511.04	2604597.62	2366665.78	2401047.24	2860403.12	2664399.05	2891652.83	2891652.83	2704918.24
5	3385045.65	3609430.05	3031413.09	3499616.41	3326289.3	3412578.49	2381023.29	2607989.07	2904533.87	3187525.99	3716149.34	4059156.91	3839267.83	3332142.59	3513369.43	3699793.62	3232121.97	3210354.62	3106033.01	3424616.78	3304071.28	3304071.28	3565224.43
