	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	4876442.71	5871573.42	5126751.1	4908054.14	3972484.55	3994803.38	5210680.23	5241235.77	5842673.45	5156345.46	5821809.6	8696807.13	7004115.16	3886011.83	5605546.45	5857111.67	4488515.48	4444629.37	4879366.63	4494149.96	5391369.93	5391369.93	6383846.52
-4	5814987.87	7229796.32	5408739.36	6297107.27	3957266.57	4032789.71	5299855.89	7055887.19	6131434.53	5706785.78	6592508.23	10755522.99	6892924.27	4726814.35	5759139.25	8598406.0	5518252.86	4362253.27	4957419.32	7124849.56	5238177.84	5238177.84	7799523.73
-3	4311982.15	4544265.89	3512244.1	3772531.0	3971352.02	3798543.04	4828316.91	5347044.88	4762746.0	4560337.71	5405337.86	7004497.95	5238220.53	3217830.44	4738487.59	5190623.16	2973037.28	3512957.96	3636841.46	3875280.95	5588614.68	5588614.68	7562031.19
-2	4466258.79	8208143.54	4720987.17	5154940.59	9448900.63	6486036.42	4910417.32	5012522.04	4603682.45	3938797.45	4609456.85	8109968.78	4767304.08	4520230.47	5516718.96	8177096.25	3896481.66	5313794.73	3152875.49	3945016.98	5966683.57	5966683.57	7340191.34
-1	2549929.12	2346751.23	2437079.95	3414921.0	2274245.53	2153021.54	3751800.81	3882227.54	5446256.21	4074361.02	7610094.77	10136034.64	3964860.83	3526343.81	3148330.87	3302941.95	1908455.76	4904408.32	2097801.01	1581508.9	2931072.49	2931072.49	24407865.52
1	2645011.91	4566742.82	2807900.85	3480599.62	2791747.97	2905425.77	3622323.07	4436105.27	3603957.75	3944842.56	4409288.45	11754069.21	3995984.65	3266891.31	6350836.4	18476946.14	4035590.34	4209748.11	1563572.88	1967721.38	4312955.09	4312955.09	4701976.88
2	2286548.56	2842024.5	2801326.24	3496991.02	3865210.14	3116179.18	3750411.16	4155537.65	3767856.48	4125345.76	5289154.45	6063395.68	5468999.55	2733519.33	7570371.2	9469931.66	3413686.16	3487882.72	1743381.33	1889036.23	3091825.86	3091825.86	4187262.87
3	3285146.68	4005935.68	2878185.59	4897421.72	3808906.86	3382221.05	4799402.76	6171617.3	4162197.07	4760299.92	5001928.67	6524174.55	4625504.53	4799746.41	11089123.17	17762952.56	3987265.34	3817935.02	2192702.44	2397048.38	3014291.42	3014291.42	3627261.67
4	3218480.71	3911376.64	3442697.77	4108626.28	4145690.69	3674678.25	3186256.1	3315947.24	3193507.81	4717188.24	3464836.76	4113069.32	5223508.32	3936280.69	8499613.52	9559532.71	4159083.62	3232722.41	2564364.5	2958838.67	2848258.5	2848258.5	3540779.21
5	6288520.79	7331065.53	5895721.79	7280956.45	7550252.62	8742004.34	5626789.31	7342297.14	6939418.92	7504887.77	6213898.02	10067456.95	6765853.58	8778524.53	15875444.07	24874827.37	6699294.8	7418492.97	4682664.27	5478585.16	6788178.55	6788178.55	7347954.06
