	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	576881974.4	581628042.93	478784330.04	411215691.04	473914935.82	429047216.94	380767680.2	414386335.4	432765711.4	467789992.97	420092900.64	830685854.18	421010847.75	507022592.89	561130653.54	578571931.69	515726194.63	579417980.55	489290138.12	423908871.43	414456587.9	414456587.9	465638308.32
-4	553719782.09	575966158.08	489129962.78	396443033.98	368566825.24	330104260.81	341817511.93	351592420.35	358883809.76	367849038.85	376084134.63	772485305.5	378048401.46	411341083.45	443391656.78	449221921.64	519343472.5	407103721.08	436595001.65	505215394.86	381191155.3	381191155.3	475098663.34
-3	498791560.72	465777676.18	393725849.86	369777983.67	473107575.48	429156586.39	297175540.45	258306253.24	295969237.41	341113519.84	322458590.71	708140218.85	300797035.53	431026232.96	392886072.53	377529670.32	417548163.44	456747923.25	432514208.13	502195694.94	384567522.66	384567522.66	474302153.96
-2	416562225.03	496495570.69	375440218.09	360736478.51	488030847.51	433352120.49	331907037.41	295408491.28	328182814.28	267612537.74	249910518.88	715545233.7	248304916.83	416009275.31	437448165.48	396859403.42	470397965.35	476768763.28	357641120.42	397303870.86	315903289.08	315903289.08	364971331.11
-1	246216389.03	156977250.83	267721456.71	227787482.93	254599026.99	320631410.69	346540733.01	487546364.79	562292995.59	327755741.55	369220410.82	707477781.32	301074796.78	418396322.75	215621040.55	196215912.08	250941429.3	308120842.01	197937465.69	167800909.4	199058344.9	199058344.9	317760316.33
1	131124028.76	259777303.02	523345442.22	305228869.6	399021803.13	383382388.25	437460912.87	315535653.51	298716624.15	399615794.32	339503882.49	601656167.35	397413150.86	356548468.04	169952819.34	190044527.21	361133538.3	173126296.57	215157417.4	379942249.02	331092161.7	331092161.7	290190784.65
2	221140665.94	142653363.92	229611181.82	243422369.72	269047275.85	335438290.99	408093415.43	378464848.16	456618429.8	411541215.68	429633406.65	624858696.68	665250413.25	291033359.0	371128452.13	380634171.23	324028044.79	303535452.53	184853625.48	258191418.15	299498179.9	299498179.9	431495352.79
3	288223487.71	236784053.12	210809962.64	300947388.67	239520778.1	269450808.27	419220182.28	526023757.76	395323466.8	393662708.57	481235349.13	500706039.33	679884892.08	453244284.35	344103652.37	401769420.01	265127346.08	208971123.53	107431062.87	83923106.19	72553267.95	72553267.95	108234234.6
4	414283394.92	422059441.27	317717894.54	299902624.11	355658779.16	298268412.12	307372082.67	279350112.21	326807008.88	363248772.54	387783345.71	364783956.83	406396690.58	407588893.46	413187210.71	449990057.19	373757723.1	295537515.05	238956403.65	255677031.37	138787059.15	138787059.15	196272764.24
5	749494994.56	583102230.25	478610525.99	400272273.81	488724281.63	453803453.81	383914730.54	350073350.99	400458800.46	401256662.49	409125741.33	470194052.05	437308787.55	441287465.65	640354538.9	615588740.37	432655543.93	468501253.89	309331698.07	273628589.49	198905890.83	198905890.83	184527728.3
