	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	48096048.61	52624919.54	48740096.47	41943769.23	43705776.36	32477583.08	33164636.32	39207006.61	37263536.33	39100385.79	43713675.6	64157191.03	40661185.14	51691264.65	54030575.48	59095833.21	42007581.75	44538112.74	43527662.53	44237504.88	34920531.63	34920531.63	36610436.85
-4	52770368.06	53801116.84	52589896.79	41406878.93	37702910.85	37530404.68	31273013.83	37401514.6	39565808.82	46819154.96	44382542.67	71247010.52	45109686.66	53120858.95	58914882.02	55438016.17	45254894.92	39027743.34	46074102.35	41653071.4	29730518.78	29730518.78	34110395.32
-3	43548345.74	45189894.6	48272349.16	40534002.51	49986204.05	43555508.12	32011099.78	36885283.83	50164941.71	45214547.03	45611356.33	80648451.98	45178135.52	53521767.52	55552022.1	71497972.53	49363530.0	46994450.57	33480561.05	34287330.91	28006351.95	28006351.95	35171944.01
-2	45948725.94	50380959.65	38428260.56	37313665.5	50713312.84	45859937.44	27262976.29	28631795.73	47678059.25	44426118.03	55970602.51	79245686.0	46174906.54	50498320.11	50829361.98	53394706.65	44844271.25	62852809.42	37073583.13	34682877.89	20362581.79	20362581.79	35188932.44
-1	26841280.0	38053322.78	34381886.47	28999475.85	38681582.45	32598061.15	26593127.74	30061444.11	45255158.7	42313100.94	44765217.03	91321220.37	76586736.78	48182015.8	32887172.93	39386136.53	34377248.69	29884641.16	21185117.23	29979836.14	19325065.86	19325065.86	38574225.83
1	15913753.0	14522938.22	14402142.43	15839551.22	21850381.9	15663890.16	18717921.63	36507244.03	73925727.41	39216115.99	98383288.85	90277129.35	126683640.11	126830077.53	15331442.72	18529767.64	18941555.72	23231799.35	9400265.07	7106821.94	9951370.62	9951370.62	10204596.45
2	69704220.7	56227076.91	23146809.92	36869504.5	54583716.66	44507340.85	20293427.74	19294112.64	24714223.44	33583527.99	37852476.73	76109951.43	44567384.03	60525782.11	44907770.58	53779622.29	70558918.37	66566038.47	35272444.63	24965867.34	25089566.21	25089566.21	18840338.28
3	59210509.32	51423738.26	34573053.25	36185749.19	58043015.65	46104492.07	26726557.08	26143875.45	34526868.5	51226918.96	49226523.28	85835160.52	42795256.71	54277987.07	51627765.91	61442216.57	58833643.25	56876333.54	35712120.8	38297094.41	27453277.58	27453277.58	31762574.94
4	51855318.35	50127251.92	43887820.97	43000976.79	54060128.81	48718176.4	35282177.45	36341126.27	43178778.14	45854255.65	47838561.69	74056700.07	53715637.1	48605331.79	55289093.29	59068049.94	41862218.21	46855158.38	39810052.92	32464972.51	34970465.01	34970465.01	33087541.43
5	49992954.45	51572245.49	38684719.96	38532631.52	47666321.25	46741460.19	33496896.04	32968692.97	42281156.66	43766322.42	52033521.6	53944000.71	54573086.67	50233444.7	66962215.46	71135428.97	50596088.49	50762178.06	36527957.63	36993884.36	34048389.0	34048389.0	34320613.45
