	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	3946031.8	3748805.14	3348701.17	4662987.69	3369497.59	2820043.05	3148416.77	3075144.04	3077861.36	2930393.68	3155960.98	3445315.31	5787969.38	3481239.11	4829174.63	4526949.76	2969499.05	3442954.76	3034788.36	2649421.57	2771742.03	2771742.03	2539078.55
-4	3619916.16	3509191.13	3025206.4	3553046.27	3199792.58	2864027.67	2720079.04	2560209.13	2536679.15	2702472.66	3059726.49	3395734.3	4670784.52	2951988.47	3918573.68	3723414.84	2771093.29	2863784.42	2667384.39	2464852.96	2889796.0	2889796.0	2081049.0
-3	2247904.93	1845340.3	1446311.15	2162009.21	1717078.21	1538237.7	1429335.65	1307058.11	1519805.48	1400837.9	1532241.36	1963846.94	1882180.72	1514979.8	2064963.64	2133018.33	1725869.31	1606175.35	1540197.19	1283667.57	1546306.54	1546306.54	1482775.86
-2	2870004.12	2905147.92	2585009.04	3948488.49	2322868.58	2637987.9	2529864.9	2545751.79	2460115.46	2164746.19	2436444.54	3368965.15	3320253.74	2609259.24	3586847.96	3384137.05	2250215.2	2710992.27	2197989.88	2226344.56	2491016.12	2491016.12	2134578.82
-1	3486774.31	2771790.4	2678229.14	3549222.89	2736631.32	2472207.92	2050481.43	2134824.12	2293848.11	2303778.63	2146585.69	2995053.28	3550733.31	2654117.5	3266127.19	3479361.17	2762872.34	3238841.01	2694109.49	2629770.93	2884205.12	2884205.12	2376436.62
1	2742968.43	2374777.89	2465788.67	3170567.1	2145717.03	2330466.93	2186660.28	2129798.68	2169649.69	2034034.32	2503983.84	2841636.66	4597098.98	2709531.91	3037795.0	3149496.11	2911482.78	2817250.4	2656629.71	2344852.97	2643484.57	2643484.57	1996632.23
2	3482582.57	2869572.83	2483021.0	3322158.74	2596541.27	2629005.36	2203259.2	2000667.32	2593588.59	2542557.58	3541675.83	3896583.32	4589256.76	3474567.95	4050225.57	3979629.35	3472014.74	3693743.91	3185687.68	2928846.04	2852511.83	2852511.83	2613742.58
3	3761679.4	3043474.22	2882157.92	3358565.27	3302117.74	2650616.24	2361125.19	2236787.93	2567082.42	2724874.42	3067773.91	3884704.97	5547892.83	3466327.69	4036711.33	4031513.36	3354972.7	3625288.04	2886700.33	2856317.66	2508599.02	2508599.02	2419197.55
4	2909041.84	2350973.14	1733887.0	2341849.2	2253880.51	2087352.78	1739440.75	1777646.1	2077171.62	2113322.48	2198869.81	2525893.12	2701314.27	2443796.08	2955681.74	2719384.17	2474224.13	2225799.44	2051944.75	1943182.82	1840877.43	1840877.43	1624628.2
5	3469232.32	3036705.12	2907161.86	3508931.06	2987162.84	2832358.4	2364596.56	2435571.17	2676922.41	2790457.27	2884920.17	3396505.39	6921465.64	3879452.52	3810004.07	4226226.77	3083480.21	3198290.45	2634538.31	2783500.62	2042563.33	2042563.33	2080535.64
