	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	320498944.27	327400270.48	303488642.74	257424351.47	260462723.68	233803809.72	252343335.74	255047073.29	302792421.23	304972594.39	272878981.34	453809213.63	273753084.39	250990059.75	251672287.39	213544328.52	273832965.71	275215647.73	326484763.91	280044301.42	302072124.93	302072124.93	305227666.6
-4	282432787.61	322900934.71	282367737.27	261883023.31	187085578.39	174310231.8	227400428.83	240234161.08	291217035.38	272352929.34	237483417.39	429068749.18	297883169.83	208916222.03	154717478.14	168421096.52	229553158.7	200905872.61	285941664.67	360182700.67	256995694.88	256995694.88	343151314.35
-3	238446757.94	229396481.99	212605714.62	233136513.19	228844297.84	215248366.67	180777935.15	160685772.78	214038971.4	215923649.4	248223482.24	516819680.15	268721601.05	225743494.95	121614762.46	129783053.5	194096801.94	256755962.45	320328221.69	368860598.86	249676192.81	249676192.81	306214450.9
-2	237667957.42	293360340.46	242823972.32	261438552.11	264020982.79	225360768.76	213037915.78	188941039.87	224950458.75	181180496.53	160615865.9	359853584.17	172745104.07	205066354.73	141839869.01	149599136.54	233532048.47	278244391.82	288430339.59	333848444.75	273296977.93	273296977.93	270836397.27
-1	117872705.5	69919487.25	99909675.05	126045803.69	74960749.8	206337550.65	343271798.49	446026411.48	329142638.69	171778293.84	167701997.07	346831269.06	106933575.34	117697490.78	39739026.98	34976705.98	79926123.36	63486749.18	129431963.6	160168421.03	367542766.14	367542766.14	167492899.28
1	47878134.98	412363211.86	300379462.03	184421558.89	201982934.79	175257018.56	206731740.45	147220977.74	147364381.58	247995851.84	141870655.16	299269554.1	241413560.75	146713762.83	45698928.0	66613132.13	166825624.89	110603531.08	165639953.26	279843541.81	171503826.89	171503826.89	263511161.45
2	180522759.16	150525238.51	181696367.74	215956335.7	216993821.64	263547403.12	217083110.27	213095900.15	189973982.42	209538515.98	185304052.56	305992950.41	199385590.69	121995770.44	149345837.76	183884785.46	164319832.96	175867372.74	108273306.24	220419438.86	218504809.7	218504809.7	298458103.43
3	142986546.57	162549126.0	123694248.68	181765540.39	125040130.19	133198583.39	256740883.02	347582251.41	280629969.93	206604558.01	399173191.1	495956780.87	372508281.69	187129590.9	127199486.4	222920633.87	95733716.49	89942377.69	60924105.55	59623021.37	55771192.62	55771192.62	93634967.78
4	168441330.24	206450041.99	163642471.67	203455280.93	181532234.24	172647397.93	162889458.85	162533553.04	169309627.45	244690159.98	202319134.18	299629417.82	206615448.84	203561053.55	244220132.25	278904509.53	184911946.51	149650649.92	116356924.28	143013833.19	80582058.32	80582058.32	117226158.05
5	367334574.75	319338994.11	308909241.83	315105042.3	307370711.17	291405976.97	237052681.34	224562141.68	287543387.32	309947041.0	305740838.4	538390073.75	326746392.35	281728380.98	370296105.48	442221214.14	213579245.41	249323980.69	197482231.73	218031393.06	122924183.09	122924183.09	166333266.95
