name,status,backend_ref,n,p,window,warmup,repeats,time_median_s,time_mean_s,time_stdev_s,time_cv,max_abs_diff,allclose,note
chi2_gof_np,ok,scipy,200000,32,50,3,25,2.6000052457675338e-06,2.6719996822066607e-06,2.0692031981890036e-07,0.07744024866350882,nan,0,ref failed (scipy): AttributeError: 'Power_divergenceResult' object has no attribute 'df'
chi2_independence_np,ok,scipy,200000,32,50,3,25,2.5999979698099196e-06,2.6199998683296142e-06,1.2961418426813044e-07,0.04947106518397125,7.105427357601002e-15,1,"dict vs scipy tuple(stat,p,df)"
cohens_d_2samp_np,error,none,200000,32,50,3,25,nan,nan,nan,nan,nan,0,bs call failed: TypeError: cohens_d_2samp_np() missing 1 required positional argument: 'pooled'
corr_matrix_np,skipped,none,200000,32,50,3,25,nan,nan,nan,nan,nan,0,no canned input mapping: No canned inputs for corr_matrix_np
corr_nan_np,ok,numpy,200000,32,50,3,25,0.0012654000020120293,0.0013218160005635583,0.00027453756897796483,0.2076972656261653,2.47198095326695e-17,1,allclose
corr_np,ok,numpy,200000,32,50,3,25,0.0037350999991758727,0.0030947199993534014,0.001123893468002629,0.3631648317900976,2.6020852139652106e-17,1,allclose
cov_matrix_np,skipped,none,200000,32,50,3,25,nan,nan,nan,nan,nan,0,no canned input mapping: No canned inputs for cov_matrix_np
cov_nan_np,ok,numpy,200000,32,50,3,25,0.0007199999963631853,0.0008447639984660782,0.00030384896126959085,0.35968502661254453,5.637851296924623e-18,1,allclose
cov_np,ok,numpy,200000,32,50,3,25,0.0010649000032572076,0.0010696520004421473,0.0003900204679864629,0.36462369801135835,3.729655473350135e-17,1,allclose
cummean_np,skipped,none,200000,32,50,3,25,nan,nan,nan,nan,nan,0,no canned input mapping: No canned inputs for cummean_np
cumsum_np,skipped,none,200000,32,50,3,25,nan,nan,nan,nan,nan,0,no canned input mapping: No canned inputs for cumsum_np
demean_with_signs_np,skipped,none,200000,32,50,3,25,nan,nan,nan,nan,nan,0,no canned input mapping: No canned inputs for demean_with_signs_np
diff_np,skipped,none,200000,32,50,3,25,nan,nan,nan,nan,nan,0,no canned input mapping: No canned inputs for diff_np
ecdf_np,skipped,none,200000,32,50,3,25,nan,nan,nan,nan,nan,0,no canned input mapping: No canned inputs for ecdf_np
ewma_np,ok,pandas,200000,32,50,3,25,0.0007170000026235357,0.0007846240009530448,0.0002579950054422514,0.3288135528977923,0.0,1,allclose
hedges_g_2samp_np,ok,none,200000,32,50,3,25,0.001581700002134312,0.0017214640000020153,0.0006030344469787918,0.35030325756337966,nan,0,no reference for this op
iqr_np,ok,numpy,200000,32,50,3,25,0.007579099998110905,0.008384600001154468,0.002271241392498783,0.2708824979350306,2.0273731423619816,0,allclose
iqr_outliers_np,skipped,none,200000,32,50,3,25,nan,nan,nan,nan,nan,0,no canned input mapping: No canned inputs for iqr_outliers_np
kde_gaussian_np,error,none,200000,32,50,3,25,nan,nan,nan,nan,nan,0,bs call failed: TypeError: kde_gaussian_np() missing 1 required positional argument: 'n_points'
ks_1samp_np,skipped,none,200000,32,50,3,25,nan,nan,nan,nan,nan,0,staged/xfailed op skipped by default
